0,1,37.5882431642,127.0172592603,37.5072431315,127.0636517443
2,4,37.4778342637,126.9819882566,37.5567730635,127.0433201513
3,7,37.5586582575,126.9274994875,37.5221138227,127.0333295289
5,6,37.5123429607,127.1007210704,37.5719018726,126.977317218
