1,0,1,5,7,1,18,1,5,4,3,,,2,2,,,,,,,,,,,,2,2,2,2,8,4,3
1,0,1,5,7,1,18,2,2,3,3,,,2,2,,,,,,,,,,,,2,2,2,2,5,2,3
1,0,1,5,7,1,19,1,1,4,3,,,2,2,,,,,,,,,,,,2,2,2,2,7,2,3
1,0,1,5,7,1,19,1,1,5,2,,,1,,,,,,,,,,,,,2,2,2,2,3,3,3
1,0,1,5,7,1,19,1,2,2,2,,,2,2,,,,,,,,,,,,2,2,2,2,8,2,1
1,0,1,5,7,1,19,1,3,3,3,,,2,2,,,,,,,,,,,,2,2,2,2,6,2,3
1,0,1,5,7,1,19,1,4,4,3,,,2,2,,,,,,,,,,,,2,2,2,2,8,2,3
1,0,1,5,7,1,19,2,2,4,3,,,2,2,,,,,,,,,,,,2,2,2,2,5,2,2
1,0,1,5,7,1,19,6,3,3,4,,,2,2,,,,,,,,,,,,2,2,2,2,9,1,4
1,0,1,5,7,1,20,1,1,4,3,,,2,2,,,,,,,,,,,,2,2,2,2,10,2,3
1,0,1,5,7,1,20,1,3,4,3,,,2,2,,,,,,,,,,,,2,2,2,2,3,2,2
1,0,1,5,7,1,20,1,5,3,4,,,2,2,,,,,,,,,,,,2,2,2,2,10,3,3
1,0,1,5,7,1,21,1,3,3,4,,,2,2,,,,,,,,,,,,2,2,2,2,7,2,3
1,0,1,5,7,1,21,1,5,3,3,,,2,2,,,,,,,,,,,,2,2,2,2,7,1,2
1,0,1,5,7,1,22,1,3,4,2,,,2,2,,,,,,,,,,,,2,2,2,2,9,2,3
1,0,1,5,7,1,22,1,4,5,2,,,2,2,,,,,,,,,,,,2,2,2,2,5,2,3
1,0,1,5,7,1,22,2,4,4,3,,,1,,,,,,,,,,,,,2,2,2,2,10,2,3
1,0,1,5,7,1,22,4,3,4,3,,,1,,,,,,,,,,,,,2,2,2,2,5,2,2
1,0,1,5,7,1,22,4,5,4,2,,,1,,,,,,,,,,,,,2,2,2,2,7,2,2
1,0,1,5,7,1,22,6,1,2,3,,,2,2,,,,,,,,,,,,2,2,2,2,7,3,3
1,0,1,5,7,1,22,6,4,4,2,,,2,2,,,,,,,,,,,,2,2,2,2,7,4,3
1,0,1,5,7,1,23,1,2,3,2,,,2,2,,,,,,,,,,,,2,2,2,2,6,2,3
1,0,1,5,7,1,23,1,4,4,2,,,1,,,,,,,,,,,,,2,2,2,2,4,2,2
1,0,1,5,7,1,23,1,4,4,2,,,2,2,,,,,,,,,,,,2,2,2,2,10,2,3
1,0,1,5,7,1,23,1,4,4,3,,,2,2,,,,,,,,,,,,2,2,2,2,10,2,3
1,0,1,5,7,1,23,1,4,5,3,,,1,,,,,,,,,,,,,2,2,2,2,8,2,5
1,0,1,5,7,1,23,1,5,4,1,,,1,,,,,,,,,,,,,2,2,2,2,7,3,2
1,0,1,5,7,1,23,10,5,4,3,,,2,2,,,,,,,,,,,,2,2,2,2,8,2,3
1,0,1,5,7,1,23,4,3,5,3,,,2,2,,,,,,,,,,,,2,2,2,2,10,1,5
1,0,1,5,7,1,23,4,4,4,2,,,1,,,,,,,,,,,,,2,2,2,2,3,2,2
1,0,1,5,7,1,23,5,3,3,3,,,2,2,,,,,,,,,,,,2,2,2,2,8,2,4
1,0,1,5,7,1,23,6,4,4,3,,,1,,,,,,,,,,,,,2,2,2,2,8,4,3
1,0,1,5,7,1,24,1,1,4,2,,,2,2,,,,,,,,,,,,2,2,2,2,7,2,4
1,0,1,5,7,1,24,1,3,4,2,,,2,2,,,,,,,,,,,,2,2,2,2,10,2,4
1,0,1,5,7,1,24,1,4,3,2,,,1,,,,,,,,,,,,,2,2,2,2,8,3,2
1,0,1,5,7,1,24,1,4,3,3,,,2,2,,,,,,,,,,,,2,2,2,2,10,2,3
1,0,1,5,7,1,24,6,4,1,2,,,1,,,,,,,,,,,,,2,2,2,2,6,3,2
1,0,1,5,7,1,24,6,5,5,3,,,1,,,,,,,,,,,,,2,2,2,2,5,3,4
1,0,1,5,7,1,25,1,2,1,3,,,2,2,1,2,2,,,,,,,,,2,2,2,2,6,3,3
1,0,1,5,7,1,25,1,3,3,3,,,1,,3,2,2,,,,,,,,,2,2,2,2,5,3,3
1,0,1,5,7,1,25,1,4,4,2,,,2,2,2,,2,,,,,,,,,2,2,2,2,5,2,1
1,0,1,5,7,1,25,4,4,4,4,,,2,2,2,2,1,,,3,,,,,,2,2,2,2,8,2,2
1,0,1,5,7,1,25,6,3,3,3,,,1,,2,1,1,1,,,,,,,,2,2,2,2,9,3,3
1,0,1,5,7,1,25,6,4,5,2,,,2,2,2,2,2,,,,,,,,,2,2,2,2,3,4,2
1,0,1,5,7,1,25,6,5,1,1,,,1,,3,2,1,1,,3,4,5,6,,,2,2,2,2,5,4,2
1,0,1,5,7,1,26,1,1,4,4,,,2,2,3,2,1,,,3,,,,,,2,2,2,2,10,2,3
1,0,1,5,7,1,26,1,1,5,2,,,1,,3,2,1,1,,3,,,,,,2,2,2,2,9,4,3
1,0,1,5,7,1,26,1,2,2,4,,,2,1,3,4,1,1,,3,,5,,,,2,2,2,2,10,9,4
1,0,1,5,7,1,26,1,2,3,1,,,2,2,2,2,2,,,,,,,,,2,2,2,2,5,2,3
1,0,1,5,7,1,26,1,2,3,2,,,1,,1,2,2,,,,,,,,,2,2,2,2,7,3,3
1,0,1,5,7,1,26,1,2,3,2,,,2,2,2,9,1,1,,,,,,,,2,2,2,2,8,2,3
1,0,1,5,7,1,26,1,2,5,4,,,1,,3,2,1,1,,3,,5,,,,2,2,2,2,10,4,5
1,0,1,5,7,1,26,1,3,2,1,,,1,,2,8,1,1,,,,5,,,,2,2,2,2,5,3,2
1,0,1,5,7,1,26,1,4,4,3,,,2,2,1,2,2,,,,,,,,,2,2,2,2,7,4,4
1,0,1,5,7,1,26,1,5,4,1,,,1,,2,2,2,,,,,,,,,2,2,2,2,4,3,1
1,0,1,5,7,1,26,1,5,4,3,,,1,,4,2,1,1,,3,4,5,,,,2,2,2,2,7,3,3
1,0,1,5,7,1,26,12,3,4,1,,,1,,2,2,1,1,,,,,,,,2,2,2,2,3,2,1
1,0,1,5,7,1,26,2,3,3,2,,,1,,3,2,1,,,,,5,,,,2,2,2,2,5,3,4
1,0,1,5,7,1,26,6,4,5,2,,,1,,2,2,2,,,,,,,,,2,2,2,2,5,3,2
1,0,1,5,7,1,27,1,1,3,2,,,2,2,1,,2,,,,,,,,,2,2,2,2,5,3,2
1,0,1,5,7,1,27,1,2,3,3,,,2,2,1,7,2,,,,,,,,,2,2,2,2,7,1,2
