LinkID,평균시간,거리,시/도,시/군,유출인구,정류장수,,LinkID,평균속도시간,거리,시/도,시/군,유입인구,,가평군,880
1015876,0.006023688,0.287,경기도,고양시,249694,2197,,1019857,0.035684762,0.611,서울특별시,은평구,42461,,,
1015877,0.000571401,0.029,경기도,고양시,249694,2197,,1019858,0.015128065,0.339,서울특별시,은평구,42461,,,
1015878,0.000772779,0.029,경기도,고양시,249694,2197,,1019859,0.019825167,0.401,서울특별시,은평구,42461,,,
1015879,0.057208085,5.559,경기도,고양시,249694,2197,,1019860,0.001937651,0.064,서울특별시,은평구,42461,,,
1015880,0.007132834,0.433,경기도,고양시,249694,2197,,1019861,0.002610674,0.064,서울특별시,은평구,42461,,,
1015881,0.015815037,0.864,경기도,고양시,249694,2197,,1019862,0.0040113,0.17,서울특별시,은평구,42461,,,
1015882,0.020899648,2.094,경기도,고양시,249694,2197,,1019863,0.009053363,0.17,서울특별시,은평구,42461,,,
1015883,0.015614861,0.671,경기도,고양시,249694,2197,,1019864,0.025434818,0.726,서울특별시,은평구,42461,,,
1015884,0.011920693,0.354,경기도,고양시,249694,2197,,1019865,0.017372708,0.726,서울특별시,은평구,42461,,,
1015885,0.004042402,0.212,경기도,고양시,249694,2197,,1019866,0.00265147,0.093,서울특별시,은평구,42461,,,
1015886,0.004223787,0.212,경기도,고양시,249694,2197,,1019867,0.005587701,0.093,서울특별시,은평구,42461,,,
1015887,0.013439305,0.623,경기도,고양시,249694,2197,,1019868,0.005294759,0.131,서울특별시,은평구,42461,,,
1015888,0.004379099,0.203,경기도,고양시,249694,2197,,1019869,0.028423204,0.92,서울특별시,은평구,42461,,,
1015889,0.010669196,0.515,경기도,고양시,249694,2197,,1019870,0.030408044,0.563,서울특별시,은평구,42461,,,
1015890,0.003000995,0.154,경기도,고양시,249694,2197,,1019871,0.027156056,0.563,서울특별시,은평구,42461,,,
1015891,0.004898352,0.216,경기도,고양시,249694,2197,,1019872,0.014360371,0.458,서울특별시,은평구,42461,,,
1015892,0.002301769,0.072,경기도,고양시,249694,2197,,1019873,0.027216068,0.458,서울특별시,은평구,42461,,,
1015893,0.002183876,0.072,경기도,고양시,249694,2197,,1019874,0.022814811,0.772,서울특별시,은평구,42461,,,
1015894,0.006195466,0.546,경기도,고양시,249694,2197,,1019875,0.082005345,1.692,서울특별시,은평구,42461,,,
1015895,0.005930772,0.546,경기도,고양시,249694,2197,,1019876,0.095934908,1.692,서울특별시,은평구,42461,,,
1015896,0.003010803,0.211,경기도,고양시,249694,2197,,1019877,0.018894177,0.391,서울특별시,은평구,42461,,,
1015897,0.012756719,0.946,경기도,고양시,249694,2197,,1019878,0.01062431,0.495,서울특별시,은평구,42461,,,
1015898,0.013489028,0.946,경기도,고양시,249694,2197,,1019879,0.029534458,0.925,서울특별시,은평구,42461,,,
1015899,0.002761029,0.247,경기도,고양시,249694,2197,,1019880,0.028296162,0.925,서울특별시,은평구,42461,,,
1015900,0.002815878,0.245,경기도,고양시,249694,2197,,1019881,0.037098382,0.955,서울특별시,은평구,42461,,,
1015901,0.002738672,0.245,경기도,고양시,249694,2197,,1019882,0.032036253,0.955,서울특별시,은평구,42461,,,
1015902,0.002818345,0.209,경기도,고양시,249694,2197,,1019883,0.050642684,1.487,서울특별시,은평구,42461,,,
1015903,0.000570768,0.04,경기도,고양시,249694,2197,,1019884,0.029113783,1.453,서울특별시,은평구,42461,,,
1015904,0.001127738,0.06,경기도,고양시,249694,2197,,1019885,0.039216537,1.463,서울특별시,서대문,#N/A,,,
1015905,0.001000695,0.051,경기도,고양시,249694,2197,,1019886,0.041134277,1.463,서울특별시,종로구,285056,,,
1015906,0.000823747,0.06,경기도,고양시,249694,2197,,1019887,0.017906762,0.562,서울특별시,종로구,285056,,,
1015907,0.006482544,0.564,경기도,고양시,249694,2197,,1019888,0.02738059,0.562,서울특별시,종로구,285056,,,
1015908,0.006301354,0.564,경기도,고양시,249694,2197,,1019889,0.096470544,3.068,서울특별시,은평구,42461,,,
1015909,0.002334891,0.209,경기도,고양시,249694,2197,,1019890,0.075599854,3.069,서울특별시,종로구,285056,,,
1015910,0.003426792,0.257,경기도,고양시,249694,2197,,1019891,0.020527231,0.584,서울특별시,은평구,42461,,,
1015911,0.007958536,0.501,경기도,고양시,249694,2197,,1019892,0.026639093,0.635,서울특별시,은평구,42461,,,
1015912,0.007976612,0.714,경기도,고양시,249694,2197,,1019893,0.012560168,0.637,서울특별시,은평구,42461,,,
1015913,0.013134027,1.017,경기도,고양시,249694,2197,,1019894,0.014135246,0.637,서울특별시,은평구,42461,,,
1015914,0.006631679,0.577,경기도,고양시,249694,2197,,1019895,0.022993755,0.645,서울특별시,은평구,42461,,,
1015915,0.006401006,0.517,경기도,고양시,249694,2197,,1019896,0.013552636,0.202,서울특별시,서대문,#N/A,,,
1015916,0.000298828,0.026,경기도,고양시,249694,2197,,1019897,0.024551171,0.603,서울특별시,서대문,#N/A,,,
1015917,0.014963653,0.498,경기도,고양시,249694,2197,,1019898,0.030122735,0.603,서울특별시,서대문,#N/A,,,
1015918,0.017018861,0.784,경기도,고양시,249694,2197,,1019899,0.007505297,0.202,서울특별시,서대문,#N/A,,,
1015919,0.002757292,0.083,경기도,고양시,249694,2197,,1019900,0.006873815,0.126,서울특별시,서대문,#N/A,,,
1015920,0.002683501,0.083,경기도,고양시,249694,2197,,1019901,0.002822614,0.126,서울특별시,서대문,#N/A,,,
1015921,0.004692575,0.196,경기도,고양시,249694,2197,,1019902,0.000427763,0.019,서울특별시,서대문,#N/A,,,
1015922,0.005077873,0.22,경기도,고양시,249694,2197,,1019903,0.008463114,0.173,서울특별시,서대문,#N/A,,,
1015923,0.000402368,0.018,경기도,고양시,249694,2197,,1019904,0.02641647,0.988,서울특별시,은평구,42461,,,
1015924,0.000359052,0.018,경기도,고양시,249694,2197,,1019905,0.044669937,0.988,서울특별시,은평구,42461,,,
1015925,0.000481737,0.031,경기도,고양시,249694,2197,,1019906,0.022689477,0.758,서울특별시,은평구,42461,,,
1015926,0.000383056,0.031,경기도,고양시,249694,2197,,1019907,0.03818654,0.758,서울특별시,은평구,42461,,,
1015927,0.005234508,0.302,경기도,고양시,249694,2197,,1019908,0.003478067,0.172,서울특별시,은평구,42461,,,
1015928,0.001943516,0.088,경기도,고양시,249694,2197,,1019909,0.008302927,0.172,서울특별시,은평구,42461,,,
1015929,0.002601236,0.088,경기도,고양시,249694,2197,,1019910,0.080367828,3.313,서울특별시,종로구,285056,,,
1015930,0.008570725,0.43,경기도,고양시,249694,2197,,1019911,0.097524201,3.331,서울특별시,성북구,116454,,,
1015931,0.009585827,0.43,경기도,고양시,249694,2197,,1019912,0.016684602,0.163,서울특별시,서대문,#N/A,,,
1015932,0.033779532,3.27,경기도,고양시,249694,2197,,1019913,0.003975846,0.163,서울특별시,서대문,#N/A,,,
1015933,0.006087458,0.36,경기도,고양시,249694,2197,,1019915,0.016829809,0.43,서울특별시,서대문,#N/A,,,
1015934,0.011541872,0.363,경기도,고양시,249694,2197,,1019916,0.045453478,1.999,서울특별시,서대문,#N/A,,,
1015935,0.00615738,0.645,경기도,고양시,249694,2197,,1019917,0.065292538,2.477,서울특별시,서대문,#N/A,,,
1015936,0.005116503,0.403,경기도,고양시,249694,2197,,1019929,0.020883576,0.544,서울특별시,서대문,#N/A,,,
1015937,0.006254895,0.403,경기도,고양시,249694,2197,,1019930,0.011050594,0.42,서울특별시,서대문,#N/A,,,
1015938,0.005909061,0.245,경기도,고양시,249694,2197,,1019931,0.016712524,0.463,서울특별시,서대문,#N/A,,,
1015939,0.005863467,0.269,경기도,고양시,249694,2197,,1019932,0.042314856,1.515,서울특별시,서대문,#N/A,,,
1015940,0.006063668,0.629,경기도,고양시,249694,2197,,1019933,0.011146529,0.139,서울특별시,서대문,#N/A,,,
1015941,0.019330189,1.824,경기도,고양시,249694,2197,,1019935,0.034170753,0.703,서울특별시,은평구,42461,,,
1015942,0.002844308,0.248,경기도,고양시,249694,2197,,1019936,0.023226388,0.703,서울특별시,은평구,42461,,,
1015943,0.005247909,0.544,경기도,고양시,249694,2197,,1019937,0.004969451,0.2,서울특별시,성북구,116454,,,
1015944,0.027257694,2.709,경기도,고양시,249694,2197,,1019938,0.03028178,1.168,서울특별시,서대문,#N/A,,,
1015945,0.003336961,0.267,경기도,고양시,249694,2197,,1019939,0.056971946,1.168,서울특별시,은평구,42461,,,
1015946,0.005195893,0.547,경기도,고양시,249694,2197,,1038119,0.012159226,0.358,서울특별시,강남구,614213,,,
1015947,0.000971332,0.024,경기도,고양시,249694,2197,,1038120,0.005122338,0.358,서울특별시,강남구,614213,,,
1015948,0.030568592,0.935,경기도,고양시,249694,2197,,1038121,0.007913743,0.343,서울특별시,강남구,614213,,,
1015949,0.025348787,0.935,경기도,고양시,249694,2197,,1038122,0.023597595,0.823,서울특별시,강남구,614213,,,
1015950,0.000510362,0.018,경기도,고양시,249694,2197,,1038123,0.025952267,0.823,서울특별시,강남구,614213,,,
1015951,0.004479743,0.258,경기도,고양시,249694,2197,,1038124,0.006406834,0.167,서울특별시,서초구,303313,,,
1015952,0.002756435,0.049,경기도,고양시,249694,2197,,1038125,0.023993305,0.576,서울특별시,서초구,303313,,,
1015953,0.001113174,0.028,경기도,고양시,249694,2197,,1038126,0.014780755,0.576,서울특별시,강남구,614213,,,
1015954,0.00426132,0.261,경기도,고양시,249694,2197,,1038127,0.031735956,0.564,서울특별시,서초구,303313,,,
1015955,0.002215204,0.05,경기도,고양시,249694,2197,,1038128,0.01891712,0.564,서울특별시,서초구,303313,,,
1015956,0.022129343,2.168,경기도,고양시,249694,2197,,1038129,0.03032174,0.997,서울특별시,서초구,303313,,,
1015957,0.029520329,2.705,경기도,고양시,249694,2197,,1038130,0.037631723,0.997,서울특별시,서초구,303313,,,
1015958,0.006788673,0.263,경기도,고양시,249694,2197,,1038131,0.03727678,1.246,서울특별시,서초구,303313,,,
1015959,0.005275516,0.561,경기도,고양시,249694,2197,,1038132,0.056108989,1.246,서울특별시,서초구,303313,,,
1015960,0.001866442,0.047,경기도,고양시,249694,2197,,1038133,0.034541394,1.306,서울특별시,서초구,303313,,,
1015961,0.004857727,0.281,경기도,고양시,249694,2197,,1038134,0.047593044,1.306,서울특별시,서초구,303313,,,
1015962,0.000232312,0.009,경기도,고양시,249694,2197,,1038135,0.024327604,0.911,서울특별시,서초구,303313,,,
1015963,0.000411385,0.011,경기도,고양시,249694,2197,,1038136,0.037731759,0.911,서울특별시,서초구,303313,,,
1015964,0.000787599,0.027,경기도,고양시,249694,2197,,1038137,0.006905901,0.126,서울특별시,서초구,303313,,,
1015965,0.00457945,0.265,경기도,고양시,249694,2197,,1038138,0.00343641,0.126,서울특별시,서초구,303313,,,
1015966,0.001212918,0.048,경기도,고양시,249694,2197,,1038139,0.001811739,0.065,서울특별시,서초구,303313,,,
1015967,0.001909948,0.171,경기도,고양시,249694,2197,,1038140,0.002210862,0.065,서울특별시,서초구,303313,,,
1015968,0.036007984,3.288,경기도,고양시,249694,2197,,1038141,0.002739094,0.088,서울특별시,서초구,303313,,,
1015969,0.002451335,0.211,경기도,고양시,249694,2197,,1038142,0.002790222,0.088,서울특별시,서초구,303313,,,
1015970,0.023438336,2.184,경기도,고양시,249694,2197,,1038143,0.000145617,0.005,서울특별시,서초구,303313,,,
1015971,0.018390175,1.822,경기도,고양시,249694,2197,,1038144,0.024908099,0.633,서울특별시,서초구,303313,,,
1015972,0.004242212,0.4,경기도,고양시,249694,2197,,1038145,0.019335302,0.633,서울특별시,서초구,303313,,,
1015973,0.049295226,1.808,경기도,고양시,249694,2197,,1038146,0.011761877,0.47,서울특별시,서초구,303313,,,
1015974,0.005828885,0.472,경기도,고양시,249694,2197,,1038147,0.01884566,0.47,서울특별시,서초구,303313,,,
1015975,0.00175913,0.056,경기도,고양시,249694,2197,,1038148,0.002859663,0.153,서울특별시,서초구,303313,,,
1015976,0.008961375,0.317,경기도,고양시,249694,2197,,1038149,0.006613655,0.254,서울특별시,서초구,303313,,,
1015977,0.003430365,0.253,경기도,김포시,76946,1086,,1038150,0.002984986,0.142,서울특별시,서초구,303313,,,
1015978,0.002232646,0.166,경기도,김포시,76946,1086,,1038151,0.003927791,0.142,서울특별시,서초구,303313,,,
1015979,0.002185892,0.166,경기도,김포시,76946,1086,,1038152,0.01025726,0.336,서울특별시,서초구,303313,,,
1015980,0.008896512,0.644,경기도,김포시,76946,1086,,1038153,0.01327344,0.336,서울특별시,서초구,303313,,,
1015981,0.000348065,0.023,경기도,김포시,76946,1086,,1038154,0.012825303,0.317,서울특별시,서초구,303313,,,
1015982,0.007850311,0.514,경기도,김포시,76946,1086,,1038155,0.005800281,0.274,서울특별시,서초구,303313,,,
1015983,0.008965733,0.868,경기도,김포시,76946,1086,,1038156,0.001606688,0.103,서울특별시,서초구,303313,,,
1015984,0.001764559,0.165,경기도,김포시,76946,1086,,1038157,0.003307688,0.103,서울특별시,서초구,303313,,,
1015985,0.014298105,1.183,경기도,김포시,76946,1086,,1038158,0.008171738,0.31,서울특별시,서초구,303313,,,
1015986,0.006783245,0.288,경기도,김포시,76946,1086,,1038159,0.032707534,2.018,서울특별시,서초구,303313,,,
1015987,0.001962271,0.179,경기도,김포시,76946,1086,,1038160,0.006572249,0.19,서울특별시,서초구,303313,,,
1015988,0.059046724,5.308,경기도,김포시,76946,1086,,1038161,0.003210143,0.183,서울특별시,서초구,303313,,,
1015989,0.007677331,0.368,경기도,김포시,76946,1086,,1038162,0.002835719,0.151,서울특별시,서초구,303313,,,
1015990,0.001714847,0.076,경기도,김포시,76946,1086,,1038163,0.004036871,0.151,서울특별시,서초구,303313,,,
1015991,0.00213139,0.076,경기도,김포시,76946,1086,,1038164,0.006303541,0.198,서울특별시,서초구,303313,,,
1015992,0.009797032,0.433,경기도,김포시,76946,1086,,1038165,0.011805549,0.303,서울특별시,서초구,303313,,,
1015993,0.005487833,0.233,경기도,김포시,76946,1086,,1038166,0.031503188,1.98,서울특별시,서초구,303313,,,
1015995,0.005847845,0.319,경기도,김포시,76946,1086,,1038167,0.001822449,0.094,서울특별시,서초구,303313,,,
1015996,0.001054711,0.035,경기도,김포시,76946,1086,,1038168,0.026462632,0.876,서울특별시,강남구,614213,,,
1015997,0.000669918,0.035,경기도,김포시,76946,1086,,1038169,0.027167105,0.876,서울특별시,강남구,614213,,,
1015998,0.017774357,0.922,경기도,김포시,76946,1086,,1038170,0.034036545,0.771,서울특별시,강남구,614213,,,
1015999,0.00072734,0.038,경기도,김포시,76946,1086,,1038171,0.028135183,0.771,서울특별시,강남구,614213,,,
1016000,0.001161364,0.04,경기도,김포시,76946,1086,,1038172,0.026207227,0.873,서울특별시,강남구,614213,,,
1016005,0.001215514,0.053,경기도,김포시,76946,1086,,1038173,0.026246675,0.873,서울특별시,강남구,614213,,,
1016006,0.006874826,0.261,경기도,김포시,76946,1086,,1038174,0.04165323,1.439,서울특별시,서초구,303313,,,
1016007,0.006101006,0.261,경기도,김포시,76946,1086,,1038175,0.049426211,1.439,서울특별시,서초구,303313,,,
1016014,0.008651717,0.332,경기도,고양시,249694,2197,,1038176,0.004214861,0.245,서울특별시,서초구,303313,,,
1016015,0.003061949,0.118,경기도,김포시,76946,1086,,1038177,0.004032593,0.295,서울특별시,서초구,303313,,,
1016016,0.027129253,1.152,경기도,김포시,76946,1086,,1038178,0.042751437,1.859,서울특별시,서초구,303313,,,
1016017,0.00766617,0.359,경기도,고양시,249694,2197,,1038179,0.000378429,0.009,서울특별시,서초구,303313,,,
1016018,0.00883767,0.358,경기도,고양시,249694,2197,,1038180,0.000266846,0.009,서울특별시,서초구,303313,,,
1016019,0.015151502,0.326,경기도,고양시,249694,2197,,1038181,0.005725441,0.161,서울특별시,서초구,303313,,,
1016027,0.002044342,0.123,경기도,김포시,76946,1086,,1038182,0.006170052,0.336,서울특별시,서초구,303313,,,
1016028,0.005716838,0.246,경기도,김포시,76946,1086,,1038183,0.008834746,0.336,서울특별시,서초구,303313,,,
1016029,0.00906328,0.39,경기도,김포시,76946,1086,,1038184,0.019308105,0.346,서울특별시,서초구,303313,,,
1016030,0.006169233,0.455,경기도,김포시,76946,1086,,1038185,0.016254925,0.346,서울특별시,서초구,303313,,,
1016031,0.006453381,0.245,경기도,김포시,76946,1086,,1038186,0.016377701,0.528,서울특별시,서초구,303313,,,
1016033,0.005601657,0.354,경기도,김포시,76946,1086,,1038187,0.031387808,0.528,서울특별시,서초구,303313,,,
1016034,0.000793204,0.036,경기도,고양시,249694,2197,,1038188,0.03086401,0.607,서울특별시,서초구,303313,,,
1016035,0.000507787,0.022,경기도,고양시,249694,2197,,1038189,0.029313125,0.607,서울특별시,서초구,303313,,,
1016036,0.000914112,0.033,경기도,고양시,249694,2197,,1038190,0.032857911,0.627,서울특별시,서초구,303313,,,
1016037,0.000972877,0.033,경기도,고양시,249694,2197,,1038191,0.026317861,0.627,서울특별시,서초구,303313,,,
1016038,0.00077646,0.04,경기도,고양시,249694,2197,,1038192,0.02277068,0.746,서울특별시,서초구,303313,,,
1016039,0.004029741,0.127,경기도,평택시,54090,1782,,1038193,0.003617843,0.172,서울특별시,서초구,303313,,,
1016040,0.001663229,0.049,경기도,평택시,54090,1782,,1038194,0.023294399,0.44,서울특별시,서초구,303313,,,
1016041,0.002187796,0.049,경기도,평택시,54090,1782,,1038195,0.02019632,0.44,서울특별시,서초구,303313,,,
1016042,0.019053123,0.966,경기도,평택시,54090,1782,,1038196,0.002746978,0.123,서울특별시,서초구,303313,,,
1016043,0.002762122,0.106,경기도,평택시,54090,1782,,1038197,0.007669281,0.123,서울특별시,서초구,303313,,,
1016044,0.001273622,0.048,경기도,평택시,54090,1782,,1038198,0.024731225,0.72,서울특별시,서초구,303313,,,
1016045,0.001636992,0.048,경기도,평택시,54090,1782,,1038199,0.031579529,0.525,서울특별시,강남구,614213,,,
1016046,0.002657707,0.136,경기도,평택시,54090,1782,,1038200,0.026007108,0.621,서울특별시,강남구,614213,,,
1016047,0.074320283,2.922,경기도,평택시,54090,1782,,1038201,0.022766742,0.621,서울특별시,강남구,614213,,,
1016048,0.071678958,2.922,경기도,화성시,106864,2632,,1038202,0.040932222,0.949,서울특별시,강남구,614213,,,
1016049,0.00195642,0.103,경기도,평택시,54090,1782,,1038203,0.029511621,0.949,서울특별시,강남구,614213,,,
1016050,0.001385191,0.098,경기도,평택시,54090,1782,,1038204,0.023090643,0.766,서울특별시,강남구,614213,,,
1016051,0.001667162,0.098,경기도,평택시,54090,1782,,1038205,0.023323829,0.766,서울특별시,강남구,614213,,,
1016052,0.004100863,0.13,경기도,평택시,54090,1782,,1038206,0.031453132,0.619,서울특별시,강남구,614213,,,
1016053,0.004296051,0.255,경기도,평택시,54090,1782,,1038207,0.031223219,0.619,서울특별시,강남구,614213,,,
1016054,0.003605562,0.255,경기도,평택시,54090,1782,,1038208,0.027083565,0.708,서울특별시,강남구,614213,,,
1016055,0.006577728,0.32,경기도,평택시,54090,1782,,1038209,0.03613167,0.707,서울특별시,강남구,614213,,,
1016056,0.00629176,0.32,경기도,평택시,54090,1782,,1038210,0.041110878,0.986,서울특별시,강남구,614213,,,
1016057,0.028921114,1.173,경기도,평택시,54090,1782,,1038211,0.03278589,0.986,서울특별시,강남구,614213,,,
1016058,0.004701418,0.356,경기도,평택시,54090,1782,,1038212,0.027251182,0.546,서울특별시,강남구,614213,,,
1016059,0.005069097,0.356,경기도,평택시,54090,1782,,1038213,0.01572481,0.546,서울특별시,강남구,614213,,,
1016060,0.028268518,0.609,경기도,평택시,54090,1782,,1038214,0.01682331,0.544,서울특별시,강남구,614213,,,
1016061,0.017736466,0.609,경기도,평택시,54090,1782,,1038215,0.017257417,0.544,서울특별시,강남구,614213,,,
1016062,0.003588027,0.116,경기도,평택시,54090,1782,,1038216,0.014600546,0.591,서울특별시,강남구,614213,,,
1016063,0.003454258,0.238,경기도,평택시,54090,1782,,1038217,0.021924839,0.716,서울특별시,강남구,614213,,,
1016064,0.003154388,0.238,경기도,평택시,54090,1782,,1038218,0.024063957,0.764,서울특별시,강남구,614213,,,
1016065,0.000938731,0.057,경기도,평택시,54090,1782,,1038219,0.02341652,0.764,서울특별시,강남구,614213,,,
1016066,0.000754852,0.057,경기도,평택시,54090,1782,,1038220,0.021221462,0.771,서울특별시,강남구,614213,,,
1016067,0.060090414,2.525,경기도,화성시,106864,2632,,1038221,0.036190377,0.771,서울특별시,강남구,614213,,,
1016068,0.059000288,2.525,경기도,화성시,106864,2632,,1038222,0.013287449,0.416,서울특별시,서초구,303313,,,
1016069,0.017871033,0.773,경기도,화성시,106864,2632,,1038223,0.010369945,0.47,서울특별시,서초구,303313,,,
1016070,0.018382578,0.773,경기도,화성시,106864,2632,,1038224,0.016221263,0.47,서울특별시,강남구,614213,,,
1016071,0.013859365,0.575,경기도,화성시,106864,2632,,1038225,0.000823754,0.025,서울특별시,서초구,303313,,,
1016072,0.013644975,0.575,경기도,화성시,106864,2632,,1038226,0.000681462,0.025,서울특별시,서초구,303313,,,
1016073,0.0050916,0.13,경기도,화성시,106864,2632,,1038227,0.008472745,0.465,서울특별시,강남구,614213,,,
1016074,0.006664436,0.205,경기도,화성시,106864,2632,,1038228,0.00222417,0.098,서울특별시,강남구,614213,,,
1016075,0.009151887,0.205,경기도,화성시,106864,2632,,1038229,0.001914828,0.098,서울특별시,강남구,614213,,,
1016076,0.011741202,0.263,경기도,화성시,106864,2632,,1038230,0.001379774,0.069,서울특별시,강남구,614213,,,
1016077,0.008549984,0.263,경기도,화성시,106864,2632,,1038231,0.001347893,0.069,서울특별시,강남구,614213,,,
1016078,0.003319478,0.122,경기도,화성시,106864,2632,,1038232,0.004052461,0.248,서울특별시,송파구,169502,,,
1016079,0.023969684,0.612,경기도,화성시,106864,2632,,1038233,0.005039542,0.237,서울특별시,송파구,169502,,,
1016080,0.012011981,0.612,경기도,화성시,106864,2632,,1038234,0.040750754,1.268,서울특별시,강남구,614213,,,
1016081,0.008185725,0.209,경기도,화성시,106864,2632,,1038235,0.031266272,1.268,서울특별시,송파구,169502,,,
1016082,0.006423077,0.209,경기도,화성시,106864,2632,,1038236,0.013727983,0.545,서울특별시,강남구,614213,,,
1016083,0.043450424,1.611,경기도,화성시,106864,2632,,1038237,0.044506558,0.545,서울특별시,강남구,614213,,,
1016084,0.037791126,1.611,경기도,화성시,106864,2632,,1038238,0.001871808,0.101,서울특별시,강남구,614213,,,
1016085,0.017577351,0.634,경기도,화성시,106864,2632,,1038239,0.007074055,0.101,서울특별시,강남구,614213,,,
1016086,0.002347519,0.18,경기도,화성시,106864,2632,,1038240,0.018933657,0.619,서울특별시,강남구,614213,,,
1016087,0.001444424,0.047,경기도,화성시,106864,2632,,1038241,0.024687981,0.619,서울특별시,강남구,614213,,,
1016088,0.001919664,0.043,경기도,화성시,106864,2632,,1038242,0.018137905,0.612,서울특별시,강남구,614213,,,
1016089,0.001397906,0.043,경기도,화성시,106864,2632,,1038243,0.005486871,0.303,서울특별시,강남구,614213,,,
1016090,0.067725637,7.039,경기도,평택시,54090,1782,,1038244,0.010041186,0.557,서울특별시,강남구,614213,,,
1016091,0.00888968,0.924,경기도,평택시,54090,1782,,1038245,0.007179763,0.557,서울특별시,강남구,614213,,,
1016092,0.00356137,0.297,경기도,평택시,54090,1782,,1038246,0.00855907,0.324,서울특별시,강남구,614213,,,
1016093,0.012068033,1.485,경기도,평택시,54090,1782,,1038247,0.021525329,0.478,서울특별시,강남구,614213,,,
1016094,0.02040077,1.577,경기도,평택시,54090,1782,,1038248,0.017103539,0.525,서울특별시,강남구,614213,,,
1016095,0.005893866,0.442,경기도,평택시,54090,1782,,1038249,0.009028074,0.507,서울특별시,송파구,169502,,,
1016096,0.008348311,0.574,경기도,평택시,54090,1782,,1038250,0.008452429,0.507,서울특별시,송파구,169502,,,
1016097,0.0434178,5.343,경기도,평택시,54090,1782,,1038251,0.00062031,0.037,서울특별시,송파구,169502,,,
1016098,0.015118947,0.775,경기도,평택시,54090,1782,,1038252,0.000801258,0.037,서울특별시,송파구,169502,,,
1016099,0.013464829,0.809,경기도,평택시,54090,1782,,1038253,0.003160662,0.138,서울특별시,송파구,169502,,,
1016100,0.004070158,0.446,경기도,평택시,54090,1782,,1038254,0.008605235,0.191,서울특별시,강남구,614213,,,
1016101,0.044626103,4.89,경기도,평택시,54090,1782,,1038255,0.005384803,0.294,서울특별시,강남구,614213,,,
1016102,0.01120836,0.509,경기도,평택시,54090,1782,,1038256,0.012503686,0.674,서울특별시,강남구,614213,,,
1016103,0.005686553,0.31,경기도,평택시,54090,1782,,1038257,0.040681453,1.347,서울특별시,송파구,169502,,,
1016104,0.002724834,0.162,경기도,평택시,54090,1782,,1038258,0.033408734,1.347,서울특별시,송파구,169502,,,
1016105,0.002698062,0.162,경기도,평택시,54090,1782,,1038259,0.018916589,0.545,서울특별시,송파구,169502,,,
1016106,0.012593629,0.671,경기도,평택시,54090,1782,,1038260,0.017651779,0.545,서울특별시,송파구,169502,,,
1016107,0.002579176,0.158,경기도,평택시,54090,1782,,1038261,0.008028249,0.317,서울특별시,송파구,169502,,,
1016108,0.004942369,0.158,경기도,평택시,54090,1782,,1038262,0.016013067,0.415,서울특별시,송파구,169502,,,
1016109,0.005390562,0.275,경기도,평택시,54090,1782,,1038263,0.014575163,0.471,서울특별시,송파구,169502,,,
1016110,0.003729599,0.405,경기도,평택시,54090,1782,,1038264,0.015559224,0.471,서울특별시,송파구,169502,,,
1016111,0.020109877,2.184,경기도,평택시,54090,1782,,1038265,0.003938395,0.228,서울특별시,강남구,614213,,,
1016112,0.012888973,0.699,경기도,평택시,54090,1782,,1038266,0.003932824,0.274,서울특별시,강남구,614213,,,
1016113,0.004105842,0.296,경기도,평택시,54090,1782,,1038267,0.040033963,1.384,서울특별시,강남구,614213,,,
1016114,0.01530102,0.727,경기도,평택시,54090,1782,,1038268,0.065903159,1.384,서울특별시,강남구,614213,,,
1016115,0.014036012,0.179,경기도,평택시,54090,1782,,1038269,0.01519847,0.714,서울특별시,강남구,614213,,,
1016116,0.041437355,1.925,경기도,평택시,54090,1782,,1038270,0.026377798,0.714,서울특별시,송파구,169502,,,
1016117,0.033705353,1.925,경기도,평택시,54090,1782,,1038271,0.001768767,0.123,서울특별시,강남구,614213,,,
1016118,0.003019721,0.14,경기도,평택시,54090,1782,,1038272,0.008820587,0.405,서울특별시,강남구,614213,,,
1016119,0.010842994,0.61,경기도,평택시,54090,1782,,1038273,0.005000588,0.405,서울특별시,강남구,614213,,,
1016120,0.035952503,2.349,경기도,평택시,54090,1782,,1038274,0.004579886,0.219,서울특별시,강남구,614213,,,
1016121,0.035213903,2.349,경기도,평택시,54090,1782,,1038275,0.001642065,0.112,서울특별시,강남구,614213,,,
1016122,0.035488417,1.802,경기도,화성시,106864,2632,,1038276,0.002756704,0.205,서울특별시,강남구,614213,,,
1016123,0.070577403,1.802,경기도,화성시,106864,2632,,1038277,0.002927139,0.205,서울특별시,강남구,614213,,,
1016124,0.013066171,1.003,경기도,평택시,54090,1782,,1038278,0.005560624,0.217,서울특별시,강남구,614213,,,
1016125,0.006833518,0.27,경기도,평택시,54090,1782,,1038279,0.007495352,0.397,서울특별시,강남구,614213,,,
1016126,0.011206885,0.577,경기도,평택시,54090,1782,,1038280,0.005298374,0.397,서울특별시,강남구,614213,,,
1016127,0.010738496,0.693,경기도,평택시,54090,1782,,1038281,0.001886177,0.133,서울특별시,강남구,614213,,,
1016128,0.00461136,0.303,경기도,평택시,54090,1782,,1038282,0.006489018,0.239,서울특별시,강남구,614213,,,
1016129,0.01265468,0.746,경기도,평택시,54090,1782,,1038283,0.004819985,0.259,서울특별시,강남구,614213,,,
