LinkID,유출인구,정류장수
1013416,76946,1086
1013417,76946,1086
1013418,76946,1086
1013419,76946,1086
1013420,76946,1086
1013421,76946,1086
1013422,76946,1086
1013423,76946,1086
1013424,76946,1086
1013425,76946,1086
1013426,76946,1086
1013427,76946,1086
1013428,76946,1086
1013429,76946,1086
1013430,76946,1086
1013431,76946,1086
1013432,76946,1086
1013433,76946,1086
1013434,76946,1086
1013435,76946,1086
1013436,106864,2632
1013437,106864,2632
1013438,106864,2632
1013439,106864,2632
1013440,106864,2632
1013441,106864,2632
1013442,106864,2632
1013443,106864,2632
1013444,106864,2632
1013445,106864,2632
1013446,106864,2632
1013447,106864,2632
1013448,106864,2632
1013449,106864,2632
1013450,106864,2632
1013451,106864,2632
1013452,106864,2632
1013453,106864,2632
1013454,106864,2632
1013455,106864,2632
1013456,106864,2632
1013457,106864,2632
1013458,106864,2632
1013459,106864,2632
1013460,54090,1782
1013461,106864,2632
1013462,106864,2632
1013463,106864,2632
1013464,106864,2632
1013465,106864,2632
1013466,106864,2632
1013467,106864,2632
1013468,106864,2632
1013469,106864,2632
1013470,106864,2632
1013471,106864,2632
1013472,106864,2632
1013473,106864,2632
1013474,106864,2632
1013475,106864,2632
1013476,106864,2632
1013477,106864,2632
1013478,106864,2632
1013479,106864,2632
1013480,106864,2632
1013481,106864,2632
1013482,106864,2632
1013483,106864,2632
1013484,106864,2632
1013485,106864,2632
1013486,106864,2632
1013487,106864,2632
1013488,106864,2632
1013489,106864,2632
1013490,106864,2632
1013491,106864,2632
1013492,106864,2632
1013493,106864,2632
1013494,106864,2632
1013495,106864,2632
1013496,106864,2632
1013497,106864,2632
1013498,106864,2632
1013499,106864,2632
1013500,106864,2632
1013501,106864,2632
1013502,106864,2632
1013503,106864,2632
1013504,106864,2632
1013505,106864,2632
1013506,106864,2632
1013507,106864,2632
1013508,106864,2632
1013509,106864,2632
1013510,106864,2632
1013511,106864,2632
1013512,106864,2632
1013513,106864,2632
1013514,106864,2632
1013515,106864,2632
1013516,106864,2632
1013517,106864,2632
1013518,106864,2632
1013519,106864,2632
1013520,106864,2632
1013521,106864,2632
1013522,106864,2632
1013523,106864,2632
1013524,106864,2632
1013525,106864,2632
1013526,106864,2632
1013527,106864,2632
1013528,106864,2632
1013529,106864,2632
1013530,106864,2632
1013531,106864,2632
1013532,106864,2632
1013533,106864,2632
1013534,106864,2632
1013535,106864,2632
1013536,106864,2632
1013537,106864,2632
1013538,106864,2632
1013539,106864,2632
1013540,106864,2632
1013541,106864,2632
1013542,106864,2632
1013543,106864,2632
1013544,106864,2632
1013545,106864,2632
1013546,106864,2632
1013547,106864,2632
1013548,106864,2632
1013549,106864,2632
1013550,106864,2632
1013551,106864,2632
1013552,106864,2632
1013553,106864,2632
1013554,106864,2632
1013555,106864,2632
1013556,106864,2632
1013557,106864,2632
1013558,106864,2632
1013559,106864,2632
1013560,106864,2632
1013561,106864,2632
1013562,106864,2632
1013563,106864,2632
1013564,106864,2632
1013565,106864,2632
1013566,106864,2632
1013567,106864,2632
1013568,106864,2632
1013569,106864,2632
1013570,106864,2632
1013571,106864,2632
1013572,106864,2632
1013573,106864,2632
1013574,106864,2632
1013575,106864,2632
1013576,106864,2632
1013577,106864,2632
1013578,106864,2632
1013579,106864,2632
1013580,106864,2632
1013581,106864,2632
1013582,106864,2632
1013583,106864,2632
1013584,106864,2632
1013585,106864,2632
1013586,106864,2632
1013587,106864,2632
1013588,106864,2632
1013589,106864,2632
1013590,106864,2632
1013591,106864,2632
1013592,106864,2632
1013593,106864,2632
1013594,106864,2632
1013595,106864,2632
1013596,106864,2632
1013597,106864,2632
1013598,106864,2632
1013599,106864,2632
1013600,106864,2632
1013601,106864,2632
1013602,106864,2632
1013603,106864,2632
1013604,106864,2632
1013605,106864,2632
1013606,106864,2632
1013607,106864,2632
1013608,106864,2632
1013609,106864,2632
1013610,106864,2632
1013611,106864,2632
1013612,106864,2632
1013613,106864,2632
1013614,106864,2632
1013615,106864,2632
1013616,106864,2632
1013617,106864,2632
1013618,106864,2632
1013619,106864,2632
1013620,106864,2632
1013621,106864,2632
1013622,106864,2632
1013623,106864,2632
1013624,106864,2632
1013625,106864,2632
1013626,106864,2632
1013627,106864,2632
1013628,106864,2632
1013629,106864,2632
1013630,106864,2632
1013631,106864,2632
1013632,106864,2632
1013633,106864,2632
1013634,106864,2632
1013635,106864,2632
1013636,106864,2632
1013637,106864,2632
1013638,106864,2632
1013639,106864,2632
1013640,106864,2632
1013641,106864,2632
1013642,106864,2632
1013643,106864,2632
1013644,106864,2632
1013645,106864,2632
1013646,106864,2632
1013647,106864,2632
1013648,106864,2632
1013649,106864,2632
1013650,106864,2632
1013651,106864,2632
1013652,106864,2632
1013653,106864,2632
1013654,106864,2632
1013655,106864,2632
1013656,106864,2632
1013657,106864,2632
1013658,106864,2632
1013659,106864,2632
1013660,106864,2632
1013661,106864,2632
1013662,106864,2632
1013663,106864,2632
1013688,89081,960
1013689,89081,960
1013884,89081,960
1013999,89081,960
1014084,89081,960
1014085,89081,960
1014086,89081,960
1014087,89081,960
1014088,89081,960
1014089,89081,960
1014090,89081,960
1014091,89081,960
1014092,89081,960
1014093,89081,960
1014094,89081,960
1014095,89081,960
1014099,89081,960
1014100,89081,960
1014101,89081,960
1014102,89081,960
1014103,89081,960
1014104,89081,960
1014105,89081,960
1014106,89081,960
1014107,89081,960
1014116,89081,960
1014117,89081,960
1014118,89081,960
1014119,89081,960
1014120,89081,960
1014121,89081,960
1014122,89081,960
1014123,89081,960
1014140,89081,960
1014141,89081,960
1014143,89081,960
1014144,89081,960
1014150,89081,960
1014153,89081,960
1014154,89081,960
1014155,89081,960
1014156,89081,960
1014157,89081,960
1014158,89081,960
1014159,89081,960
1014164,89081,960
1014165,89081,960
1014166,89081,960
1014167,89081,960
1014168,89081,960
1014169,89081,960
1014170,89081,960
1014171,89081,960
1014172,89081,960
1014173,89081,960
1014174,89081,960
1014176,89081,960
1014177,89081,960
1014178,89081,960
1014179,89081,960
1014180,89081,960
1014181,89081,960
1014182,89081,960
1014183,89081,960
1014185,89081,960
1014186,89081,960
1014187,89081,960
1014188,89081,960
1014202,89081,960
1014203,89081,960
1014204,89081,960
1014205,89081,960
1014206,89081,960
1014207,89081,960
1014208,89081,960
1014209,89081,960
1014210,89081,960
1014211,89081,960
1014212,89081,960
1014213,89081,960
1014214,89081,960
1014215,89081,960
1014216,109992,443
1014217,89081,960
1014218,89081,960
1014219,89081,960
1014220,89081,960
1014221,89081,960
1014222,89081,960
1014223,89081,960
1014224,89081,960
1014225,89081,960
1014226,89081,960
1014227,89081,960
1014228,89081,960
1014229,89081,960
1014230,89081,960
1014231,89081,960
1014232,89081,960
1014233,89081,960
1014234,89081,960
1014235,89081,960
1014236,89081,960
1014237,89081,960
1014238,89081,960
1014239,89081,960
1014240,89081,960
1014241,89081,960
1014242,89081,960
1014243,89081,960
1014244,89081,960
1014245,89081,960
1014246,89081,960
1014247,89081,960
1014248,89081,960
1014249,89081,960
1014250,89081,960
1014251,89081,960
1014252,89081,960
1014255,89081,960
1014256,89081,960
1014257,89081,960
1014258,89081,960
1014259,89081,960
1014260,89081,960
1014261,89081,960
1014262,89081,960
1014263,89081,960
1014264,89081,960
1014265,89081,960
1014266,89081,960
1014267,89081,960
1014268,89081,960
1014269,89081,960
1014270,89081,960
1014271,89081,960
1014272,89081,960
1014273,89081,960
1014274,89081,960
1014275,89081,960
1014276,89081,960
1014277,89081,960
1014278,89081,960
1014279,89081,960
1014280,89081,960
1014281,89081,960
1014282,89081,960
1014283,89081,960
1014284,89081,960
1014285,89081,960
1014286,89081,960
1014287,89081,960
1014288,89081,960
1014289,89081,960
1014290,89081,960
1014291,89081,960
1014292,89081,960
1014293,89081,960
1014294,89081,960
1014295,89081,960
1014296,89081,960
1014297,89081,960
1014298,89081,960
1014299,89081,960
1014300,89081,960
1014301,89081,960
1014302,89081,960
1014303,89081,960
1014304,89081,960
1014305,89081,960
1014306,89081,960
1014307,89081,960
1014308,89081,960
1014309,89081,960
1014310,89081,960
1014311,89081,960
1014312,89081,960
1014313,89081,960
1014314,89081,960
1014315,89081,960
1014316,89081,960
1014317,89081,960
1014318,89081,960
1014319,89081,960
1014320,89081,960
1014321,89081,960
1014322,89081,960
1014323,89081,960
1014324,89081,960
1014325,89081,960
1014326,89081,960
1014327,89081,960
1014328,89081,960
1014329,89081,960
1014330,89081,960
1014331,89081,960
1014332,89081,960
1014333,89081,960
1014334,89081,960
1014335,89081,960
1014336,89081,960
1014337,89081,960
1014340,89081,960
1014341,89081,960
1014342,89081,960
1014343,89081,960
1014344,89081,960
1014345,89081,960
1014346,89081,960
1014347,89081,960
1014348,89081,960
1014349,89081,960
1014350,89081,960
1014351,89081,960
1014352,89081,960
1014353,89081,960
1014354,89081,960
1014355,89081,960
1014356,89081,960
1014357,89081,960
1014363,89081,960
1014364,89081,960
1014365,89081,960
1014366,226983,1162
1014367,226983,1162
1014368,226983,1162
1014369,226983,1162
1014370,226983,1162
1014371,226983,1162
1014372,226983,1162
1014373,226983,1162
1014374,226983,1162
1014375,226983,1162
1014376,226983,1162
1014377,226983,1162
1014378,226983,1162
1014379,226983,1162
1014380,226983,1162
1014381,226983,1162
1014382,226983,1162
1014383,226983,1162
1014384,226983,1162
1014385,226983,1162
1014387,226983,1162
1014388,226983,1162
1014389,226983,1162
1014390,226983,1162
1014391,226983,1162
1014392,226983,1162
1014393,226983,1162
1014394,226983,1162
1014395,226983,1162
1014396,226983,1162
1014397,226983,1162
1014398,226983,1162
1014399,226983,1162
1014400,226983,1162
1014401,226983,1162
1014402,226983,1162
1014403,226983,1162
1014404,226983,1162
1014405,226983,1162
1014406,226983,1162
1014407,226983,1162
1014418,226983,1162
1014419,226983,1162
1014420,226983,1162
1014421,226983,1162
1014422,226983,1162
1014423,226983,1162
1014424,226983,1162
1014425,226983,1162
1014426,226983,1162
1014427,226983,1162
1014428,89081,960
1014429,226983,1162
1014430,226983,1162
1014431,226983,1162
1014432,226983,1162
1014433,226983,1162
1014434,226983,1162
1014435,226983,1162
1014436,226983,1162
1014437,226983,1162
1014438,226983,1162
1014439,226983,1162
1014440,226983,1162
1014441,226983,1162
1014481,109992,443
1014488,109992,443
1014500,109992,443
1014501,109992,443
1014507,109992,443
1014512,109992,443
1014513,109992,443
1014514,109992,443
1014515,89081,960
1014516,109992,443
1014517,109992,443
1014518,109992,443
1014519,89081,960
1014520,109992,443
1014521,109992,443
1014522,109992,443
1014523,109992,443
1014524,109992,443
1014525,89081,960
1014526,89081,960
1014527,89081,960
1014528,89081,960
1014529,89081,960
1014533,89081,960
1014536,89081,960
1014537,89081,960
1014538,89081,960
1014539,89081,960
1014540,89081,960
1014541,89081,960
1014542,89081,960
1014543,89081,960
1014544,89081,960
1014545,89081,960
1014546,89081,960
1014547,89081,960
1014548,89081,960
1014549,89081,960
1014550,89081,960
1014551,89081,960
1014552,89081,960
1014553,89081,960
1014556,226983,1162
1014557,226983,1162
1014559,226983,1162
1014560,226983,1162
1014561,226983,1162
1014562,226983,1162
1014569,109992,443
1014570,109992,443
1014571,89081,960
1014572,89081,960
1014573,89081,960
1014574,89081,960
1014575,89081,960
1014576,89081,960
1014577,89081,960
1014578,226983,1162
1014579,226983,1162
1014586,109992,443
1014587,109992,443
1014588,226983,1162
1014589,226983,1162
1014590,109992,443
1014591,109992,443
1014592,109992,443
1014593,109992,443
1014594,109992,443
1014609,89081,960
1014610,89081,960
1014611,89081,960
1014612,89081,960
1014613,89081,960
1014614,89081,960
1014615,89081,960
1014616,89081,960
1014617,89081,960
1014618,89081,960
1014619,89081,960
1014620,89081,960
1014621,89081,960
1014622,89081,960
1014623,89081,960
1014624,89081,960
1014625,89081,960
1014626,89081,960
1014627,89081,960
1014628,89081,960
1014629,89081,960
1014630,89081,960
1014631,89081,960
1014632,89081,960
1014633,89081,960
1014634,89081,960
1014635,89081,960
1014636,89081,960
1014637,89081,960
1014638,89081,960
1014639,89081,960
1014640,89081,960
1014641,89081,960
1014642,89081,960
1014643,89081,960
1014644,89081,960
1014645,89081,960
1014646,89081,960
1014647,89081,960
1014648,89081,960
1014649,89081,960
1014650,89081,960
1014651,89081,960
1014652,89081,960
1014653,89081,960
1014657,89081,960
1014658,89081,960
1014659,89081,960
1014660,89081,960
1014661,89081,960
1014662,89081,960
1014663,89081,960
1014664,89081,960
1014665,89081,960
1014666,89081,960
1014667,89081,960
1014668,89081,960
1014669,89081,960
1014670,89081,960
1014671,89081,960
1014672,89081,960
1014673,89081,960
1014674,89081,960
1014675,89081,960
1014676,89081,960
1014677,89081,960
1014678,89081,960
1014679,89081,960
1014681,226983,1162
1014682,226983,1162
1014683,226983,1162
1014684,109992,443
1014685,109992,443
1014686,109992,443
1014687,109992,443
1014688,109992,443
1014689,109992,443
1014690,109992,443
1014691,109992,443
1014692,109992,443
1014693,109992,443
1014694,109992,443
1014695,109992,443
1014696,109992,443
1014697,109992,443
1014698,109992,443
1014699,109992,443
1014700,109992,443
1014702,109992,443
1014703,109992,443
1014704,109992,443
1014705,109992,443
1014706,109992,443
1014707,109992,443
1014708,89081,960
1014718,109992,443
1014719,109992,443
1014720,109992,443
1014721,109992,443
1014722,109992,443
1014723,226983,1162
1014724,226983,1162
1014725,226983,1162
1014726,226983,1162
1014727,226983,1162
1014728,89081,960
1014729,89081,960
1014730,109992,443
1014731,109992,443
1014732,109992,443
1014733,109992,443
1014734,109992,443
1014735,109992,443
1014739,226983,1162
1014740,226983,1162
1014741,109992,443
1014742,109992,443
1014743,109992,443
1014744,109992,443
1014749,109992,443
1014750,109992,443
1014751,109992,443
1014752,109992,443
1014753,89081,960
1014754,226983,1162
1014771,226983,1162
1014772,226983,1162
1014773,109992,443
1014774,109992,443
1014775,109992,443
1014776,109992,443
1014777,109992,443
1014778,109992,443
1014779,109992,443
1014780,109992,443
1014781,109992,443
1014782,109992,443
1014783,109992,443
1014784,226983,1162
1014787,226983,1162
1014790,89081,960
1014792,89081,960
1014793,89081,960
1014794,89081,960
1014795,89081,960
1014796,89081,960
1014797,89081,960
1014798,89081,960
1014799,89081,960
1014800,89081,960
1014801,89081,960
1014802,89081,960
1014803,109992,443
1014804,109992,443
1014805,109992,443
1014806,109992,443
1014807,109992,443
1014808,109992,443
1014809,76946,1086
1014810,76946,1086
1014811,76946,1086
1014812,76946,1086
1014813,76946,1086
1014814,76946,1086
1014815,76946,1086
1014903,226983,1162
1014905,226983,1162
1014906,226983,1162
1014907,226983,1162
1014910,226983,1162
1014911,226983,1162
1014912,226983,1162
1014913,226983,1162
1014914,226983,1162
1014915,226983,1162
1014916,226983,1162
1014917,226983,1162
1014918,226983,1162
1014919,226983,1162
1014920,226983,1162
1014921,226983,1162
1014922,226983,1162
1014923,226983,1162
1014929,226983,1162
1014930,226983,1162
1014931,226983,1162
1014932,226983,1162
1014933,226983,1162
1014934,226983,1162
1014935,226983,1162
1014936,226983,1162
1014937,226983,1162
1014938,226983,1162
1014939,226983,1162
1014940,226983,1162
1014941,226983,1162
1014942,226983,1162
1014943,226983,1162
1014945,226983,1162
1014946,226983,1162
1014947,226983,1162
1014949,226983,1162
1014950,226983,1162
1014951,226983,1162
1014952,226983,1162
1014953,226983,1162
1014954,226983,1162
1014955,226983,1162
1014956,226983,1162
1014999,226983,1162
1015000,226983,1162
1015001,226983,1162
1015002,226983,1162
1015003,226983,1162
1015004,226983,1162
1015005,226983,1162
1015006,226983,1162
1015007,226983,1162
1015008,226983,1162
1015009,226983,1162
1015010,226983,1162
1015011,226983,1162
1015012,226983,1162
1015013,226983,1162
1015014,226983,1162
1015015,226983,1162
1015016,226983,1162
1015017,226983,1162
1015018,226983,1162
1015019,226983,1162
1015020,226983,1162
1015021,226983,1162
1015022,226983,1162
1015023,226983,1162
1015024,226983,1162
1015025,226983,1162
1015026,226983,1162
1015027,226983,1162
1015028,226983,1162
1015029,226983,1162
1015030,226983,1162
1015031,226983,1162
1015032,226983,1162
1015033,226983,1162
1015034,226983,1162
1015035,226983,1162
1015036,226983,1162
1015041,226983,1162
1015042,226983,1162
1015043,226983,1162
1015044,226983,1162
1015045,226983,1162
1015046,226983,1162
1015047,226983,1162
1015048,226983,1162
1015049,226983,1162
1015050,226983,1162
1015051,226983,1162
1015052,226983,1162
1015053,226983,1162
1015054,226983,1162
1015055,226983,1162
1015056,226983,1162
1015057,226983,1162
1015058,226983,1162
1015059,226983,1162
1015065,226983,1162
1015066,226983,1162
1015067,226983,1162
1015077,226983,1162
1015078,226983,1162
1015079,226983,1162
1015080,226983,1162
1015081,226983,1162
1015084,76946,1086
1015099,76946,1086
1015107,226983,1162
1015108,226983,1162
1015109,226983,1162
1015116,76946,1086
1015132,226983,1162
1015133,226983,1162
1015136,226983,1162
1015137,226983,1162
1015138,226983,1162
1015139,226983,1162
1015140,226983,1162
1015141,226983,1162
1015142,226983,1162
1015143,226983,1162
1015145,226983,1162
1015146,226983,1162
1015155,226983,1162
1015184,226983,1162
1015185,226983,1162
1015258,226983,1162
1015259,226983,1162
1015266,226983,1162
1015267,226983,1162
1015268,226983,1162
1015269,226983,1162
1015270,226983,1162
1015271,226983,1162
1015272,226983,1162
1015275,226983,1162
1015276,226983,1162
1015277,226983,1162
1015278,226983,1162
1015279,226983,1162
1015280,226983,1162
1015281,226983,1162
1015282,226983,1162
1015283,226983,1162
1015284,226983,1162
1015285,226983,1162
1015286,226983,1162
1015287,226983,1162
1015288,226983,1162
1015289,226983,1162
1015290,226983,1162
1015291,226983,1162
1015302,226983,1162
1015303,226983,1162
1015312,76946,1086
1015313,76946,1086
1015319,226983,1162
1015320,226983,1162
1015321,226983,1162
1015322,226983,1162
1015337,226983,1162
1015341,226983,1162
1015344,226983,1162
1015347,226983,1162
1015349,226983,1162
1015353,76946,1086
1015354,76946,1086
1015376,226983,1162
1015377,226983,1162
1015378,226983,1162
1015379,226983,1162
1015380,226983,1162
1015385,76946,1086
1015386,76946,1086
1015387,76946,1086
1015388,76946,1086
1015389,76946,1086
1015390,76946,1086
1015391,76946,1086
1015392,76946,1086
1015393,76946,1086
1015394,76946,1086
1015395,76946,1086
1015396,76946,1086
1015399,76946,1086
