LinkID,1인가구수,면적당지하철,광역버스,출근급행,남경제,남비경제,여경제,여비경제
1036402,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036403,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036404,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036405,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036406,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036407,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036408,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036409,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036410,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036411,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036412,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036413,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036414,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036415,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036416,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036417,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036418,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036419,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036420,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036421,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036428,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036429,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036430,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036431,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036432,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036433,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036434,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036435,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
1036436,33728,0.084799661,0,3,0.376940774,0.127299235,0.320520571,0.17523942
