LinkID,통과시간,연장
1011935,0.00645804631540353,0.13
1011936,0.008546269850514314,0.354
1011937,0.008543645947654359,0.232
1011938,0.005783169434276846,0.265
1011939,0.021683476600750533,0.575
1011940,0.014326485904294733,0.4370000000000001
1011941,0.017176800454388512,0.4370000000000001
1011942,0.025046368693236717,0.636
1011943,0.03479053071732596,0.636
1011944,0.020332550889097474,0.636
1011945,0.02950009388198921,0.636
1011946,0.008607392928856372,0.197
1011947,0.007911569208591812,0.197
1011948,0.0016649505970210302,0.056
1011949,0.06009155725911534,1.581
1011950,0.016398814322611397,0.334
1011951,0.02349356517003403,0.758
1011952,0.01478419360288076,0.618
1011953,0.009236764726685949,0.26
1011954,0.014850959879442332,0.518
1011955,0.01831934708162821,0.623
1011956,0.014187437495142485,0.534
1011957,0.014443153549812817,0.522
1011958,0.0032171034198049805,0.174
1011959,0.001909851224395557,0.091
1011960,0.002330458317008193,0.091
1011961,0.011377611629579168,0.5329999999999999
1011962,0.01585952168576703,0.5329999999999999
1011963,0.009677731491502396,0.441
1011964,0.012257334658596158,0.441
1011965,0.013430543678085476,0.413
1011966,0.008688725989192025,0.413
1011967,0.018955764031340666,0.618
1011968,0.02052284455345426,0.618
1011969,0.02741610788149849,0.512
1011970,0.05075445297422945,0.512
1011971,0.01377413111857459,0.64
1011972,0.018471388780273046,0.64
1011973,0.018698427518802692,0.578
1011974,0.01698989535891758,0.636
1011975,0.024737317486904442,0.636
1011976,0.014555788792112404,0.419
1011977,0.010937427204203386,0.534
1011978,0.0193314376847799,0.5760000000000001
1011979,0.015066396611532366,0.53
1011980,0.010787333136139941,0.535
1011981,0.01313189313651575,0.6829999999999999
1011982,0.025752594266247424,0.6829999999999999
1011983,0.005049395892428289,0.29
1011984,0.013347144267350492,0.279
1011985,0.0013381105274266752,0.022
1011986,0.0006373700154704959,0.022
1011987,0.0010546180601959416,0.065
1011988,0.022869625702731874,1.285
1011989,0.054851607073510375,1.285
1011990,0.00894083174083,0.301
1011991,0.02116037424837812,0.301
1011992,0.017989805009734856,0.638
1011993,0.02147122032045788,0.6609999999999999
1011994,0.02488401031016816,0.6609999999999999
1011995,0.04415560252697212,1.307
1011996,0.04589959245069321,1.307
1011997,0.012620840656715027,0.287
1011998,0.011056453740800573,0.287
1011999,0.01096559875112107,0.638
1012000,0.009030038895974708,0.34600000000000003
1012001,0.011524036257755624,0.34600000000000003
1012002,0.009737727213281453,0.613
1012009,0.00178013779563049,0.05
1012010,0.0004980898414569016,0.021
1012011,0.0008976773166869104,0.052000000000000005
1012012,0.006737821660530043,0.29100000000000004
1012013,0.0010730987825262935,0.022
1012014,0.003216141082079203,0.065
1012020,0.006182189357871588,0.274
1012021,0.008851450576367008,0.28800000000000003
1012022,0.01255751918597374,0.28800000000000003
1012023,0.013820084740971243,0.428
1012024,0.026164250680138293,0.428
1012025,0.03353806626898208,0.777
1012026,0.012713248966594013,0.777
1012081,0.005271120129089203,0.285
1012082,0.017355985146471537,1.359
1012108,0.04697891580411827,4.144
1012109,0.003640594574073735,0.059
1012110,0.0015285114160348947,0.059
1012111,0.008752808745484612,0.425
1012112,0.0013206316948259893,0.046
1012113,0.0028593852739834365,0.046
1012114,0.005608502800795575,0.341
1012115,0.028863239015812094,0.368
1012116,0.008901860806820906,0.7140000000000001
1012117,0.04185430456944661,0.7140000000000001
1012118,0.009947662242137004,0.373
1012119,0.020481072456904795,1.269
1012120,0.011567777701021353,0.506
1012121,0.01570915522971382,0.748
1012122,0.018729633635097224,0.6970000000000001
1012123,0.002885593859355518,0.273
1012125,0.026440451431486944,0.581
1012126,0.016311708797206927,0.35200000000000004
1012127,0.004981559586558656,0.436
1012128,0.10986771955031477,7.542000000000002
1012132,0.013841021944152888,1.443
1012133,0.005150234367010318,0.23
1012134,0.013380864207929421,0.28800000000000003
1012135,0.007016920118564404,0.28800000000000003
1012136,0.006328690226250458,0.446
1012137,0.007337785018634196,0.416
1012301,0.01498098289153084,0.391
1012305,0.009687267824892234,0.329
1012628,0.005494888198105456,0.39
1012629,0.013183072792800347,0.732
1012630,0.014249768921747414,0.998
1012639,0.04144327503775398,0.836
1012640,0.01845489520646027,0.609
1012641,0.022501446600590218,1.547
1012691,0.02079711076042093,0.564
1012692,0.022824819738939482,0.564
1012693,0.014395727464356798,0.482
1012694,0.012904314164683463,0.482
1012719,0.0017588145931158252,0.058
1012720,0.0012512056537492661,0.058
1012721,0.004431978913761584,0.108
1012722,0.0027853191923156266,0.108
1012723,0.03202417905412026,0.763
1012765,0.011770604502486792,0.324
1012778,0.048939672281141475,2.303
1012929,0.005472113067624037,0.387
1012961,0.0076475447945637196,0.277
1012963,0.04693570970949182,0.6729999999999999
1012964,0.04180302182780687,0.826
1013009,0.017942784359245414,0.711
1013010,0.011901559418107228,0.711
1013014,0.008050006551703657,0.139
1013015,0.0011664903086082133,0.054000000000000006
1013016,0.0011621687136771672,0.025
1013017,0.00685911022553911,0.318
1013023,0.055210813062650445,1.262
1013087,0.030022503279331304,0.317
1013122,0.05950837724030709,2.064
1013171,0.040809415988719955,2.097
1013172,0.03949837858483379,2.097
1013173,0.024196795186381063,0.738
1013174,0.022819247286067018,1.017
1013175,0.0013412137862361241,0.059
1013176,0.0014143100577413772,0.059
1013177,0.006193713627108111,0.271
1013178,0.005543620701055809,0.271
1013179,0.03420392189858061,1.699
1013180,0.033385298936831495,1.699
1013181,0.0010467207181269942,0.065
1013182,0.002812036854323226,0.256
1013183,0.0023160569343660285,0.21600000000000005
1013184,0.00043770187852715096,0.026
1013185,0.0030633670238928105,0.181
1013186,0.0038004013765841637,0.236
1013187,0.006727809604369589,0.404
1013188,0.0031882532604864053,0.183
1013189,0.05432809855467358,4.438
1013190,0.005327200032159203,0.253
1013191,0.00046872093533059704,0.027000000000000003
1013192,0.00045912515887916547,0.027000000000000003
1013193,0.008115021829835544,0.424
1013194,0.0025668962946731465,0.219
1013195,0.0027680792785634667,0.219
1013200,0.01122698490682451,0.314
1013201,0.003546425060993736,0.314
1013205,0.008270025306499403,0.426
1013206,0.0005537051841243637,0.045
1013207,0.0006240898413655475,0.045
1013208,0.000889134849180633,0.064
1013209,0.0010789275094539785,0.067
1013210,0.023654161125381143,0.348
1013211,0.006100662999650574,0.348
1013212,0.042972932482619686,2.095
1013213,0.01654715241973634,0.53
1013214,0.004479720352470876,0.382
1013215,0.004400556277517037,0.382
1013216,0.0051899547033756425,0.325
1013217,0.0012334303043816282,0.07200000000000001
1013218,0.0011648700997460917,0.07200000000000001
1013219,0.02606225897426987,1.294
1013220,0.02579230440017912,1.294
1013221,0.003394556864278645,0.234
1013222,0.0049355441020255365,0.255
1013223,0.046002514067811064,4.189
1013224,0.04315736198553768,4.189
1013225,0.002273016232004314,0.194
1013226,0.0023572784013294514,0.194
1013227,0.005411242981288777,0.338
1013228,0.005264514405064965,0.338
1013229,0.002918194702434546,0.17
1013230,0.002275646309259711,0.17
1013231,0.002409104406910165,0.16
1013232,0.0028347708608864406,0.16
1013233,0.004581852598137592,0.198
1013234,0.002128969620210758,0.173
1013235,0.002359571954631105,0.173
1013236,0.0077580957466674965,0.326
1013237,0.00019499062454819861,0.015
1013238,0.00023687033467249916,0.015
1013239,0.0011708105530301664,0.078
1013240,0.0011273008525618231,0.078
1013247,0.006312187692560624,0.4970000000000001
1013248,0.0006542029005777411,0.028
1013249,0.018312381115924904,1.6369999999999998
1013250,0.01246879497659622,0.997
1013251,0.01144001967813885,1.022
1013252,0.005984212180811568,0.443
1013253,0.012014707868499702,0.943
1013254,0.010647753081581932,0.8859999999999999
1013255,0.0010542946731600753,0.093
1013256,0.0042773551777416895,0.093
1013257,,0.366
1013258,0.038910134197521165,0.846
1013259,0.009590680575198105,0.846
1013260,0.014579802057463606,0.317
1013261,0.022129682410086553,2.109
1013262,0.021592528973794295,2.109
1013263,0.0008242695563764888,0.076
1013264,0.0008615741415071585,0.076
1013265,0.00572213125607523,0.268
1013266,0.0043686033529316695,0.435
1013267,0.001989724029342792,0.185
1013268,0.015144491623496455,1.508
1013269,0.0034040598931191664,0.327
1013270,0.00292520131488222,0.281
1013271,0.003012592984822764,0.17800000000000002
1013272,0.0037196553331653955,0.22
1013273,,0.636
1013274,0.018946232436077258,1.751
1013275,0.00525139426829473,0.21600000000000005
1013276,0.0058835065413302065,0.242
1013277,0.0032405197073796252,0.18600000000000005
1013278,0.0004703980220389778,0.027000000000000003
1013279,0.0022099201960238085,0.179
1013280,0.0029425305342735152,0.293
1013281,0.005525507948295621,0.281
1013282,0.0006001943127767523,0.049
1013283,0.0004920955501003491,0.049
1013284,0.001430951397900081,0.103
1013285,0.01566700348362185,1.505
1013286,0.000672865344014763,0.067
1013287,0.004058467666573194,0.358
1013288,0.0022735012470953466,0.08800000000000001
1013289,0.0068721742241745695,0.266
1013290,0.008920061155839541,0.248
1013291,0.003177734697644632,0.123
1013292,0.034623917252280624,1.135
1013293,0.016715401214439648,0.647
1013294,0.0017911672941859347,0.158
1013295,0.006176301292075808,0.615
1013296,0.001744190881831005,0.146
1013297,0.0013845258892503031,0.133
1013298,0.0008525629676607548,0.033
1013299,0.000822592269583914,0.033
1013300,0.0006235076024064964,0.055
1013301,0.030469377450328475,1.24
1013302,0.02986038661086067,1.24
1013303,0.0009676675440295303,0.081
1013304,0.010127144828750495,0.4
1013305,0.012940722284118671,0.4
1013306,0.00790179510958031,0.221
1013307,0.005313935570181394,0.221
1013308,0.04422859977624817,1.237
1013309,0.017605587391587067,1.5530000000000002
1013310,0.07142723216164348,1.5530000000000002
1013311,0.00795725436483371,0.308
1013312,0.0012714084902252327,0.071
1013313,0.0008535440928371966,0.071
1013314,0.0007194253039890619,0.039
1013315,0.0004688481636711362,0.039
1013316,0.001110244033717809,0.062
1013317,0.08413133432219952,2.293
1013318,0.08413133432219952,2.293
1013319,0.0072763104668709284,0.316
1013320,0.0035358498614476977,0.32
1013321,0.02509437974496868,2.359
1013322,0.005574761231408909,0.57
1013323,0.00316805084350085,0.28600000000000003
1013324,0.023922781856023846,2.366
1013325,0.0009874288252676444,0.068
1013326,0.005111081881052363,0.35200000000000004
1013327,0.0009293447767224885,0.064
1013328,0.0007986556674958888,0.055
1013329,0.006381453590224257,0.265
1013330,0.0017097479430412158,0.071
1013331,0.0009343146117911491,0.071
1013332,0.000890995406936972,0.037000000000000005
1013333,,0.037000000000000005
1013334,0.0035880625846921293,0.149
1013335,0.003687730095206236,0.149
1013336,0.0028670545186121376,0.067
1013337,0.001594873979532349,0.067
1013338,0.01376501405165646,0.731
1013339,0.009899730006818097,0.481
1013340,0.0012691219836750305,0.07200000000000001
1013341,0.0014610253463628532,0.054000000000000006
1013342,0.0015837782685912004,0.054000000000000006
1013344,0.0030407451009399813,0.055
1013345,0.012322291481100374,1.025
1013346,0.01409034499604659,0.586
1013347,0.02095227119553874,0.586
1013348,0.002885219468745454,0.24
1013349,0.016089628051181627,0.45
1013350,0.019417320146992795,1.655
1013351,0.007238613796295558,0.491
1013352,0.02074442392193283,1.846
1013353,0.05583713343213882,5.292999999999998
1013354,0.02002126258750461,1.227
1013355,0.009200643267585063,0.825
1013356,0.010170398627327725,0.846
1013357,0.002969371703250529,0.247
1013358,0.003462263362494545,0.28800000000000003
1013359,0.061891720170348,2.574
1013360,0.09339135215485869,2.612
1013361,,0.022
1013362,,0.022
1013363,,1.019
1013364,,1.019
1013365,0.005587034492257362,0.312
1013366,,0.039
1013367,0.0004688481636711362,0.039
1013368,0.005693422232319927,0.32299999999999995
1013369,0.0030407451009399813,0.055
1013370,0.001946500102282019,0.058
1013371,0.13490682425885453,6.968
1013372,0.14223290651575762,6.968
1013373,0.0028933267718493447,0.258
1013374,0.008410819291729293,0.7490000000000001
1013375,0.0002644784513016667,0.022
1013376,,0.023
1013377,0.01302096168790971,0.504
1013378,0.005466208637023031,0.504
1013379,0.0057095883591826305,0.221
1013380,0.00244868440217824,0.21600000000000005
1013381,0.0023426608444384427,0.21600000000000005
1013382,,0.335
1013383,0.002184673743767302,0.122
1013384,0.0007879151207029612,0.044
1013385,,0.027000000000000003
1013386,0.0007009785013226758,0.038
1013387,0.0021767227146335722,0.118
1013388,0.005770789759473007,0.24
1013389,0.008581134960630201,0.24
1013390,0.004495332011302162,0.174
1013391,0.0021443250398740224,0.083
1013392,,0.035
1013393,0.0057095883591826305,0.221
1013394,0.005498203403039103,0.485
1013395,,0.045
1013396,0.0006975515189951631,0.027000000000000003
1013397,,0.221
1013398,,0.041
1013399,0.0012917620722132648,0.05
1013400,0.0027409584953081816,0.228
1013401,,0.05
1013402,0.0010330209493176273,0.056
1013403,0.0007492220018836935,0.029
1013404,0.009042334505492852,0.35
1013405,,0.034
1013406,0.0005942105532181017,0.023
1013407,0.003026845997136991,0.267
1013408,,0.039
1013409,0.0013211330390287105,0.053
1013410,0.006824574120885649,0.602
1013411,0.00906816974693712,0.35100000000000003
1013412,,0.039
1013413,0.0007492220018836935,0.029
1013414,0.014981150121816132,0.601
1013415,,0.042
1013416,0.0004534600744774518,0.04
1013417,,0.414
1013418,0.009290599418320656,0.202
1013419,0.003621472891209803,0.15
1013420,0.0035946015180574357,0.147
1013421,,0.407
1013422,0.0005781615949587511,0.051
1013423,0.004149159681468684,0.366
1013424,0.014947746588882246,0.325
1013425,,0.035
1013426,0.0008008924847722252,0.031
1013427,0.004340320562636569,0.168
1013428,,0.035
1013429,0.00785391339905665,0.304
1013430,0.004236979596859508,0.16399999999999998
1013431,0.002723987670996731,0.207
1013432,0.005086420267917738,0.207
1013433,0.00010202851675742668,0.009000000000000001
1013434,,0.044
1013435,0.00026073954282453474,0.023
1013436,0.011068086594494495,0.262
1013437,0.008386621614138268,0.262
1013438,0.005102444596449951,0.161
1013439,0.023727949950046255,0.82
1013440,0.02785592405086188,0.82
1013441,0.041935404030081044,1.525
1013442,0.04038446658599869,1.525
1013443,0.03976813561006445,1.744
1013444,0.042548002930699755,1.744
1013445,0.07808308505603623,3.472
1013446,0.0854990857931989,3.472
1013447,0.08707333490793512,4.596
1013448,0.0673576005565602,4.596
1013449,0.10632607371080319,4.268
1013450,0.10992041919709195,4.268
1013451,0.01934889522310606,0.669
1013452,0.017923242156157246,0.669
1013453,0.0005582204353377243,0.021
1013454,0.00539177805061803,0.16899999999999998
1013455,0.03509581341893369,1.336
1013456,0.006061248577876564,0.261
1013457,0.004187077216645178,0.085
1013458,0.003705998873424124,0.085
1013459,0.04199806708279126,3.2260000000000004
1013460,0.06090839673898189,3.2260000000000004
1013461,0.004179030374856624,0.197
1013462,0.004919178201161278,0.433
1013463,0.005634985482261497,0.433
1013464,0.01274128570483759,0.444
1013465,0.014728610177518899,0.444
1013466,0.0003490860152688477,0.027000000000000003
1013467,0.0003080810408733844,0.027000000000000003
1013468,0.005534816678268122,0.209
1013469,0.005558534000340796,0.238
1013470,0.006589321869465457,0.276
1013471,0.002609268271920648,0.071
1013472,0.0017978946098038153,0.071
1013473,0.004180796568897255,0.303
1013474,0.06801769541237385,4.457
1013475,0.06908440498918644,4.457
1013476,0.00605156351036425,0.527
1013477,0.006222509419141778,0.527
1013478,0.005584676118304553,0.235
1013479,0.0723303285724548,4.352
1013480,0.07137489134569809,4.352
1013481,0.03377880586321966,2.481
1013482,0.03248878026252501,2.481
1013483,0.12434274139944392,5.8660000000000005
1013484,0.12230967368112956,5.8660000000000005
1013485,0.02236237681266222,1.462
1013486,0.021428786351613143,1.462
1013487,0.0033254177158929957,0.249
1013488,0.04861787227314476,2.189
1013489,0.04982855038661951,2.189
1013490,0.025500890693754524,1.19
1013491,0.025127424046136465,1.19
1013492,0.023378996581239923,0.848
1013493,0.021132825328189886,0.848
1013494,0.06671455815590493,2.443
1013495,0.058789352981206675,2.443
1013496,0.050002484664203886,1.682
1013497,0.04278184578109505,1.682
1013498,0.03896035641537266,1.899
1013499,0.041381477541196025,1.899
1013500,0.038328156749308465,1.918
1013501,0.0038542716110545896,0.077
1013502,0.0058585060858222255,0.235
1013503,0.005294224200844939,0.235
1013504,0.005563072262685119,0.183
1013505,0.0005318339332779794,0.052000000000000005
1013506,0.0005897835505513105,0.052000000000000005
1013507,0.005311169608328279,0.463
1013508,0.004794103385985574,0.463
1013509,0.00664188871991328,0.324
1013510,0.002249548346659557,0.07400000000000001
1013511,0.002044962204331358,0.07400000000000001
1013512,0.0004336842464473748,0.037000000000000005
1013513,0.00042883863560883186,0.037000000000000005
1013514,0.01478554395293958,1.257
1013515,0.013656719111026606,1.257
1013516,0.004085005668868197,0.257
1013517,0.005637078391000099,0.264
1013518,0.00352087900363244,0.226
1013519,0.004031723459611189,0.361
1013520,0.004034716479339152,0.361
1013521,0.001487604278585727,0.133
1013522,0.0015248196379990283,0.133
1013523,0.005070448221691666,0.261
1013524,0.009739206123565344,0.407
1013525,0.010024690707003521,0.407
1013526,0.0015833448002094308,0.122
1013527,0.0013689453816511845,0.122
1013528,0.003849150731711339,0.349
1013529,0.00395374519265896,0.349
1013530,0.0034719005417467442,0.23
1013531,0.006980176479772025,0.279
1013532,0.0006400894428702146,0.049
1013533,0.000925869981231004,0.049
1013534,0.0005668591721822474,0.03
1013535,0.0005440311542939669,0.03
1013536,0.0013295223639594813,0.059
1013537,,0.059
1013538,0.003681270829640057,0.24
1013539,0.0004630537406991907,0.043
1013540,0.0005185399582238486,0.043
1013541,0.005981698259569613,0.522
1013542,0.005573815001897722,0.522
1013543,0.005868454570019539,0.29100000000000004
1013544,0.0013177090383324015,0.06
1013545,0.0030374293874919312,0.06
1013546,0.0042410555355404615,0.28600000000000003
1013547,0.01468556654178864,1.17
1013548,0.014581633932028618,1.17
1013549,0.006723972740798816,0.282
1013550,0.033280660238157816,2.9810000000000003
1013551,0.03714584843533454,2.9810000000000003
1013552,0.0028858382270833434,0.219
1013553,0.00031272303295447936,0.029
1013554,0.00032631861913100897,0.029
1013555,0.005508194947532328,0.482
1013556,0.005427485821246024,0.482
1013557,0.006653818635443946,0.272
1013558,0.0026545312705147043,0.051
1013559,0.0023353795702025547,0.051
1013560,0.002861112019668008,0.058
1013561,0.002385649775552519,0.058
1013562,0.003508641193531553,0.262
1013563,0.006880929033199588,0.248
1013564,0.013114284954859442,1.211
1013565,0.013629535147689241,1.211
1013566,0.07881784234924477,3.161
1013567,0.069824266956481,3.161
1013568,0.0031497028277745545,0.231
1013569,0.0050843578895245455,0.293
1013570,0.005385662810629844,0.506
1013571,0.12475727687200402,10.99
1013572,0.002991438416679166,0.229
1013573,0.007283636043309069,0.652
1013574,0.007238108444277592,0.652
1013575,0.00950946504391358,0.422
1013576,0.025533195508196847,1.408
1013577,0.009749695531261334,0.447
1013578,0.013900547850916557,0.7559999999999999
1013579,0.025780109612287532,1.385
1013580,0.011745833153547203,0.664
1013581,0.004323317804525031,0.388
1013582,0.00827007978937508,0.3670000000000001
1013583,0.004003859148555986,0.093
1013584,0.050037583121527576,0.907
1013585,0.09573991119289074,4.053
1013586,0.08900626636459433,4.053
1013587,0.04162707844802519,2.389
1013588,0.03945559775439289,2.389
1013589,0.0005515058992321455,0.04
1013590,0.0005005058169299803,0.04
1013591,0.003306471006684018,0.266
1013592,0.0033717768052406094,0.266
1013593,0.010655008310560751,0.4920000000000001
1013594,0.010303781845122695,0.4920000000000001
1013595,0.051282219371005494,1.321
1013596,0.03108374150741559,1.321
1013597,0.007946669092790369,0.458
1013598,0.010711737372693514,0.458
1013599,0.012136227906417038,0.7809999999999999
1013600,0.014631919058778128,0.7809999999999999
1013601,0.018597287721323325,0.674
1013602,0.011894616825328773,0.674
1013603,0.002907322093979644,0.109
1013604,0.0018015314891346866,0.109
1013605,0.07643750666694753,4.4
1013606,0.09495630783452656,4.4
1013607,0.030699068647390713,1.396
1013608,0.02361530949573836,1.396
1013609,0.00223089734877555,0.091
1013610,0.004789472703138658,0.149
1013611,0.0025474760696864015,0.084
1013612,0.0020795180763532985,0.084
1013613,0.008103554801575583,0.35100000000000003
1013614,0.005330480080174473,0.214
1013615,0.08236715909558628,2.839
1013616,0.09179260063498912,2.839
1013617,0.021662924418965383,0.67
1013618,0.015128015533018672,0.67
1013619,0.0053478580216468966,0.349
1013620,0.006524864259070415,0.349
1013621,0.01295161448260237,0.434
1013622,0.004172674479581868,0.193
1013623,0.005020535909068029,0.218
1013624,0.003981212843023245,0.218
1013625,0.001430808720421011,0.056
1013626,0.0009782436149980225,0.056
1013627,0.0024865697741346146,0.13699999999999998
1013628,0.001954672639220856,0.101
1013629,0.008947391438688928,0.366
1013630,0.0013605074890044768,0.069
1013631,0.007172164767605463,0.313
1013632,0.030232614455153614,1.366
1013633,0.055153212201729314,1.901
1013634,0.055153212201729314,1.901
1013635,0.07799213850675998,2.693
1013636,0.08119786604322451,2.693
1013637,0.0008778067922647727,0.037000000000000005
1013638,0.0010134687110612166,0.032
1013639,0.002249048748790311,0.095
1013640,0.0008798860377775236,0.039
1013641,0.0006464660645747993,0.029
1013642,0.0006018821980523995,0.027000000000000003
1013643,0.0007133418643583995,0.032
1013644,0.0005795902647911995,0.026
1013645,0.019573995392460304,1.508
1013646,0.03490600617629905,1.508
1013647,0.12256956977642658,10.981
1013648,0.011750330862881984,0.531
1013649,0.006760829354250997,0.42
1013650,0.011239698515531162,0.588
