TPath,TPCnt,TLinkCnt,TPCnt_group,start,end,LinkID_x,시도명_x,시군구명_x,읍면동명_x,LinkID_y,시도명_y,시군구명_y,읍면동명_y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,총시간,총거리,평균시간,등급,LinkID,유출인구,정류장수,버스,승용차,전체
1.08904E+69,17,10,10_50,1089041,1015187,1089041,경기도,부천시오정구,고강본동,1015187,서울특별시,양천구,신월4동,1089041,1070135,1091077,1014961,1014964,1014970,1014968,1015213,1015215,1015187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.153818069,3.91,25.41964039,1,1089041,226983,1162,171.5,16711,20146
"1094414,1019873,1019870,1019859,1070166,1019895,1019907,1019939,0,1019913,1019901,1019902",13,12,10_50,1094414,1019902,1094414,경기도,고양시덕양구,창릉동,1019902,서울특별시,서대문구,홍은2동,1094414,1019873,1019870,1019859,1070166,1019895,1019907,1019939,0,1019913,1019901,1019902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.296771204,7.539,25.40340807,1,1094414,106270.0408,1032,246.5,13164.5,15555.5
1.089E+216,47,31,10_50,1089015,1017775,1089015,경기도,부천시소사구,역곡3동,1017775,서울특별시,금천구,독산3동,1089015,1088998,1014479,1097186,1097866,1070106,1070098,1014482,1100585,1100580,1014770,1014489,1014486,1017915,1017916,1017720,1017718,1017714,1017712,1017708,1017709,1070675,1018199,1017828,1017825,1096117,1017772,1017769,1017764,1017760,1017775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.396371122,10.069,25.40296061,1,1089015,226983,1162,681,55367,65335.5
"1100973,1070110,1070112,1097866,1070106,1070098,1014446,1014442,1014461,1014472,1014475,1096106,1014502,1014504,1014712,1014709,1014715,1096113,1019821,0,1018217,1070773,1070775,1017660,1017663",15,25,10_50,1100973,1017663,1100973,경기도,부천시원미구,역곡1동,1017663,서울특별시,구로구,구로5동,1100973,1070110,1070112,1097866,1070106,1070098,1014446,1014442,1014461,1014472,1014475,1096106,1014502,1014504,1014712,1014709,1014715,1096113,1019821,0,1018217,1070773,1070775,1017660,1017663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.284615032,7.227,25.39219362,1,1100973,226983,1162,290,29105.5,34363.5
"1089015,1098754,1100973,1070110,0,1015300",23,6,10_50,1089015,1015300,1089015,경기도,부천시소사구,역곡3동,1015300,서울특별시,구로구,오류2동,1089015,1098754,1100973,1070110,0,1015300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.194429586,4.936,25.38708281,1,1089015,226983,1162,20.5,2365,2742
1.09627E+62,13,9,10_50,1096270,1017773,1096270,경기도,광명시,소하2동,1017773,서울특별시,금천구,독산3동,1096270,1091056,1017841,1017835,1070668,1017774,1070629,1090907,1017773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231145668,5.867,25.38226241,1,1096270,109992,443,192,13705.5,16343
"1089021,0,1089004,1088998,1014479,1097186,1097866,1070106,1070097,1070101,1070091,1070095,1070089,1070084,1070078,1070052,1070071,1070070,1096056,1070067,1091080,1070054,1101215,1101214,1100980",10,25,0_10,1089021,1100980,1089021,경기도,부천시소사구,괴안동,1100980,서울특별시,양천구,목1동,1089021,0,1089004,1088998,1014479,1097186,1097866,1070106,1070097,1070101,1070091,1070095,1070089,1070084,1070078,1070052,1070071,1070070,1096056,1070067,1091080,1070054,1101215,1101214,1100980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.423253781,10.737,25.36775921,1,1089021,226983,1162,218,21549,25203.5
"1089193,1096568,1090963,0,1096574,1039933,1069745,1069749",13,8,10_50,1089193,1069749,1089193,경기도,구리시,동구동,1069749,서울특별시,중랑구,면목3·8동,1089193,1096568,1090963,0,1096574,1039933,1069745,1069749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.269567981,6.838,25.36651413,1,1089193,58448,310,87.5,5618.5,6813.5
"1098755,1089042,0,1089039,1014929,1014924,1015309,0,1100569,0,1096083,1014861",17,12,10_50,1098755,1014861,1098755,경기도,부천시오정구,성곡동,1014861,서울특별시,강서구,등촌3동,1098755,1089042,0,1089039,1014929,1014924,1015309,0,1100569,0,1096083,1014861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.332749146,8.438,25.35844224,1,1098755,226983,1162,119,9921.5,11871.5
"1089015,1098754,1100976,1096010,0,1089026,1015302,1096047,1015330,1015333,1015381,1015144,1096049,1014994",11,14,10_50,1089015,1014994,1089015,경기도,부천시소사구,역곡3동,1014994,서울특별시,양천구,신정1동,1089015,1098754,1100976,1096010,0,1089026,1015302,1096047,1015330,1015333,1015381,1015144,1096049,1014994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.422979803,10.726,25.35818477,1,1089015,226983,1162,110,12297,14559
"1100973,1070110,1070112,1097866,1070106,1070098,1014446,1014442,1014461,1014472,1014475,1096106,1014502,1014504,1014712,1014709,1014714,1014738,1014563,0,1019274,1070806",10,22,0_10,1100973,1070806,1100973,경기도,부천시원미구,역곡1동,1070806,서울특별시,구로구,신도림동,1100973,1070110,1070112,1097866,1070106,1070098,1014446,1014442,1014461,1014472,1014475,1096106,1014502,1014504,1014712,1014709,1014714,1014738,1014563,0,1019274,1070806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271057222,6.872,25.35258035,1,1100973,226983,1162,228.5,22610.5,26710
1.08904E+55,34,8,10_50,1089041,1096042,1089041,경기도,부천시오정구,고강본동,1096042,서울특별시,양천구,신월4동,1089041,1070135,1091077,1014961,1014964,1014970,1014966,1096042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115517927,2.928,25.34671523,1,1089041,226983,1162,186,16937,20584
"1089021,0,1089004,1088998,1014479,1097186,1097866,1070106,1070098,1014446,1014442,1014461,1014472,1014475,1096106,1014502,1014504,1014712,1014709,1014714,1014738",17,21,10_50,1089021,1014738,1089021,경기도,부천시소사구,괴안동,1014738,서울특별시,구로구,구로2동,1089021,0,1089004,1088998,1014479,1097186,1097866,1070106,1070098,1014446,1014442,1014461,1014472,1014475,1096106,1014502,1014504,1014712,1014709,1014714,1014738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.285364336,7.229,25.33252789,1,1089021,226983,1162,256.5,23835,28154
1.101E+160,16,23,10_50,1100973,1017828,1100973,경기도,부천시원미구,역곡1동,1017828,서울특별시,구로구,가리봉동,1100973,1070110,1070112,1097866,1070106,1070098,1014482,1100585,1100580,1014770,1014489,1014486,1017915,1017916,1017720,1017718,1017714,1017712,1017708,1017709,1070675,1018199,1017828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.302868072,7.671,25.32785958,1,1100973,226983,1162,356.5,37692.5,44873.5
1.101E+195,22,28,10_50,1100973,1090908,1100973,경기도,부천시원미구,역곡1동,1090908,서울특별시,금천구,독산1동,1100973,1070110,1070112,1097866,1070106,1070098,1014482,1100585,1100580,1014770,1014489,1014486,1017915,1017916,1017720,1017718,1017714,1017712,1017708,1017709,1070675,1018199,1017828,1017825,1096117,1017772,1017768,1090908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.351968363,8.914,25.3261399,1,1100973,226983,1162,518,47077.5,55907.5
"1098755,1089042,0,1089039,1014929,1014924,1015306,1014852,1014853,1015199,1015118,1100559",10,12,0_10,1098755,1100559,1098755,경기도,부천시오정구,성곡동,1100559,서울특별시,강서구,공항동,1098755,1089042,0,1089039,1014929,1014924,1015306,1014852,1014853,1015199,1015118,1100559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271077796,6.863,25.31745536,1,1098755,226983,1162,140,11687.5,14053
"1096263,1017158,1017157,1017153,1100687,1100691,1017389,1017884,1017875,1017872,1017878,1017886,1096267,1091056,1017841,1017835,1070668,1017832,0,1097810,1097875",29,21,10_50,1096263,1097875,1096263,경기도,안양시동안구,비산1동,1097875,서울특별시,금천구,가산동,1096263,1017158,1017157,1017153,1100687,1100691,1017389,1017884,1017875,1017872,1017878,1017886,1096267,1091056,1017841,1017835,1070668,1017832,0,1097810,1097875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.458845905,11.615,25.31350912,1,1096263,97639.64995,346,725.5,41700.5,51358
1.08781E+34,39,5,10_50,1087811,1096104,1087811,경기도,광명시,광명6동,1096104,서울특별시,구로구,개봉1동,1087811,1087828,1014481,1014474,1096104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171423399,4.339,25.31159705,1,1087811,109992,443,30.5,2852.5,3305
1.089E+48,17,7,10_50,1088995,1097186,1088995,경기도,부천시소사구,소사본3동,1097186,서울특별시,구로구,오류2동,1088995,1089012,1089016,1089015,1088998,1014479,1097186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19318939,4.888,25.30159653,1,1088995,226983,1162,47,4126.5,4810
"1095585,1100407,1101308,1041046,0,1041044,1041120,1041117,1041123,1070404",22,10,10_50,1095585,1070404,1095585,경기도,성남시수정구,신흥2동,1070404,서울특별시,송파구,장지동,1095585,1100407,1101308,1041046,0,1041044,1041120,1041117,1041123,1070404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.161347409,4.079,25.2808522,1,1095585,56841.76891,1094,274,16919.5,20951
"1098755,1089042,0,1089039,1014929,1097190,1097868,1014908,1070141,1070146,1014886,1014882,1014894,1096060,1096752,1014870,1015220,1015216,1015223,1015228,1019492,1019682,1019683,1069563,1019908,1015667",13,26,10_50,1098755,1015667,1098755,경기도,부천시오정구,성곡동,1015667,서울특별시,은평구,수색동,1098755,1089042,0,1089039,1014929,1097190,1097868,1014908,1070141,1070146,1014886,1014882,1014894,1096060,1096752,1014870,1015220,1015216,1015223,1015228,1019492,1019682,1019683,1069563,1019908,1015667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.560290367,14.164,25.27974928,1,1098755,226983,1162,494,35432,42326
1.09632E+55,17,8,10_50,1096317,1017773,1096317,경기도,광명시,소하1동,1017773,서울특별시,금천구,독산3동,1096317,1096319,1017835,1070668,1017774,1070629,1090907,1017773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.183993731,4.651,25.27803515,1,1096317,109992,443,146,11190.5,13276
1.0988E+132,10,19,0_10,1098755,1070056,1098755,경기도,부천시오정구,성곡동,1070056,서울특별시,양천구,목1동,1098755,1089041,1070135,1091077,1014961,1014964,1014970,1014968,1015213,1015215,1015187,1014985,1014984,1015293,1015297,1015257,1100536,1100537,1070056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.346580489,8.758,25.26974333,1,1098755,226983,1162,270,28497.5,34139
"1070108,1101344,1100973,1070110,1070112,1097866,1070106,1070098,1014446,1014442,1014461,1014472,1014475,1096106,1014502,1014504,1014712,1014709,1014715,1096113,1017643,1097205,0,1070796,1070798,1070790,1070786,1070781,1090764,1090769,1018970,1090768,1090767,1090769,1018972,1018980,1018994,1018997,1019418,1019416,1019511,1018791,1018792,1018872,1018873,1018866,1018863,1019004,1018935,1018933,1070503,1096132,1019022,1018073,1017814,1018020,1017966,1017803,1018010,1100608,1100610,1096135",12,62,10_50,1070108,1096135,1070108,경기도,부천시원미구,소사동,1096135,서울특별시,서초구,방배본동,1070108,1101344,1100973,1070110,1070112,1097866,1070106,1070098,1014446,1014442,1014461,1014472,1014475,1096106,1014502,1014504,1014712,1014709,1014715,1096113,1017643,1097205,0,1070796,1070798,1070790,1070786,1070781,1090764,1090769,1018970,1090768,1090767,1090769,1018972,1018980,1018994,1018997,1019418,1019416,1019511,1018791,1018792,1018872,1018873,1018866,1018863,1019004,1018935,1018933,1070503,1096132,1019022,1018073,1017814,1018020,1017966,1017803,1018010,1100608,1100610,1096135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.849110432,21.456,25.26879802,1,1070108,226983,1162,989.5,79275.5,91260
"1089021,0,1089004,1088998,1014479,1097186,1097866,1070106,1070098,1014446,1014442,1014461,1014472,1014475,1096106,1014502,1014504",23,17,10_50,1089021,1014504,1089021,경기도,부천시소사구,괴안동,1014504,서울특별시,구로구,구로2동,1089021,0,1089004,1088998,1014479,1097186,1097866,1070106,1070098,1014446,1014442,1014461,1014472,1014475,1096106,1014502,1014504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282827583,7.146,25.2662768,1,1089021,226983,1162,222.5,20195,23880
"1098755,1089041,1070135,1091077,1014961,1014964,1014970,1014968,1015213,1015215,1015187,1014985,1014984,1015293,1015297,1015257,0,1014989",11,18,10_50,1098755,1014989,1098755,경기도,부천시오정구,성곡동,1014989,서울특별시,양천구,신정4동,1098755,1089041,1070135,1091077,1014961,1014964,1014970,1014968,1015213,1015215,1015187,1014985,1014984,1015293,1015297,1015257,0,1014989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.318534636,8.047,25.26255889,1,1098755,226983,1162,244.5,25602,30691.5
1.0877E+167,11,24,10_50,1087704,1090922,1087704,경기도,안양시만안구,박달1동,1090922,서울특별시,구로구,구로3동,1087704,1017147,1017151,1087674,1017180,1087661,1017870,1017877,1017878,1017886,1096267,1091056,1017841,1017835,1070668,1017774,1070629,1090907,1017766,1017757,1017758,1017697,1017694,1090922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.418073686,10.561,25.26109716,1,1087704,74810.20901,368,588,40603,48402.5
"1096066,1096065,0,1089032,0,1089039,1014929,1014926,1070135,1091077,1014961,1014964,1014970,1014968,1015213,1015215,1015187,1014985,1014984,1015293,1015297,1015257,0,1014998,1100540,1100548,1100546,1019083,1019438,1019255,1018901,1018904,1019266,1019835,1018978,1070878,1070884,1018974,1018966,1070784,1018963,1017652,1017649,1070587",14,44,10_50,1096066,1070587,1096066,경기도,부천시오정구,오정동,1070587,서울특별시,영등포구,신길6동,1096066,1096065,0,1089032,0,1089039,1014929,1014926,1070135,1091077,1014961,1014964,1014970,1014968,1015213,1015215,1015187,1014985,1014984,1015293,1015297,1015257,0,1014998,1100540,1100548,1100546,1019083,1019438,1019255,1018901,1018904,1019266,1019835,1018978,1070878,1070884,1018974,1018966,1070784,1018963,1017652,1017649,1070587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.624572563,15.775,25.25727343,1,1096066,226983,1162,436.5,48435,57565.5
"1087745,1096270,0,1096317,1096319,1017835,1070668,1090905,1070617,1070626,1070631,1096127",28,12,10_50,1087745,1096127,1087745,경기도,광명시,소하2동,1096127,서울특별시,관악구,미성동,1087745,1096270,0,1096317,1096319,1017835,1070668,1090905,1070617,1070626,1070631,1096127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.416122536,10.51,25.25698344,1,1087745,109992,443,109,8778,10265.5
"1091067,1089094,1014440,1014723,1014437,1014431,1014578,1014579,1089004,1088998,1014479,1097186,1097866,1070106,1070098,1014482,1100585,1100580,1014770,1014489,1014486,1017915,1017916,1017720,1017718,1017714,1017712,1017708,1017709,1070675,1018199,1017828,1017825,1096117,1017772,1017769,1017764,1017760,1017775,1070610,1070593,1017937,1098648,1101097,1070553,1018050,1018205,1017785,1017783,1017792,1070509,1018072,1017988,1017799,1096153,1038187,1038144,1038147,1096151,1038156,1038162,1038151,1038152",16,63,10_50,1091067,1038152,1091067,경기도,부천시소사구,심곡본1동,1038152,서울특별시,서초구,서초2동,1091067,1089094,1014440,1014723,1014437,1014431,1014578,1014579,1089004,1088998,1014479,1097186,1097866,1070106,1070098,1014482,1100585,1100580,1014770,1014489,1014486,1017915,1017916,1017720,1017718,1017714,1017712,1017708,1017709,1070675,1018199,1017828,1017825,1096117,1017772,1017769,1017764,1017760,1017775,1070610,1070593,1017937,1098648,1101097,1070553,1018050,1018205,1017785,1017783,1017792,1070509,1018072,1017988,1017799,1096153,1038187,1038144,1038147,1096151,1038156,1038162,1038151,1038152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96417038,24.337,25.24138939,1,1091067,226983,1162,2435.5,126266,147401
"1089015,1098754,1100976,1096010,0,1089026,1015302,1096047,1015330,1070085,1070084,1070078,1070052,1070071,1070070,1096056,1070067,1091080,1070054",15,19,10_50,1089015,1070054,1089015,경기도,부천시소사구,역곡3동,1070054,서울특별시,양천구,목1동,1089015,1098754,1100976,1096010,0,1089026,1015302,1096047,1015330,1070085,1070084,1070078,1070052,1070071,1070070,1096056,1070067,1091080,1070054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44231189,11.16,25.23106489,1,1089015,226983,1162,139,15435.5,17927
1.0966E+160,11,23,10_50,1096574,1038722,1096574,경기도,구리시,교문1동,1038722,서울특별시,종로구,창신1동,1096574,1039931,1039935,1069759,1069738,1069780,1039779,1100811,1100815,1100813,1039985,1039981,1039980,1039993,1069500,1095694,1069857,1069859,1038748,1095697,1038695,1038731,1038722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44841929,11.313,25.22862029,1,1096574,58448,310,371,26017,29448.5
"1098756,1096045,1015342,1015382,1015383,1067337,1015332,1014470,1070093,1014453,1100590,1100589,1014466,1014464,1014456,1100585,1100580,1014770,1014489,1014486,1017915,1017916,1017720,1017718,1017714,1017712,1017708,1017709,1070675,1018199,1017828,1017825,1096117,1017772,1017769,1017764,1017760,1017775,1070616,1070636,1070625,1070618",15,42,10_50,1098756,1070618,1098756,경기도,부천시오정구,고강본동,1070618,서울특별시,금천구,독산2동,1098756,1096045,1015342,1015382,1015383,1067337,1015332,1014470,1070093,1014453,1100590,1100589,1014466,1014464,1014456,1100585,1100580,1014770,1014489,1014486,1017915,1017916,1017720,1017718,1017714,1017712,1017708,1017709,1070675,1018199,1017828,1017825,1096117,1017772,1017769,1017764,1017760,1017775,1070616,1070636,1070625,1070618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.628538218,15.852,25.22042343,1,1098756,226983,1162,820,73582,87353.5
"1089002,1089020,1089025,0,1014743,0,1087809,1087816,1087822,1087830,1087828,1014507,1087805,1096120,1014721,1087785,1017823,1017992,1017950,1017819,1017816,1017820",22,22,10_50,1089002,1017820,1089002,경기도,부천시소사구,괴안동,1017820,서울특별시,금천구,가산동,1089002,1089020,1089025,0,1014743,0,1087809,1087816,1087822,1087830,1087828,1014507,1087805,1096120,1014721,1087785,1017823,1017992,1017950,1017819,1017816,1017820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.291646505,7.352,25.20859971,1,1089002,226983,1162,139,14276.5,16755
"1087746,0,1096317,1087747,1018032,1018033,1018036,1018035",22,8,10_50,1087746,1018035,1087746,경기도,광명시,소하2동,1018035,서울특별시,금천구,독산1동,1087746,0,1096317,1087747,1018032,1018033,1018036,1018035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168968649,4.256,25.18810457,1,1087746,109992,443,67,7653.5,9122.5
"1089463,1044691,1044692,1044767,1044771,1044780,1044670,1040015,1069306,1090969,1039759,1039762,1039763,1097314,1098143,1097251,1097845,1069370,1069350,1090973,1095718,1040093,1040091,1040070,1090977,1069684,1039752,1039749,1038756,1069692,1095696,1091107,1039394,1038752,0,1038747,1039356",19,37,10_50,1089463,1039356,1089463,경기도,의정부시,호원2동,1039356,서울특별시,성동구,마장동,1089463,1044691,1044692,1044767,1044771,1044780,1044670,1040015,1069306,1090969,1039759,1039762,1039763,1097314,1098143,1097251,1097845,1069370,1069350,1090973,1095718,1040093,1040091,1040070,1090977,1069684,1039752,1039749,1038756,1069692,1095696,1091107,1039394,1038752,0,1038747,1039356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711043768,17.906,25.18269733,1,1089463,116484,722,743,44633.5,50687.5
