TPath,TPCnt,TLinkCnt,TPCnt_group,start,end,LinkID_x,시도명_x,시군구명_x,읍면동명_x,LinkID_y,시도명_y,시군구명_y,읍면동명_y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,총시간,총거리,평균시간,등급,LinkID,유출인구,정류장수,버스,승용차,전체
"1096568,1090963,0,1096574,1039931,1039935,1069759,1069738,1069780,1039779,1100811,1100815,1100813,1039985,1039981,1039980,1039993",45,17,10_50,1096568,1039993,1096568,경기도,구리시,동구동,1039993,서울특별시,동대문구,휘경1동,1096568,1090963,0,1096574,1039931,1039935,1069759,1069738,1069780,1039779,1100811,1100815,1100813,1039985,1039981,1039980,1039993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.289055737,8.436,29.18468281,1,1096568,58448,310,274,17828.5,20817
1.09441E+34,25,5,10_50,1094412,1019892,1094412,경기도,고양시덕양구,창릉동,1019892,서울특별시,은평구,역촌동,1094412,1094414,1019873,1019870,1019892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181369795,5.292,29.17795656,1,1094412,106270.0408,1032,138,5223.5,6325.5
1.10131E+34,13,5,10_50,1101308,1038361,1101308,경기도,성남시수정구,복정동,1038361,서울특별시,송파구,문정2동,1101308,1041046,1095583,1040998,1038361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04964649,1.448,29.16621094,1,1101308,56841.76891,1094,94,8233.5,9731.5
"1087697,0,1087660,1087671,1087668,1096265,1087661,1017870,1017877,1017878,1017886,1096267,1091056,1017841,1096320,1087747,1018032,1018033,1018036,1018035,1067474,1018008,1018049,1017946,1017646,1017648,1014581,1014495,1014496,1018958,1018960,1018886,1018902,1018887,1019257,1018913",19,36,10_50,1087697,1018913,1087697,경기도,안양시만안구,안양1동,1018913,서울특별시,영등포구,양평1동,1087697,0,1087660,1087671,1087668,1096265,1087661,1017870,1017877,1017878,1017886,1096267,1091056,1017841,1096320,1087747,1018032,1018033,1018036,1018035,1067474,1018008,1018049,1017946,1017646,1017648,1014581,1014495,1014496,1018958,1018960,1018886,1018902,1018887,1019257,1018913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.590754747,17.229,29.16438689,1,1087697,74810.20901,368,615.5,50999.5,62413
1.08988E+41,29,6,10_50,1089880,1070166,1089880,경기도,고양시덕양구,창릉동,1070166,서울특별시,은평구,대조동,1089880,1094414,1019873,1019870,1019859,1070166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.213085914,6.212,29.1525605,1,1089880,106270.0408,1032,156.5,6511.5,7838.5
1.0963E+125,24,18,10_50,1096263,1096269,1096263,경기도,안양시동안구,비산1동,1096269,서울특별시,금천구,시흥3동,1096263,1017158,1017157,1017153,1017391,1017576,1017504,1017162,1100689,1100691,1017389,1017884,1017875,1017872,1017878,1017886,1096267,1096269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214120802,6.242,29.15176826,1,1096263,97639.64995,346,655,36739.5,45324.5
1.08778E+97,47,14,10_50,1087780,1070634,1087780,경기도,광명시,학온동,1070634,서울특별시,관악구,미성동,1087780,1017851,1017848,1017853,1017997,1017963,1017960,1018043,1017833,1090905,1070617,1070626,1070631,1070634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305093381,8.894,29.15173043,1,1087780,109992,443,225,14377,17289.5
"1098755,1089041,1070134,1098643,1070138,0,1096061,1014900,1070026,1018389,1018390,1018452,1018446,1018447,1018442,1018439,1018412,1018408,1018433,1018403,1018404,1018629,1018682,1019809,1019806,1019807,1018678,1018673,1018674,1018665,1018661,1018660,1018658,1019330,1019336,1019341,1019175,1018653,1018654,1018656",11,40,10_50,1098755,1018656,1098755,경기도,부천시오정구,성곡동,1018656,서울특별시,영등포구,여의동,1098755,1089041,1070134,1098643,1070138,0,1096061,1014900,1070026,1018389,1018390,1018452,1018446,1018447,1018442,1018439,1018412,1018408,1018433,1018403,1018404,1018629,1018682,1019809,1019806,1019807,1018678,1018673,1018674,1018665,1018661,1018660,1018658,1019330,1019336,1019341,1019175,1018653,1018654,1018656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.380700117,11.096,29.14630047,1,1098755,226983,1162,685.5,71940,84923
"1087573,1017166,1017163,1017173,0,1087660,1087671,1087668,1096265,1087661,1017870,1017877,1017878,1017886,1096267,1096269,0,1096317,1087747,1018032,1018033,1018036,1018035,1067474,1018008,1018049",10,26,0_10,1087573,1018049,1087573,경기도,안양시동안구,비산3동,1018049,서울특별시,금천구,가산동,1087573,1017166,1017163,1017173,0,1087660,1087671,1087668,1096265,1087661,1017870,1017877,1017878,1017886,1096267,1096269,0,1096317,1087747,1018032,1018033,1018036,1018035,1067474,1018008,1018049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.414704073,12.086,29.14367325,1,1087573,97639.64995,346,407,30539,36887
"1097038,1095744,0,1069461,1069458,1069455,0,1069422",17,8,10_50,1097038,1069422,1097038,경기도,남양주시,별내동,1069422,서울특별시,노원구,상계3·4동,1097038,1095744,0,1069461,1069458,1069455,0,1069422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203039114,5.914,29.12739267,1,1097038,166431,1662,27.5,1828,2148
1.0876E+125,21,18,10_50,1087573,1017841,1087573,경기도,안양시동안구,비산3동,1017841,서울특별시,금천구,시흥1동,1087573,1017480,1017488,1096263,1017158,1017157,1017153,1100687,1100691,1017389,1017884,1017875,1017872,1017878,1017886,1096267,1091056,1017841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.285096319,8.304,29.1269983,1,1087573,97639.64995,346,739,41348,51086.5
"1089021,0,1097126,1089026,1015302,1096047,1015330,1015333,1015381,1015064,1096041,1014967,1014969,1014965,1014962",81,15,50_100,1089021,1014962,1089021,경기도,부천시소사구,괴안동,1014962,서울특별시,양천구,신월1동,1089021,0,1097126,1089026,1015302,1096047,1015330,1015333,1015381,1015064,1096041,1014967,1014969,1014965,1014962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.269938515,7.862,29.12515096,1,1089021,226983,1162,211.5,21447,26114.5
1.09687E+55,22,8,10_50,1096865,1041123,1096865,경기도,성남시수정구,태평3동,1041123,서울특별시,송파구,장지동,1096865,1087374,1041037,1041042,1041044,1041120,1041117,1041123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154405301,4.497,29.12464773,1,1096865,56841.76891,1094,234.5,14028,17536
1.08778E+62,27,9,10_50,1087780,1017833,1087780,경기도,광명시,학온동,1017833,서울특별시,금천구,가산동,1087780,1017851,1017848,1017853,1017997,1017963,1017960,1018043,1017833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180845273,5.266,29.11881473,1,1087780,109992,443,180,11107.5,13579
1.08785E+97,18,14,10_50,1087845,1038330,1087845,경기도,과천시,중앙동,1038330,서울특별시,서초구,양재2동,1087845,1017896,1017893,1017903,1038528,1087877,1038594,1038461,1068265,1087876,1038543,1100637,1096158,1038330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188992012,5.502,29.11234153,1,1087845,24527,113,660.5,29517,34094.5
"1089879,1019934,1019914,1019845,1019878,1069509,1069517,1069529,1019879,1019857,1019856,0,1096651,1019889,0,1019888,1098210,1098247,1098246,1067481,1019633,1069621,1018289,1018290,0,1018320,1018318,1019763,1019234,1018302,1018303,1019591,1019231,1018335,1018341,1018338,1019487,1019619,1096636,0,1070926,0,1070927,1070920,1019707,1098361,1101117,1018570,1070929,1038884",32,50,10_50,1089879,1038884,1089879,경기도,고양시덕양구,창릉동,1038884,서울특별시,용산구,한남동,1089879,1019934,1019914,1019845,1019878,1069509,1069517,1069529,1019879,1019857,1019856,0,1096651,1019889,0,1019888,1098210,1098247,1098246,1067481,1019633,1069621,1018289,1018290,0,1018320,1018318,1019763,1019234,1018302,1018303,1019591,1019231,1018335,1018341,1018338,1019487,1019619,1096636,0,1070926,0,1070927,1070920,1019707,1098361,1101117,1018570,1070929,1038884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.737703784,21.474,29.10924475,1,1089879,106270.0408,1032,940,59051.5,66666.5
"1087780,1017851,1017848,1017853,1017997,1017963,1017960,1018043,1017833,0,1070627",10,11,0_10,1087780,1070627,1087780,경기도,광명시,학온동,1070627,서울특별시,금천구,독산1동,1087780,1017851,1017848,1017853,1017997,1017963,1017960,1018043,1017833,0,1070627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.212153757,6.175,29.10624863,1,1087780,109992,443,183,11338,13846
"1089004,1088998,1014479,1097186,1097866,1070106,1070098,1014446,1014442,1014460,1014459,1014457,1014463,1014467,1100588,1100591,1014452,1014469,1070092,1015348,0,1070085,1070084,1070078,1070052,1070071,1070070,1096056,1070067,1091080,1070060,1070061,1070051,1091081,0,1018601,1018636,1018637,1018648,1018645,1018612,1018613,1019386,1019589,1019587,1019247,1018627,1018622,1070577,1018916,1019201,1019202,1019205,1018806,1019339,1019338,1019176,1018788,1018867,1019640,1019643,1019641,1019207,1019708,1039285,1039261,1038990,0,1097747,0,1097745,1038634,1039287,1017807,1017810,1019726,1019725,1019207,1019709,1039480,1039686,1039693",15,82,10_50,1089004,1039693,1089004,경기도,부천시소사구,괴안동,1039693,서울특별시,서초구,반포2동,1089004,1088998,1014479,1097186,1097866,1070106,1070098,1014446,1014442,1014460,1014459,1014457,1014463,1014467,1100588,1100591,1014452,1014469,1070092,1015348,0,1070085,1070084,1070078,1070052,1070071,1070070,1096056,1070067,1091080,1070060,1070061,1070051,1091081,0,1018601,1018636,1018637,1018648,1018645,1018612,1018613,1019386,1019589,1019587,1019247,1018627,1018622,1070577,1018916,1019201,1019202,1019205,1018806,1019339,1019338,1019176,1018788,1018867,1019640,1019643,1019641,1019207,1019708,1039285,1039261,1038990,0,1097747,0,1097745,1038634,1039287,1017807,1017810,1019726,1019725,1019207,1019709,1039480,1039686,1039693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.079159652,31.407,29.10320076,1,1089004,226983,1162,1807.5,155981.5,190742
1.0961E+132,13,19,10_50,1096066,1096075,1096066,경기도,부천시오정구,오정동,1096075,서울특별시,강서구,방화2동,1096066,1096068,1015273,1014873,1014874,1014852,1014849,1014846,1014847,1015195,1015194,1014845,1014850,1015188,1015190,1014846,1014847,1015196,1096075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25141594,7.317,29.10316665,1,1096066,226983,1162,319,27036.5,32680.5
"1089063,1015050,1015046,1015051,1015055,1014952,1014953,1089043,1015277,1014910,1014911,1096066,1096068,1015273,1014873,0,1100569,0,1096083,1014861",34,20,10_50,1089063,1014861,1089063,경기도,부천시오정구,신흥동,1014861,서울특별시,강서구,등촌3동,1089063,1015050,1015046,1015051,1015055,1014952,1014953,1089043,1015277,1014910,1014911,1096066,1096068,1015273,1014873,0,1100569,0,1096083,1014861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.343984922,10.011,29.10301981,1,1089063,226983,1162,173.5,16482.5,19673
1.09631E+69,17,10,10_50,1096311,1017833,1096311,경기도,시흥시,과림동,1017833,서울특별시,금천구,가산동,1096311,1087780,1017851,1017848,1017853,1017997,1017963,1017960,1018043,1017833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.217167026,6.32,29.10202399,1,1096311,89081,960,184,11469.5,14030.5
1.08737E+90,20,13,10_50,1087374,1070389,1087374,경기도,성남시수정구,태평1동,1070389,서울특별시,송파구,가락본동,1087374,1041037,1041042,1041044,1041120,1041117,1041123,1070404,1038262,1070380,1038263,1038302,1070389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215904291,6.283,29.10085747,1,1087374,56841.76891,1094,388.5,23475,28729
"1097038,1095744,1069463,1069464,0,1069455,1069453,1069424,1069431,1069443",37,10,10_50,1097038,1069443,1097038,경기도,남양주시,별내동,1069443,서울특별시,노원구,상계2동,1097038,1095744,1069463,1069464,0,1069455,1069453,1069424,1069431,1069443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229712817,6.684,29.09720096,1,1097038,166431,1662,72.5,4496,5199.5
1.0895E+139,29,20,10_50,1089463,1090973,1089463,경기도,의정부시,호원2동,1090973,서울특별시,강북구,미아동,1089463,1044691,1044692,1044767,1044771,1044780,1044670,1040015,1069306,1090969,1039759,1039762,1039763,1097314,1098143,1097251,1097845,1069370,1069350,1090973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.435869403,12.676,29.08210559,1,1089463,116484,722,451.5,23842,27894.5
"1094414,1019873,1019875,0,1019881,1019871,1019872,1094415",19,8,10_50,1094414,1094415,1094414,경기도,고양시덕양구,창릉동,1094415,서울특별시,은평구,갈현2동,1094414,1019873,1019875,0,1019881,1019871,1019872,1094415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341333164,9.924,29.07423317,1,1094414,106270.0408,1032,174,6590.5,7976
"1089015,1088998,1014479,1097186,1097866,1070106,1070098,1014446,1014442,1014461,1014472,1014475,1096106,1014502,1014504,1014712,1014709,1014714,1014738,1014563,1014496,1018958,1018960,1018886,1018902,1018888,1018898,1018606,1018610,1018608,1019324,1019169,1019485,1018429,1018430,1018436,1018414,1018416,1018517,1018518,1018524,1019119,1018507,1018505,1019116,1018495,1018487,1018281,0,1019130,0,1069553,1098174,1018274,1018272,1019551,1018277,1019547,1019496,1019497,1019789,0,1096612,1069579",20,64,10_50,1089015,1069579,1089015,경기도,부천시소사구,역곡3동,1069579,서울특별시,마포구,상암동,1089015,1088998,1014479,1097186,1097866,1070106,1070098,1014446,1014442,1014461,1014472,1014475,1096106,1014502,1014504,1014712,1014709,1014714,1014738,1014563,1014496,1018958,1018960,1018886,1018902,1018888,1018898,1018606,1018610,1018608,1019324,1019169,1019485,1018429,1018430,1018436,1018414,1018416,1018517,1018518,1018524,1019119,1018507,1018505,1019116,1018495,1018487,1018281,0,1019130,0,1069553,1098174,1018274,1018272,1019551,1018277,1019547,1019496,1019497,1019789,0,1096612,1069579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.742056726,21.572,29.07055383,1,1089015,226983,1162,1133,98506,119136
1.089E+188,11,27,10_50,1089009,1014994,1089009,경기도,부천시소사구,범박동,1014994,서울특별시,양천구,신정1동,1089009,1087749,1087753,1087754,1014765,1070102,1070105,1070106,1070098,1014446,1014442,1014460,1014459,1014457,1014463,1014467,1100588,1100591,1014452,1014469,1070092,1015348,1015333,1015381,1015144,1096049,1014994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.377479532,10.973,29.06912579,1,1089009,226983,1162,328.5,34498.5,41702
"1096066,1096068,1015273,1014873,1014874,1014852,0,1015265,1015264,0,1070149",10,11,0_10,1096066,1070149,1096066,경기도,부천시오정구,오정동,1070149,서울특별시,강서구,공항동,1096066,1096068,1015273,1014873,1014874,1014852,0,1015265,1015264,0,1070149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23421385,6.808,29.06745267,1,1096066,226983,1162,94.5,8872.5,10707.5
1.08988E+34,40,5,10_50,1089880,1070173,1089880,경기도,고양시덕양구,창릉동,1070173,서울특별시,은평구,역촌동,1089880,1094414,1019873,1096650,1070173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229494538,6.668,29.05515773,1,1089880,106270.0408,1032,90.5,3508.5,4319.5
1.09687E+62,10,9,0_10,1096865,1070406,1096865,경기도,성남시수정구,태평3동,1070406,서울특별시,송파구,문정2동,1096865,1087374,1041037,1041042,1041044,1041120,1041117,1041123,1070406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163047577,4.737,29.05286964,1,1096865,56841.76891,1094,237.5,14410,17937
1.08737E+83,82,12,50_100,1087374,1038304,1087374,경기도,성남시수정구,태평1동,1038304,서울특별시,송파구,문정2동,1087374,1041037,1041042,1041044,1041120,1041117,1041123,1070404,1038262,1070380,1038263,1038304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.206015296,5.985,29.05124093,1,1087374,56841.76891,1094,381.5,23022,28217.5
1.08988E+48,74,7,50_100,1089880,1019895,1089880,경기도,고양시덕양구,창릉동,1019895,서울특별시,은평구,녹번동,1089880,1094414,1019873,1019870,1019859,1070166,1019895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236079669,6.857,29.04527963,1,1089880,106270.0408,1032,166.5,7261.5,8736.5
"1096301,1087771,1096303,1087775,1096311,1087780,1017851,1017848,1017853,1017997,1017963,1017960,1018043,1017833,1017774,1070629,1090907,1017766,1017757,1017758,1017697,1017694,1017686,1017687,1017691,1017699,1017703,1017749,1017941,1017751,1017931,1070588,1070529,1096123,1018810,1019375,1019295,1018779,1018876,1019799,1019800,1019160,1018724,1019091,1018726",42,45,10_50,1096301,1018726,1096301,경기도,시흥시,대야동,1018726,서울특별시,용산구,한강로동,1096301,1087771,1096303,1087775,1096311,1087780,1017851,1017848,1017853,1017997,1017963,1017960,1018043,1017833,1017774,1070629,1090907,1017766,1017757,1017758,1017697,1017694,1017686,1017687,1017691,1017699,1017703,1017749,1017941,1017751,1017931,1070588,1070529,1096123,1018810,1019375,1019295,1018779,1018876,1019799,1019800,1019160,1018724,1019091,1018726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.729417469,21.167,29.01904725,1,1096301,89081,960,1011,71276.5,82353
"1098755,1089041,1070134,1098643,1070138,0,1096061,1014900,1070026,1018389,1018390,1018452,1018446,1018447,1018442,1018439,1018412,1018408,1018433,1018403,1018404,1018629,1018682,1019809,1019806,1019807,1018678,1018673,1018674,1018665,1018661,1018660,1018658,1019330,1019336,1019341,1019175,1018653,1018654,1018656,0,1018754",10,42,0_10,1098755,1018754,1098755,경기도,부천시오정구,성곡동,1018754,서울특별시,영등포구,여의동,1098755,1089041,1070134,1098643,1070138,0,1096061,1014900,1070026,1018389,1018390,1018452,1018446,1018447,1018442,1018439,1018412,1018408,1018433,1018403,1018404,1018629,1018682,1019809,1019806,1019807,1018678,1018673,1018674,1018665,1018661,1018660,1018658,1019330,1019336,1019341,1019175,1018653,1018654,1018656,0,1018754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392078603,11.377,29.01714073,1,1098755,226983,1162,696,72815.5,85916.5
"1087654,1087624,1017199,1017196,1096259,1087655,1017195,0,1087655,0,1017189,1017194,1018246,1018248,1038501,1038458,1038459,1038583,1038472,1038471,1038429,1038431,1038506,1018148,1018135,1017907,1018185,1018198,1017910,1018232,1018187,1018071,1096154,1096155,1018070,1018128,1018127,1018071,1096154,1017986,1018057,1070489,1070479,1018078,1070471,1098762,0,1070479,1018079,1018254,1018081,1019014,1018854,1019516,1018840,0,1018861,1019296",20,58,10_50,1087654,1019296,1087654,경기도,안양시동안구,부림동,1019296,서울특별시,영등포구,여의동,1087654,1087624,1017199,1017196,1096259,1087655,1017195,0,1087655,0,1017189,1017194,1018246,1018248,1038501,1038458,1038459,1038583,1038472,1038471,1038429,1038431,1038506,1018148,1018135,1017907,1018185,1018198,1017910,1018232,1018187,1018071,1096154,1096155,1018070,1018128,1018127,1018071,1096154,1017986,1018057,1070489,1070479,1018078,1070471,1098762,0,1070479,1018079,1018254,1018081,1019014,1018854,1019516,1018840,0,1018861,1019296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.050626857,30.48,29.01125152,1,1087654,97639.64995,346,3590.5,130922,154078
1.0911E+111,13,16,10_50,1091067,1098100,1091067,경기도,부천시소사구,심곡본1동,1098100,서울특별시,구로구,오류2동,1091067,1089094,1014440,1014723,1014437,1014431,1014578,1014579,1089004,1088998,1014701,1014763,1014760,1070107,1097187,1098100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264272263,7.665,29.00417892,1,1091067,226983,1162,220.5,18738.5,22269.5
