전국어린이놀이시설코드정보서비스,731,67,행정안전부,재난안전,https://www.data.go.kr/dataset/15000589/openapi.do
최근 경주마정보,729,101,한국마사회,농축수산,https://www.data.go.kr/dataset/3075629/openapi.do
대전광역시 문화관광(관광지),726,107,대전광역시,문화관광,https://www.data.go.kr/dataset/15000881/openapi.do
식물자원 서비스,724,70,산림청 국립수목원,환경기상,https://www.data.go.kr/dataset/15000312/openapi.do
대구광역시 중구_CCTV,722,33,대구광역시 중구,재난안전,https://www.data.go.kr/dataset/15001148/openapi.do
대전광역시도시철도공사 열차시각표,719,92,대전광역시도시철도공사,교통물류,https://www.data.go.kr/dataset/15000960/openapi.do
기반정보 관리,716,937,경기도,교통물류,https://www.data.go.kr/dataset/15000425/openapi.do
경상남도 인구현황,715,29,경상남도,공공행정,https://www.data.go.kr/dataset/3078850/openapi.do
서울특별시 지하철 정보,711,5150,서울특별시,교통물류,https://www.data.go.kr/dataset/15015807/openapi.do
해양수질자동측정망 정보,710,27,해양환경관리공단,환경기상,https://www.data.go.kr/dataset/15002956/openapi.do
해양관광레저정보,710,95,해양수산부,농축수산,https://www.data.go.kr/dataset/3083120/openapi.do
고층자료,709,28,기상청,환경기상,https://www.data.go.kr/dataset/3036165/openapi.do
[산업인력] 해외진출 정보,708,49,한국산업인력공단,산업고용,https://www.data.go.kr/dataset/3038249/openapi.do
부동산중개업 정보,704,26,부산광역시,국토관리,https://www.data.go.kr/dataset/3075741/openapi.do
관광자원정보,703,102,한국문화관광연구원,문화관광,https://www.data.go.kr/dataset/3035538/openapi.do
생활법령 백문백답 서비스,703,185,법제처,중점데이터,https://www.data.go.kr/dataset/15000335/openapi.do
국토교통부_국내항공운항정보,701,368,국토교통부,교통물류,https://www.data.go.kr/dataset/15000755/openapi.do
광주광역시 버스 관련 정보,700,35,광주광역시,교통물류,https://www.data.go.kr/dataset/3082179/openapi.do
한국시설안전공단 시설물 사고발생 정보,699,6,한국시설안전공단,재난안전,https://www.data.go.kr/dataset/3069673/openapi.do
한국스포츠개발원 연구자료,698,43,서울올림픽기념국민체육진흥공단,문화관광,https://www.data.go.kr/dataset/3076468/openapi.do
