23,0.425106277,0,15996
10,0.377402928,0,15710
11,0.376464627,0,15789
15,0.759810905,0,15442
19,1.394076841,4,3748
21,0.491014121,4,1558
26,0.48951049,3,1144
23,0.345761414,0,36557
10,0.313686914,0,36597
11,0.318498219,0,36490
15,0.280877812,0,36272
19,0.254402481,0,36116
21,0.278211636,0,35854
26,0.300788648,0,35377
23,0.376007571,0,30643
10,0.349478218,0,30185
11,0.360187539,0,30287
15,0.334699454,0,30012
19,0.310123836,0,29959
21,0.315681182,0,29647
26,0.337400603,0,29176
1,0.20264243,3,23766
18,0.194230769,3,22880
0,0.193177511,3,23745
1,0.181416127,3,22385
10,0.182331945,4,20172
7,0.178793211,4,19324
2,0.177248271,4,19515
42,0.317489042,1,24867
37,0.34555103,2,24309
16,0.333450525,1,25599
24,0.316970715,1,24996
23,0.32179132,2,23826
30,0.353495479,2,23559
30,0.378612957,2,24080
6.5,0.313572332,0,22148
17.5,0.294303357,0,21539
10.5,0.292949261,0,21246
27,0.273566407,0,20909
3.5,0.357167194,0,20545
9.5,0.384970278,0,22542
19.5,0.368534483,0,23664
10,0.274249423,1,19052
31,0.282291498,1,18573
18,0.265857904,4,18382
53,0.246851801,4,18185
7,0.252090935,4,17815
18,0.268513768,4,17541
23,0.26249559,4,17006
11,0.289261545,0,20096
16.5,0.292392582,0,19573
13,0.288349264,2,19355
30.5,0.28361653,2,19068
11.5,0.270032989,2,18794
10.5,0.316408367,2,18454
15,0.275871657,2,17983
4,0.338165047,0,6071
2.5,0.316260987,0,5916
16,0.300531459,0,5833
1.75,0.300828778,3,5671
9,0.275987621,3,5493
8,0.275952694,3,5327
7.5,0.25871131,3,5137
1,0.349329906,0,27235
0,0.360037003,0,27025
26,0.349162218,0,26976
1,0.308203825,0,26768
2,0.306435176,0,26495
0,0.317183807,0,26234
11,0.317723702,3,26095
1,0.367884725,0,27968
0,0.376017791,0,27879
26,0.396332362,0,28138
1,0.326933165,0,28593
2,0.331933785,0,29057
0,0.331678117,0,29402
11,0.351926471,0,30029
41.5,0.407986673,0,21611
28.5,0.375363816,0,21302
46.5,0.346112184,0,21233
34.5,0.325673458,2,20714
37.5,0.323791601,0,20192
52.5,0.330208013,2,19518
52.5,0.312622077,0,18943
1.5,17.15043547,0,1263
2.5,0.246880963,0,20439
0,0.653109437,0,31324
0.5,0.19282603,0,34207
3,0.238623205,0,34544
2,0.201936215,0,34397
3,0.245133445,0,34059
41,0.297390945,0,38673
11,0.287341805,0,38007
4,0.312874047,0,36593
3,0.248605171,0,35309
9,0.240496106,0,34670
18,0.331635657,0,33968
32,0.261864477,0,36053
41,0.281249142,0,36409
11,0.288254235,0,35715
4,0.28724836,2,35666
3,0.264043179,2,35017
9,0.25997382,2,35142
18,0.261799009,2,34897
32,0.257924534,2,34797
41,0.30544977,0,22845
11,0.303595974,0,22553
4,0.313844506,0,22406
3,0.278557294,0,22236
9,0.268057216,0,22581
18,0.273215484,0,22345
32,0.261226136,0,22314
28,0.375349891,0,22507
18,0.342564103,0,22425
36,0.444756004,0,22111
15,0.284183673,0,23520
25,0.289990967,0,23249
17,0.300273056,4,22706
52,0.335726294,4,22009
16.5,0.433291405,0,35775
12.5,0.352065563,0,35874
21.5,0.35747657,0,35745
8.5,0.316798867,0,35300
17,0.31048919,0,34874
13,0.340577797,0,34095
28,0.431610289,0,32578
28,0.409459849,0,24271
18,0.352393453,0,24379
36,0.350217489,0,24599
15,0.30984748,0,24128
25,0.314693535,0,23820
17,0.330009759,0,23569
52,0.35339974,0,23090
7,0.354116369,0,16568
1,0.34534002,0,16352
9,0.338898778,0,16291
2,0.306362679,0,16141
8,0.286942973,0,16045
3,0.301803227,0,15805
1,0.334591604,0,15365
7,0.3187101,0,30545
1,0.302306037,0,29748
9,0.314835015,0,29336
2,0.270728818,0,28704
8,0.262045318,0,28289
3,0.256802168,0,27675
1,0.34059785,0,27164
6,0.503222165,0,21259
23,0.353691419,0,23365
6,0.360948503,0,23574
16,0.522966647,0,20508
1,0.309238788,0,17459
25,0.296526273,0,17071
20,0.346514545,0,16741
6,0.436779882,0,19962
23,0.325864717,0,18879
6,0.400010877,0,18387
16,0.332789204,0,18378
1,0.281761842,4,18072
25,0.262335014,4,17653
20,0.692647159,4,14729
84,0.291756405,0,26930
21,0.268792453,0,26500
0,0.27610261,0,26664
11,0.231458341,0,26009
12,0.244801623,0,25633
1,0.265113375,0,25623
6,0.258428716,0,25686
84,0.413391049,0,28646
21,0.302912,0,31250
0,0.318794657,0,32190
11,0.257517544,0,31493
12,0.255265909,0,31571
1,0.267363108,0,31302
6,0.267860619,0,30822
5.25,0.346200774,2,38521
13.5,0.319938468,2,37054
9.25,0.346624684,2,36841
2.75,0.313190192,2,37399
1.75,0.313937169,3,37052
4,0.300883067,3,37483
12.25,0.399717091,3,36761
34,0.308373092,0,41920
17,0.293065307,0,41588
3,0.302728443,0,41159
3,0.282140494,0,40813
39,0.292232482,2,40502
7,0.292384809,2,40498
17,0.306955745,2,40312
34,0.31655265,0,47654
17,0.290699158,0,47028
3,0.294476695,0,46856
3,0.30114096,0,46978
39,0.280736706,0,47183
7,0.278622847,0,46676
17,0.286213331,0,46088
0.25,0.436885065,2,22665
1,0.387941863,2,22292
1.5,0.363628326,2,22622
0.5,0.315143429,2,22485
0.25,0.316447251,2,22484
2,0.330571441,2,22207
0.25,0.335203041,2,21572
54,0.377790376,2,28222
39,0.376568585,2,27732
37,0.377142857,2,27300
30,0.364650594,2,26173
20,0.342592936,2,26927
17,0.341131402,2,26887
22,0.340534142,2,27034
21,0.326274896,0,36552
2,0.271151971,0,35895
14,0.276906708,0,35716
7,0.282907992,0,35736
12,0.25211693,0,37082
4,0.2578818,0,37428
3,0.242429154,0,37017
0,0.385240464,4,6030
1.2,0.401285583,4,6534
1.5,0.321072685,4,6824
0.7,0.313913434,4,6677
0,0.266571519,4,6306
0,0.298452836,4,6011
0.1,0.296603008,4,5917
0.666666667,0.352878351,2,9363
0.666666667,0.349239356,2,9137
1,0.323706897,2,9280
3.5,0.382605856,2,9187
2.833333333,0.710919089,3,6365
1.5,0.385283019,3,5300
2.666666667,0.339095477,3,4975
27,0.219059056,0,28312
8,0.226683116,0,28370
26,0.195229796,0,30984
8,0.23952326,0,23409
12,0.22760937,0,23224
28,0.228146663,0,22937
12,0.223093682,0,22950
27,0.280879265,0,39533
8,0.286456304,0,38505
26,0.276276355,3,38371
8,0.2218273,3,41077
12,0.221362425,3,39415
28,0.214596473,3,38845
12,0.209757972,4,39045
27,0.468280679,2,27633
8,0.443561663,2,27942
26,0.435220258,2,28512
8,0.398820342,2,29161
12,0.389808302,2,29004
28,0.383284904,2,28908
12,0.384470818,2,28733
27,0.332372843,2,30887
8,0.313954637,2,30377
26,0.310185495,2,29866
8,0.283181309,2,31245
12,0.268370293,2,30484
28,0.289854591,2,30122
12,0.27171381,2,30050
27,0.327404593,2,34746
8,0.308420776,2,34213
26,0.329097206,2,34072
8,0.296235817,2,35519
12,0.305368085,2,35413
28,0.316456773,2,35256
12,0.314809575,2,35342
1,0.355803437,0,33170
0,0.334872635,0,33565
6,0.336623453,0,33940
1,0.296677585,0,34192
0,0.295832238,0,34239
2,0.298027736,0,33819
6,0.322193026,0,33871
9,0.417666571,2,24419
11,0.389645094,2,23950
12,0.385494287,2,24156
0,0.361653128,2,23882
1,0.369491092,2,23462
12,0.377799751,2,23261
17,0.393482428,2,23475
9,0.348519362,0,26779
11,0.313574813,0,26807
12,0.326128231,0,27388
0,0.28774605,0,27281
1,0.266278397,0,27644
12,0.307567859,0,27815
17,0.29098719,0,26307
9,0.399840542,0,30102
