2014,2015,2016,2014,2015,2016
1.227567754,2.17084776,1.60954575,-1.606127466,2.49907262,6.653241577
2.096401085,1.579474276,1.958972903,-1.511904419,-1.062020489,5.872050284
1.961777541,4.217846097,4.181148476,1.634472342,2.386489424,1.347600867
2.153243992,0.303508357,4.473079783,-0.424974265,-0.404707827,0.574783753
1.697338694,0.913222687,1.16490219,0.094374199,-0.141436351,3.362189132
1.248812017,1.262674284,4.120201191,-0.11089744,-0.339755982,0.097455536
1.248812017,1.262674284,4.120201191,-0.173712805,-0.247091351,0.085492423
3.289618834,3.705218573,4.148290884,0.177380217,0.664832541,-0.101132143
3.165730966,2.621247038,2.697525525,-0.055933996,1.075328196,1.346404556
0.319466145,-0.088638524,0.195315997,-0.031256531,2.169983276,3.462679283
1.625425499,1.894361982,1.32498913,-0.577525865,2.001974506,2.253208537
-0.55954815,-0.290111883,3.011258522,-0.2858831,-0.314641269,0.29125797
-0.55954815,-0.290111883,3.011258522,-0.120992767,-0.345818154,0.282883791
2.218871679,1.635967033,1.109850244,0.652982266,-0.00720254,1.88474465
-0.296731237,0.593193883,0.220695991,-5.286434829,-1.507157128,2.770015028
1.710804615,0.956069808,2.347314686,-0.298221832,-0.670577375,0.398925989
1.502176695,-0.423046759,1.057441685,1.1229758,-0.451473154,1.677782792
0.041647526,0.065229808,-0.217766646,0.593532009,-0.725136924,2.848971575
1.456129514,1.666512684,1.084370349,-5.513018824,-0.054833893,1.507906584
0.204091524,3.988599348,-0.102320795,0.540811971,-0.096403073,2.685076924
0.061312516,0.184358529,0.186804651,4.541926376,-1.696816513,2.372839669
2.096401085,1.579474276,1.958972903,0.371434826,0.250872787,0.485060404
1.961777541,4.217846097,4.181148476,2.578946222,3.492402824,-1.759219634
2.096401085,1.579474276,1.958972903,-1.938151538,0.870946393,0.389355499
-0.052907829,0.737334135,0.45167202,-0.128844687,2.402943891,1.741187292
0.420273993,2.348634649,2.183874208,-0.233163061,-0.099867171,-0.03533502
2.098481451,0.229421762,0.682738635,0.032680537,-0.370066843,1.457661508
0.420273993,2.348634649,2.183874208,-0.026769719,-0.187335655,-0.157358775
1.79928889,0.578213759,1.508207294,2.885171126,0.688215205,0.358251404
1.356419149,2.036065207,1.931717781,-0.14118342,-0.237565081,-0.166929266
0.115429172,-0.092555469,0.415254782,0.008003072,-0.105063319,1.34161931
1.227567754,2.17084776,1.60954575,0.11007804,-0.347550204,0.144111678
0.332808571,-0.586276775,-0.160560708,0.987249743,-1.385047661,1.893118829
0.693056751,1.54797256,1.611313314,-0.275787773,-0.329363687,0.093866602
0.911280721,-0.083042644,1.890355532,-0.006579066,-0.80740926,-0.190855492
-1.09403668,-0.961084853,1.731707348,-0.013309284,-0.37699504,-0.101132143
0.693056751,1.54797256,1.611313314,0.000151151,-0.286928482,0.011321121
0.994200833,0.276553264,0.624128982,-2.90281607,1.845224055,0.980333291
-0.910717208,-0.28822296,-0.209968258,-0.089585084,-0.247091351,1.785450811
1.697338694,0.913222687,1.16490219,-0.12996639,-0.411636023,0.392944433
0.420273993,2.348634649,2.183874208,-0.252232011,0.16080623,-0.69569887
2.991131344,0.518214143,0.57391776,7.644556722,2.817769669,0.900180433
-0.195172343,0.237157815,1.430890607,-0.177077914,-0.373530941,-0.019782973
0.939566982,0.14324058,0.509798828,-0.307195455,-0.240163155,0.876254206
-0.362736321,-0.295705964,-0.081524871,-0.838882651,0.697741475,1.371527093
