dong,news,inout,age,person_num,total_comp
도봉1동,6,0.348002794,2,15747,1521
도봉1동,8,0.325212137,2,15556,1692
도봉1동,2,0.320613664,2,15383,1533
도봉1동,36,0.402002107,2,15184,1548
도봉1동,1.166666667,0.358629826,3,10568,45313
도봉1동,0.833333333,0.338922959,3,10436,45046
도봉1동,1.583333333,0.344209604,3,10267,42248
도봉1동,2.416666667,0.350939664,3,10110,51425
도봉2동,9,0.325491241,0,33792,2165
도봉2동,11,0.269560218,0,34790,2190
도봉2동,5,0.26691891,0,34887,2038
도봉2동,17,0.241750071,0,34970,2194
도봉2동,0.555555556,0.327925095,0,27982,8666
도봉2동,0.111111111,0.295240405,0,28868,9510
도봉2동,2.222222222,0.303600196,3,28554,9395
도봉2동,0.777777778,0.305754255,3,28379,10767
도화동,0,0.33192402,0,16320,57706
도화동,0,0.341783921,0,16133,49715
도화동,0,0.362721037,0,15891,56222
도화동,0,0.366196288,0,15732,69772
도화동,0,0.381416524,2,32728,30856
도화동,0,0.382590286,2,32591,30057
도화동,0,0.389653462,2,32262,33171
도화동,0,0.403691963,0,32178,37420
독산1동,30,0.215713049,0,30026,2600
독산1동,20,0.213233306,4,29592,2615
독산1동,17,0.210398698,4,28869,2380
독산1동,22,0.209843369,4,28283,2390
독산1동,9,0.309828063,0,32163,3305
독산1동,11,0.288958176,0,31752,3331
독산1동,5,0.295689151,0,30806,3599
독산1동,17,0.296540308,0,30205,3208
독산2동,0,0.378990381,2,35241,10220
독산2동,0,0.349726776,2,35319,10176
독산2동,0,0.338791434,2,35116,10526
독산2동,0,0.352985529,2,34483,12617
독산2동,5.285714286,0.283366393,4,3529,4646
독산2동,7.857142857,0.284080915,4,3411,3980
독산2동,3.285714286,0.251805054,4,3324,4864
독산2동,6.714285714,0.244727047,4,3224,4736
독산3동,0,0.315383879,0,20892,1757
독산3동,0,0.305291723,0,20636,2139
독산3동,0,0.301759937,0,20228,2125
독산3동,0,0.312249599,0,19968,2116
독산3동,0,0.241088222,0,44660,8031
독산3동,0,0.240184028,0,44341,7954
독산3동,0,0.240600817,0,43807,9736
독산3동,0,0.249780671,0,43314,9674
독산4동,0,0.313107961,0,22925,8249
독산4동,0,0.320462469,0,22661,8370
독산4동,0,0.321632256,0,22619,9395
독산4동,0,0.323458874,0,22516,9735
독산4동,0,0.225909796,0,39954,4957
독산4동,0,0.225977553,0,39026,4773
독산4동,0,0.230299696,4,38172,4327
독산4동,0,0.235019933,4,32610,5226
돈암1동,0,0.298405744,0,24651,2729
돈암1동,0,0.296926364,0,24336,3319
돈암1동,0,0.292655508,0,24018,3383
돈암1동,0,0.284086486,0,28259,3723
돈암1동,0,0.283849658,0,37541,14903
돈암1동,0,0.274592377,0,37044,14042
돈암1동,0,0.275147039,0,36555,14958
돈암1동,0,0.277132371,0,36239,16046
돈암2동,0,0.319395503,0,27527,1965
돈암2동,0,0.331748354,0,27340,1885
돈암2동,0,0.322388851,0,26406,1952
돈암2동,0,0.30939438,0,26122,1949
돈암2동,0,0.281123694,0,24989,2314
돈암2동,0,0.284328388,0,24739,2360
돈암2동,0,0.274192888,0,24439,2352
돈암2동,0,0.281072803,0,24161,2459
동선동,0,0.405271303,1,40711,6517
동선동,0,0.405261747,2,44776,6250
동선동,0,0.342919571,1,48055,7431
동선동,0,0.353574317,1,48219,8250
동선동,0,0.347606383,2,26320,4346
동선동,0,0.350548864,2,26236,4090
동선동,0,0.346024078,2,26082,4580
동선동,0,0.384722008,2,25972,4607
동화동,0,0.309173004,2,25248,2748
동화동,0,0.314651562,2,25069,2720
동화동,0,0.324973298,2,25279,2611
동화동,0,0.337887711,2,25470,2591
동화동,0,0.280591485,2,30229,2694
동화동,0,0.292439943,2,30013,2879
동화동,0,0.287518375,2,29932,2903
동화동,0,0.310331099,2,30142,2784
둔촌1동,0,0.259431069,0,26084,5306
둔촌1동,0,0.269870753,0,25842,6159
둔촌1동,0,0.310385241,0,26451,6728
둔촌1동,0,0.281895004,0,26744,6990
둔촌1동,0,0.375928756,2,18977,9848
둔촌1동,0,0.379841219,2,18642,9971
둔촌1동,0,0.414465577,2,18665,10529
둔촌1동,0,0.425175053,2,18423,10834
둔촌2동,0,0.255720858,0,33474,27067
둔촌2동,0,0.247259295,0,33568,28598
둔촌2동,0,0.271569931,0,33855,31734
둔촌2동,0,0.271492675,0,33651,35783
둔촌2동,0,0.293362722,0,28129,5238
둔촌2동,0,0.267595493,0,27777,5441
둔촌2동,0,0.246010833,0,27324,5661
둔촌2동,0,0.384479379,4,26017,5472
등촌1동,4.2,0.346702765,2,25855,10411
등촌1동,6.8,0.335408347,2,25542,10170
등촌1동,4.6,0.409614163,2,25192,10471
등촌1동,9.2,0.385398165,2,27024,11355
등촌1동,0.333333333,0.46750654,2,29052,51978
등촌1동,1,0.450887295,2,29697,52524
등촌1동,3.333333333,0.422002464,2,30033,54723
등촌1동,13.33333333,0.422055189,2,29136,60674
등촌2동,30,0.451026604,1,25034,2654
등촌2동,20,0.434800016,1,24977,2755
등촌2동,17,0.444859588,1,24891,2630
등촌2동,22,0.47590694,1,25360,2663
등촌2동,0.25,0.310945614,0,14636,4161
등촌2동,0,0.329639122,0,14437,4616
등촌2동,0,0.354284913,0,14271,4238
등촌2동,0.25,0.345943324,0,14433,4337
등촌3동,30,0.440784122,2,24588,7033
등촌3동,20,0.430598396,2,24315,6702
등촌3동,17,0.427590486,2,24175,7099
등촌3동,22,0.460839481,2,23991,7677
등촌3동,0,0.387244262,2,21653,28304
등촌3동,0,0.379076838,2,21708,26660
등촌3동,0,0.389053254,2,21632,29187
등촌3동,0,0.414966617,2,21568,31743
마장동,0,0.314144461,0,23868,46119
마장동,0,0.315982776,0,23688,49210
마장동,0,0.339288037,0,23063,46577
마장동,0,0.400405474,0,21703,49732
마장동,22,0.339221604,0,31475,63373
마장동,12,0.341004319,0,31026,65115
마장동,22,0.345808139,0,30595,69214
마장동,15.5,0.340479439,0,30786,75372
마천1동,0,0.27180331,0,30993,26148
마천1동,0,0.290290258,0,30938,27523
마천1동,0,0.311206058,0,28788,25476
마천1동,0,0.287917209,0,29182,27279
마천1동,0,0.239793029,0,38846,7042
마천1동,0,0.249481396,0,38083,8217
마천1동,0,0.252282247,4,37244,8385
마천1동,0,0.272752029,4,36722,8937
마천2동,0,0.404454405,2,35695,14862
마천2동,0,0.359034612,2,36172,14313
마천2동,0,0.351565111,2,35908,14740
마천2동,0,0.357637235,2,35687,16586
마천2동,0,0.298002327,0,20624,14744
마천2동,0,0.309863369,0,20054,15379
마천2동,0,0.315439984,0,19728,15914
마천2동,0,0.326739704,0,19716,17390
망우3동,0,0.364982993,2,27341,7849
망우3동,0,0.332214641,2,27115,7545
망우3동,0,0.326629063,2,26948,7415
망우3동,0,0.355388168,2,26419,7653
망우3동,0,0.35187149,2,25461,10355
망우3동,0,0.341721854,2,25670,10273
망우3동,0,0.326981887,2,25506,10167
망우3동,0,0.334582314,2,25354,10320
망우본동,0,0.300787163,2,19818,5608
망우본동,0,0.290800733,3,19632,5115
망우본동,0,0.299891005,3,19267,5014
망우본동,0,0.31303561,3,18787,5462
망우본동,0,0.352800338,2,21301,8483
망우본동,0,0.347765298,2,21457,9378
망우본동,0,0.327782442,2,21438,9921
망우본동,0,0.355095317,2,21245,11416
망원1동,846,0.24408402,0,41371,8608
망원1동,667.5,0.236173539,0,40936,8434
망원1동,570.5,0.235375018,0,40718,9355
망원1동,1230.5,0.273169772,0,40678,11362
망원1동,0,0.296239325,0,18853,5617
망원1동,0,0.279108756,0,18491,6683
망원1동,0,0.31053185,0,18069,7040
망원1동,0,0.314214745,0,17714,6747
망원2동,0,0.321889996,2,18963,11166
망원2동,0,0.314870976,2,18795,12598
망원2동,0,0.316589415,2,18554,15600
망원2동,0,0.326967914,2,18014,16991
망원2동,0,0.265867226,3,21932,13272
망원2동,0,0.254217487,3,21399,14571
망원2동,0,0.254606365,4,20895,15413
망원2동,0,0.278612548,4,20498,18130
면목2동,0,0.335370823,2,12270,42946
면목2동,0,0.346590452,2,12421,43517
면목2동,0,0.36299503,2,12474,44694
면목2동,0,0.363251955,2,12534,44795
면목2동,7,0.24947793,0,34957,2495
면목2동,12,0.238726107,0,34948,2449
면목2동,14,0.241808366,0,34639,2520
면목2동,20,0.253988159,0,34289,2692
면목3.8동,5,0.607768537,0,11302,1881
면목3.8동,0,0.560397244,0,14802,2422
면목3.8동,1,1.03626649,0,21149,3340
면목3.8동,0.666666667,0.426573614,0,37398,4598
면목3.8동,3,0.465737515,2,1722,61763
면목3.8동,1.666666667,0.424036281,2,1764,61868
면목3.8동,3.333333333,0.405764967,2,1804,62183
면목3.8동,3.833333333,0.356531049,2,1868,72671
면목4동,0,0.275226516,3,12913,2581
면목4동,0,0.276932776,3,12689,2156
면목4동,0,0.282803978,3,12468,2426
면목4동,0,0.303543914,4,12331,2650
면목4동,9,0.285309614,0,35302,7986
면목4동,11,0.265484899,4,33904,8463
면목4동,5,0.274593539,4,32783,7991
면목4동,17,0.282226078,4,32272,7991
면목5동,9,0.295674332,3,32573,7511
면목5동,11,0.285124992,3,32242,7272
면목5동,5,0.304974031,4,31383,7288
면목5동,17,0.287015133,4,30859,7090
면목5동,0,0.398260744,2,27713,11042
면목5동,0,0.362773644,2,27819,11419
면목5동,0,0.366939832,2,27822,11693
면목5동,0,0.392600206,2,27244,13522
면목7동,0,0.365643124,0,22243,4614
면목7동,0,0.254126846,0,23020,5434
면목7동,0,0.284625551,0,22700,4917
면목7동,0,0.255006258,0,22372,5517
면목7동,4,0.274072938,0,26077,5826
면목7동,2,0.275352819,0,25934,5602
면목7동,1.5,0.26894274,0,26039,5447
면목7동,9,0.256237227,0,25933,5691
면목본동,0,0.253561394,0,20287,2550
면목본동,0,0.241419637,4,19667,3003
면목본동,0,0.244386423,4,19150,2735
면목본동,0,0.321851971,4,18726,2770
면목본동,0,0.258015711,4,17185,14416
면목본동,0,0.256673022,4,16784,17294
면목본동,0,0.29086906,2,16351,16742
면목본동,0,0.282967204,2,16069,16875
명동,0,0.305166869,0,23941,5376
명동,0,0.307006695,0,23449,5125
명동,0,0.309371923,4,23357,5448
명동,0,0.313498766,4,23091,5039
명동,0,0.283068558,0,23542,3853
명동,0,0.283270451,0,23324,4357
명동,0,0.294816368,4,22899,4814
명동,0,0.295470323,4,23048,4510
명일1동,0,0.366277636,2,24334,8736
명일1동,0,0.358126722,2,24321,8413
명일1동,0,0.357261205,2,24142,8482
명일1동,0,0.379812089,2,24054,8887
명일1동,0,0.31656027,3,7989,1744
명일1동,0,0.300784314,3,7650,1659
명일1동,0,0.323909855,3,7499,1595
명일1동,0,0.349008886,3,7315,1595
명일2동,0,0.349184783,3,9568,6278
명일2동,0,0.395528625,4,9572,5682
명일2동,0,0.396439644,4,9999,6859
명일2동,0,0.402239619,4,10091,7424
명일2동,0,0.305690502,0,38081,13306
명일2동,0,0.289355283,2,38451,13368
명일2동,0,0.281152486,2,38456,14157
명일2동,0,0.266556377,4,38686,14578
목1동,0,0.239620403,0,25290,1565
목1동,0,0.24343647,0,25177,1787
목1동,0,0.207134592,0,25061,1675
목1동,0,0.220808779,0,24605,1844
목1동,0,0.259898872,0,12855,9283
목1동,0,0.254311014,4,12874,9142
목1동,0,0.230560928,4,12925,10323
목1동,0,0.259751494,4,12716,10475
목2동,0,0.264379005,0,24654,2019
목2동,0,0.276517323,0,24418,1956
목2동,0,0.249989666,0,24193,1990
목2동,0,0.253524631,4,24116,1921
목2동,0,0.261687967,0,24491,3486
목2동,0,0.275424613,0,23963,3451
목2동,0,0.270470938,0,23570,3407
목2동,0,0.259309699,3,23497,3478
목3동,0,0.274634204,2,25219,4110
목3동,0,0.278463418,2,23741,4035
목3동,0,0.29060678,2,23155,5642
목3동,0,0.307034845,2,22815,5312
목3동,0,0.249959095,0,18335,2560
목3동,0,0.246562164,0,17671,3056
목3동,0,0.248048669,3,17424,2646
목3동,0,0.252218071,4,17132,3049
목4동,0,0.225080611,3,14266,1928
목4동,0,0.230408766,4,13871,1567
목4동,0,0.234699897,4,13562,1775
목4동,0,0.226114175,4,13418,1889
목4동,2.5,0.232930969,0,21208,2300
목4동,1.5,0.260941456,3,19353,2079
목4동,9,0.255953028,4,18394,2442
목4동,16,0.239494174,4,18109,2968
목5동,0,0.277019318,0,25417,3592
목5동,0,0.270972172,0,24759,3974
목5동,0,0.266984505,0,24331,4417
목5동,0,0.281859813,4,24239,4681
목5동,0,0.415244387,0,16347,3306
목5동,0,0.381456366,0,15779,3030
목5동,0,0.389596946,0,15457,3247
목5동,0,0.417671198,0,15596,2965
무악동,0,0.248742556,0,32407,6806
무악동,0,0.292777674,0,32178,7895
무악동,0,0.463632451,0,37176,8358
무악동,0,0.230014922,0,42219,9197
무악동,0,0.251537588,0,25527,5557
무악동,0,0.265953199,0,25042,5172
무악동,0,0.284906428,0,24580,5374
무악동,0,0.27625343,0,24054,6095
묵1동,0,0.40654295,3,10454,3198
묵1동,0,0.333426339,3,10752,4043
묵1동,0,0.316616485,3,10628,4214
묵1동,0,0.332593415,3,10812,3957
묵1동,0.333333333,0.324786407,2,34840.33333,26506
묵1동,0,0.076571885,3,34242.33333,26112
묵1동,0,0.29288844,3,8901,27660
묵1동,0,0.364752252,3,8880,29091
묵2동,0,0.242871587,0,29670,3975
묵2동,0,0.25901821,0,28886,4496
묵2동,0,0.238138686,0,28496,4655
묵2동,0,0.245936818,0,28426,4190
묵2동,0,0.367530581,0,21337,19901
묵2동,0,0.350446116,0,21407,27372
묵2동,0,0.348154324,0,21591,22408
묵2동,0,0.3660037,0,21620,20312
문래동,0,0.246951379,0,38214,13980
문래동,0,0.235284897,0,38277,13854
문래동,0,0.241467263,0,38030,13863
문래동,0,0.25845872,0,38215,14948
문래동,30,0.445591205,1,26742,6754
문래동,20,0.493041148,1,23136,5632
문래동,17,0.551438983,1,21404,5630
문래동,22,0.58545472,1,20859,5899
문정1동,47,0.327488068,0,28285,3569
문정1동,56,0.311959629,0,28337,3927
문정1동,82,0.306402974,0,28518,3689
문정1동,73,0.328795147,0,28352,3870
문정1동,47,0.292246183,0,23511,2707
문정1동,56,0.286989299,0,23081,2933
문정1동,82,0.30520861,0,22578,3212
문정1동,73,0.321740298,0,22341,3330
문정2동,4.2,0.32925801,2,23720,5375
문정2동,6.8,0.304338053,2,22245,5800
문정2동,6.8,0.31594939,2,22051,6454
문정2동,13.8,0.381775115,2,21531,5355
문정2동,30,0.351552188,2,20455,2385
문정2동,20,0.324398223,2,20481,2256
문정2동,17,0.33098279,2,20279,2253
문정2동,22,0.361976107,2,20424,2430
미성동,11,0.291288102,0,25425,5352
미성동,5,0.280773833,0,25070,5028
미성동,8,0.274821544,4,24656,5152
미성동,5,0.298791019,4,24318,4893
미성동,11,0.316689268,0,20648,3669
미성동,5,0.278382947,0,21298,3715
미성동,8,0.358570261,0,22018,3846
미성동,5,0.298892989,0,23035,3876
미아동,11,0.34947391,0,18628,3917
미아동,5,0.296804668,4,17995,4187
미아동,8,0.300979619,4,17762,4143
미아동,5,0.365052199,4,17529,4147
미아동,11,0.293545535,0,19227,3645
미아동,5,0.288793549,0,19346,3786
미아동,8,0.273594531,0,19602,4271
미아동,5,0.282524667,0,19662,4114
반포1동,11,0.308520455,0,16255,3585
반포1동,5,0.290356138,0,16342,3393
반포1동,8,0.284251731,0,16605,4412
반포1동,5,0.322167607,0,16479,4251
반포1동,11,0.277604167,0,13440,3322
반포1동,5,0.278143643,4,12907,3473
반포1동,8,0.271370094,4,12459,3412
반포1동,5,0.269063449,4,12183,3523
반포2동,11,0.251849243,0,25551,5793
반포2동,5,0.231433231,0,25139,5355
반포2동,8,0.250851029,0,24676,5685
반포2동,5,0.271244136,0,24089,5709
반포2동,21,0.272977309,0,21815,4600
반포2동,30,0.240183278,0,20297,4451
반포2동,21,0.242043423,0,19575,4645
반포2동,45,0.235312435,0,19268,5010
반포3동,21,0.238474324,0,22862,3727
반포3동,30,0.223802792,0,22636,3708
반포3동,21,0.236586566,0,22347,3552
반포3동,45,0.266871304,0,22153,3580
반포3동,21,0.245859151,0,58261,7788
반포3동,30,0.235869789,0,58244,7934
반포3동,21,0.241982202,0,57310,9120
반포3동,45,0.231015683,0,56494,9146
반포4동,21,0.306807058,2,37799,12728
반포4동,30,0.310625615,2,37579,12547
반포4동,21,0.292294897,2,37274,13339
반포4동,45,0.306064417,2,36574,14591
반포4동,21,0.242392022,0,27274,5128
반포4동,30,0.236436111,0,27094,5130
반포4동,21,0.245402663,0,26809,5242
반포4동,45,0.246069746,0,26525,6238
반포본동,21,0.223929125,0,33524,4457
반포본동,30,0.222522929,0,33255,4365
반포본동,21,0.250443344,0,32706,4262
반포본동,45,0.238870258,0,32503,4436
반포본동,2.2,0.45111674,1,21715,30867
반포본동,1.6,0.440868126,1,21748,30866
반포본동,0.4,0.451008184,1,21871,32934
반포본동,4.2,0.4447157,1,22529,37178
발산1동,1,0.276266832,0,22576,3734
발산1동,1,0.297919195,0,22251,3803
발산1동,0,0.25908352,0,22761,3994
발산1동,12,0.296867363,0,22505,3888
발산1동,1,0.28921591,0,21949,3838
발산1동,1,0.294410625,0,21684,4299
발산1동,0,0.312146033,0,21365,4728
발산1동,12,0.3185995,4,21221,5301
방배1동,1,0.293204809,2,18881,3293
방배1동,1,0.298082074,2,18666,3182
방배1동,0,0.306922572,2,18288,3760
방배1동,12,0.320647419,4,18288,3779
방배1동,1,0.285629236,0,21836,1880
방배1동,1,0.283375605,0,21685,1933
방배1동,0,0.279829212,0,21313,1761
방배1동,12,0.277623464,0,21241,1892
방배2동,3.666666667,0.2914186,2,19484,12526
방배2동,2.333333333,0.29984464,2,19310,12492
방배2동,5.333333333,0.66591029,2,18950,13127
방배2동,16.66666667,0.389988861,2,27829,13183
방배2동,0,0.377198662,1,18534,13520
방배2동,0,0.368489442,1,18470,13134
방배2동,0,0.378419702,1,18313,12385
방배2동,0,0.367741584,1,18358,14300
방배3동,1,0.316028175,0,39468,4984
방배3동,18,0.298314307,0,39331,5139
방배3동,8,0.306332691,0,38925,5286
방배3동,34,0.350258851,0,38246,5313
방배3동,1,0.325657298,0,16545,3170
방배3동,18,0.321887112,0,16512,3671
방배3동,8,0.317927512,0,16444,4176
방배3동,34,0.348834348,0,16257,4360
방배4동,1,0.312216723,0,19195,2019
방배4동,18,0.28723845,0,19308,1911
방배4동,8,0.305093582,0,19181,2033
방배4동,34,0.320866245,0,19117,1998
방배4동,34.5,0.25852589,0,29645,26298
방배4동,37.5,0.260632534,0,29532,28387
방배4동,52.5,0.267611951,0,28986,31628
방배4동,52.5,0.277775847,0,28775,34695
방배본동,0,0.332004858,2,84809,49427
방배본동,0,0.061595794,2,84259,3478
방배본동,0,0.278757829,2,19160,3243
방배본동,0,0.261746015,2,19198,3524
방배본동,31,0.447484204,2,30229,30622
방배본동,34,0.574612809,0,38224,30202
방배본동,40,0.31387929,0,47171,36069
방배본동,43,0.27546505,0,47683,46803
방이1동,16.5,0.381309367,2,23477,45417
방이1동,31,0.378472222,2,23328,44373
방이1동,34.5,0.438790206,2,22913,47268
방이1동,21,0.400241989,2,23968,50256
방이1동,0,0.336979196,2,17737,22350
방이1동,0,0.34806347,2,17583,19922
방이1동,0,0.359754686,2,17284,21577
방이1동,0.666666667,0.372586426,2,17298,20951
방이2동,2.833333333,0.295313332,0,22532,18182
방이2동,3.333333333,0.291348713,0,22540,18234
방이2동,1,0.296204917,2,22292,18189
방이2동,0.333333333,0.321342708,2,22045,21050
방이2동,4,0.237134266,0,34588,144894
방이2동,0,0.226083413,0,34359,150020
방이2동,1,0.235763065,0,34119,148392
방이2동,8,0.242887823,0,33991,153182
방학1동,63,0.515528288,2,36836,133384
방학1동,84,0.51789786,2,36401,144308
방학1동,245,0.552615622,2,36282,147358
방학1동,277,0.579479411,2,36305,154595
방학1동,63,0.404552864,0,34967,37603
방학1동,84,0.392256326,0,34893,34579
방학1동,245,0.426545455,0,35750,35014
방학1동,277,0.391996236,0,36133,40726
방학2동,0,0.316565871,0,48944,7421
방학2동,0,0.325132844,0,49306,7428
방학2동,4,0.311223976,0,49617,7452
방학2동,0,0.351219611,0,49442,8037
방학2동,10,0.372806803,2,20461,4543
방학2동,19,0.352299106,2,20247,5242
방학2동,5,0.359051916,2,20167,5315
방학2동,21,0.369545362,2,19708,5874
방학3동,9,0.290312286,1,43870,9556
방학3동,15,0.288741325,1,43371,10258
방학3동,9,0.295249239,1,42730,10384
방학3동,7,0.304176591,1,42403,11422
방학3동,2,0.291545816,2,18618,4257
방학3동,2,0.321758486,2,17970,4964
방학3동,2,0.314692176,3,16308,4876
방학3동,8,0.348749681,3,15676,6603
방화1동,8,0.237195122,0,42640,15540
방화1동,16,0.246775177,0,42638,15145
방화1동,3,0.272797836,0,42515,15418
방화1동,7,0.270670642,0,42258,16307
방화1동,0.222222222,0.366486899,4,20953,34074
방화1동,0.444444444,0.445838302,4,20965,34547
방화1동,0.333333333,0.468897638,2,20320,34416
방화1동,0.666666667,0.44937166,2,20769,39367
방화2동,1,0.272955449,2,28686,4122
방화2동,1.5,0.268587896,2,27760,4537
방화2동,1,0.284552548,2,27299,5027
방화2동,2,0.249155901,2,27248,5366
방화2동,4,0.271465164,0,39040,15708
방화2동,0,0.266640857,0,38745,16645
방화2동,12,0.285545459,0,38078,15858
방화2동,9,0.301931594,0,37482,17071
방화3동,23,0.317605112,2,21596,4540
방화3동,54,0.292110279,2,21509,4353
방화3동,45,0.350245575,2,21582,4665
방화3동,16,0.346629111,2,22012,4783
방화3동,11.33333333,0.245383505,0,40182,6233
방화3동,25.66666667,0.251055419,0,40979,6306
방화3동,23.33333333,0.320661598,0,44982,7549
방화3동,12.66666667,0.234152821,0,45923,7377
번1동,5,0.231231378,0,20473,4111
번1동,9,0.233918992,0,20319,4286
번1동,13,0.232577707,0,20204,4272
번1동,18,0.228564295,0,20025,4491
번1동,7,0.388643906,2,21997,2565
번1동,2,0.456704645,2,22820,2720
번1동,6,0.30256605,2,23694,2865
번1동,18,0.332847654,2,23335,2815
번2동,1,0.308369294,0,17612,2162
번2동,0,0.286643638,0,17370,1926
번2동,0,0.312393888,0,17081,2141
번2동,12,0.296568627,3,16728,2371
번2동,1,0.298826202,3,13205,8455
번2동,0,0.293609279,3,13191,8254
번2동,0,0.526137429,3,13869,8608
번2동,3,0.581703781,2,16211,10617
번3동,0.833333333,0.313813581,2,19365,15858
번3동,0.833333333,0.304963806,0,19340,15534
번3동,1.833333333,0.365410709,0,19162,16683
번3동,8.333333333,0.37782837,0,21523,19599
번3동,4,0.26117818,3,17892,11464
번3동,0.5,0.253783536,3,17444,13485
번3동,4.5,0.282913165,3,17493,14846
번3동,4.5,0.278683801,3,17353,15296
보광동,2.5,0.310724379,0,13446,1662
보광동,2,0.293903272,2,13171,1600
보광동,1,0.297181373,0,13056,1730
보광동,2,0.319111452,0,13055,1763
보광동,0,0.242291372,2,14140,2783
보광동,0.5,0.254598117,2,13810,2934
보광동,0,0.257763285,2,13493,2982
보광동,0,0.256968968,2,13309,3132
보라매동,19.5,0.29532181,2,33902,27469
보라매동,5,0.304046588,2,33485,27882
보라매동,7,0.314804086,2,32795,30562
보라매동,9.5,0.33337361,2,33104,32090
보라매동,8.5,0.276869533,0,21837,3511
보라매동,1.5,0.314837934,0,21627,3478
보라매동,0.5,0.317594966,3,21455,3703
보라매동,0,0.309032258,4,21700,4027
보문동,6.5,0.285746567,0,39829,6050
보문동,6,0.289246231,0,39800,5940
보문동,8.5,0.431091399,0,39683,6245
보문동,26,0.311448367,0,45465,6689
보문동,0,0.393922867,2,12835,7383
보문동,1.75,0.381808279,2,12852,8110
보문동,0,0.419239106,2,13379,9556
보문동,0.25,0.445888399,2,13620,11433
부암동,0.2,0.273776662,0,15940,6786
부암동,0.2,0.24522733,0,15924,6812
부암동,0.6,0.272899438,0,15841,7589
부암동,0.6,0.280780972,0,15724,8176
부암동,4,0.285755419,0,24311,5054
부암동,4,0.271756838,0,23326,5506
부암동,25,0.269588543,0,23113,5203
부암동,13,0.295809116,0,22883,5453
북가좌1동,4,0.216848924,0,31183,3651
북가좌1동,4,0.220486909,0,30478,3592
북가좌1동,25,0.224226718,0,30099,3753
북가좌1동,13,0.22798951,0,29361,3439
북가좌1동,4,0.243558299,0,36287,3549
북가좌1동,4,0.247399744,0,35958,3746
북가좌1동,25,0.239484857,0,35330,3700
북가좌1동,13,0.248161607,0,34949,3588
북가좌2동,6,0.253174468,0,29375,5165
북가좌2동,7,0.23354312,0,29395,4899
북가좌2동,12,0.249543182,0,29005,5280
북가좌2동,15,0.244147737,0,28835,5645
북가좌2동,3,0.300606226,0,21939,7627
북가좌2동,3.5,0.285675032,0,21836,8745
북가좌2동,6,0.295509259,0,21600,7511
북가좌2동,7.5,0.300915811,0,21511,8399
북아현동,7,0.286898174,2,37407,7599
북아현동,12,0.285118631,2,37174,7535
북아현동,14,0.302558519,2,36740,7260
북아현동,20,0.299325075,2,36893,7623
북아현동,1.6,0.385907606,4,2143,27060
북아현동,1.2,0.322705314,4,2070,27740
북아현동,7.5,0.3515,4,2000,30488
북아현동,2.6,0.400418191,4,1913,30478
불광1동,0,0.294417682,0,17645,1018
불광1동,0,0.281510684,0,17502,1024
불광1동,3,0.287449393,0,17290,1134
불광1동,1,0.294394423,0,17215,1008
불광1동,2,0.319267245,0,32371,7517
불광1동,8,0.320240941,0,32207,7074
불광1동,4,0.312213207,0,32907,7436
불광1동,16,0.324778546,0,32964,7550
불광2동,2,0.53983107,0,24152,2180
불광2동,8,0.315075678,0,26692,2214
불광2동,4,0.380446666,0,25612,2147
불광2동,16,0.339531543,0,25061,2065
불광2동,2,0.33433984,0,27819,4906
불광2동,8,0.325937589,0,27944,5272
불광2동,4,0.338545571,3,28011,4992
불광2동,16,0.340419368,3,27613,4834
사근동,3,0.313483179,1,34391,6039
사근동,6,0.305705187,1,33601,5316
사근동,0,0.294709717,1,32985,5870
사근동,2,0.310452757,1,32269,6688
사근동,3,0.25283911,0,23687,2126
사근동,6,0.242478252,0,23565,2183
사근동,0,0.252994854,0,23123,2090
사근동,2,0.266996888,0,22813,1986
사당1동,67,0.243201407,0,28425,3553
사당1동,199,0.221223276,0,28252,3486
사당1동,61,0.234859042,0,27987,3551
사당1동,89,0.269045495,0,28025,4069
사당1동,67,0.206385405,2,10524,813
사당1동,199,0.25595584,2,10326,876
사당1동,61,0.299208655,2,9983,647
사당1동,89,0.319388906,2,9753,823
사당2동,2,0.288620656,2,10273,7153
사당2동,4,0.2840794,2,9874,7121
사당2동,5,0.302148519,2,9588,7540
사당2동,6,0.296300211,2,9460,8014
사당2동,2,0.280104712,2,11842,2046
사당2동,4,0.28154528,2,11959,2215
사당2동,5,0.275569867,2,11801,2848
사당2동,6,0.289923704,2,11403,3340
사당3동,3.333333333,0.360489008,1,9734,13368
사당3동,1.333333333,0.360382112,1,9526,13777
사당3동,0.666666667,0.698680739,1,9475,14597
사당3동,1,0.351857801,1,9339,18241
사당3동,0,0.270557029,0,33930,5956
사당3동,0,0.274432204,0,33859,5792
사당3동,0,0.28630841,4,33663,6047
사당3동,0,0.277533563,4,33668,5463
사당4동,7,0.345361537,2,28932,4316
사당4동,12,0.352055224,2,28683,4406
사당4동,14,0.356687898,2,28574,4425
사당4동,20,0.367620056,2,28320,4637
사당4동,1,0.276069413,0,18959,4248
사당4동,4.5,0.256434801,0,18804,5454
사당4동,4.5,0.279470708,4,18213,5578
사당4동,2,0.291139949,4,17878,6527
사당5동,40.33333333,0.267399267,0,19383,5505
사당5동,42.66666667,0.262956758,0,19102,5064
사당5동,45.66666667,0.278765301,0,18790,5397
사당5동,81.66666667,0.344814431,0,18349,8585
사당5동,1,0.255862808,0,23325,8005
