ID,1층,금액차이,Number of Records,X,Y,거래금액(만원),건축년도,계약년월,계약일,구 (국민은행시세정보!),구,단지명,도로명,동 (국민은행시세정보!),동,번지,변동액,본번,부번,국민은행시세,아파트,일반거래가,입력주소,전용면적 (국민은행시세정보!),전용면적,주택형,중간층,층,평형,하한가
421,11800,1000,1,305911,541968,36000,1991-01-01,201804,21~30,관악구,관악구,현대,대학20길,신림동,신림동,255-189,0,255,189,37000,현대,33500, 관악구 신림동 현대,84,84,105.78,13400,10,32,29500
422,25800,-200,1,321447,549840,73700,1996-01-01,201804,1~10,광진구,광진구,광나루현대,아차산로76길,광장동,광장동,567,0,567,0,73500,광나루현대,69500, 광진구 광장동 광나루현대,85,85,125.62,27800,20,38,64500
423,25800,10500,1,321447,549840,63000,1996-01-01,201804,11~20,광진구,광진구,광나루현대,아차산로76길,광장동,광장동,567,0,567,0,73500,광나루현대,69500, 광진구 광장동 광나루현대,85,85,125.62,27800,2,38,64500
424,40900,-1000,1,317532,548359,110000,1985-01-01,201804,21~30,광진구,광진구,극동1,아차산로,광장동,광장동,218-1,0,218,1,109000,극동1,106500, 광진구 광장동 극동1,85,85,105.78,42600,13,32,102250
425,20000,-6500,1,321441,550113,62000,1987-01-01,201804,1~10,광진구,광진구,워커힐푸르지오,아차산로78길,광장동,광장동,148-4,0,148,4,55500,워커힐푸르지오,53500, 광진구 광장동 워커힐푸르지오,69,69,95.86,21400,11,29,50000
426,22600,500,1,321441,550113,62000,1987-01-01,201804,1~10,광진구,광진구,워커힐푸르지오,아차산로78길,광장동,광장동,148-4,0,148,4,62500,워커힐푸르지오,58500, 광진구 광장동 워커힐푸르지오,69,69,95.86,23400,11,29,56500
427,22600,4500,1,321441,550113,58000,1987-01-01,201804,21~30,광진구,광진구,워커힐푸르지오,아차산로78길,광장동,광장동,148-4,0,148,4,62500,워커힐푸르지오,58500, 광진구 광장동 워커힐푸르지오,66,66,89.25,23400,9,27,56500
428,20000,-2500,1,321441,550113,58000,1987-01-01,201804,21~30,광진구,광진구,워커힐푸르지오,아차산로78길,광장동,광장동,148-4,0,148,4,55500,워커힐푸르지오,53500, 광진구 광장동 워커힐푸르지오,66,66,89.25,21400,9,27,50000
429,26800,17500,1,320061,548553,60000,1992-01-01,201804,1~10,광진구,광진구,구의강변우성아파트,구의강변로,구의동,구의동,546-7,0,546,7,77500,구의강변우성아파트,72000, 광진구 구의동 구의강변우성아파트,85,85,109.09,28800,5,33,67000
430,31000,5485,1,320277,548734,82515,1996-01-01,201804,11~20,광진구,광진구,구의현대2단지,광나루로56길,구의동,구의동,611,0,611,0,88000,구의현대2단지,83000, 광진구 구의동 구의현대2단지,85,85,109.09,33200,1,33,77500
431,31000,5485,1,320277,548734,82515,1996-01-01,201804,11~20,광진구,광진구,구의현대2단지,광나루로56길,구의동,구의동,611,0,611,0,88000,구의현대2단지,83000, 광진구 구의동 구의현대2단지,85,85,109.09,33200,1,33,77500
432,32200,8485,1,320277,548734,82515,1996-01-01,201804,11~20,광진구,광진구,구의현대2단지,광나루로56길,구의동,구의동,611,0,611,0,91000,구의현대2단지,86000, 광진구 구의동 구의현대2단지,85,85,109.09,34400,1,33,80500
433,20000,-2800,1,320019,548791,59800,2001-01-01,201804,11~20,광진구,광진구,성동강변파크빌101(강변타워),구의강변로5길,구의동,구의동,657,0,657,0,57000,성동강변파크빌101(강변타워),55000, 광진구 구의동 성동강변파크빌101(강변타워),85,85,109.09,22000,6,33,50000
434,21600,-9700,1,320503,548742,72200,1997-01-01,201804,1~10,광진구,광진구,현대프라임,광나루로56길,구의동,구의동,631-1,0,631,1,62500,현대프라임,60500, 광진구 구의동 현대프라임,60,60,85.95,24200,22,26,54000
435,21600,-9700,1,320503,548742,72200,1997-01-01,201804,1~10,광진구,광진구,현대프라임,광나루로56길,구의동,구의동,631-1,0,631,1,62500,현대프라임,60500, 광진구 구의동 현대프라임,60,60,82.64,24200,22,25,54000
436,21600,2000,1,318402,548130,62000,1999-01-01,201804,11~20,광진구,광진구,대동,뚝섬로31길,자양동,자양동,784-1,0,784,1,64000,대동,60000, 광진구 자양동 대동,60,60,82.64,24000,8,25,54000
437,21600,2000,1,318402,548130,62000,1999-01-01,201804,11~20,광진구,광진구,대동,뚝섬로31길,자양동,자양동,784-1,0,784,1,64000,대동,60000, 광진구 자양동 대동,60,60,79.33,24000,8,24,54000
438,52000,8500,1,318160,548758,144000,2007-01-01,201804,1~10,광진구,광진구,더샵스타시티,아차산로,자양동,자양동,227-7,0,227,7,152500,더샵스타시티,140000, 광진구 자양동 더샵스타시티,140,140,185.12,56000,36,56,130000
439,52000,8500,1,318160,548758,144000,2007-01-01,201804,1~10,광진구,광진구,더샵스타시티,아차산로,자양동,자양동,227-7,0,227,7,152500,더샵스타시티,140000, 광진구 자양동 더샵스타시티,140,140,185.12,56000,36,56,130000
440,52000,30000,1,318160,548758,122500,2007-01-01,201804,1~10,광진구,광진구,더샵스타시티,아차산로,자양동,자양동,227-7,0,227,7,152500,더샵스타시티,140000, 광진구 자양동 더샵스타시티,140,140,185.12,56000,16,56,130000
441,52000,30000,1,318160,548758,122500,2007-01-01,201804,1~10,광진구,광진구,더샵스타시티,아차산로,자양동,자양동,227-7,0,227,7,152500,더샵스타시티,140000, 광진구 자양동 더샵스타시티,140,140,185.12,56000,16,56,130000
442,33000,1200,1,318402,548130,89800,2017-01-01,201804,1~10,광진구,광진구,래미안 프리미어팰리스,아차산로,자양동,자양동,859,0,859,0,91000,래미안 프리미어팰리스,88500, 광진구 자양동 래미안 프리미어팰리스,103,103,139.79,35400,28,42,82500
443,24400,3050,1,318402,548130,63200,1989-01-01,201804,1~10,광진구,광진구,우성2,뚝섬로,자양동,자양동,520-2,0,520,2,66250,우성2,64750, 광진구 자양동 우성2,65,65,85.95,25900,3,26,61000
444,48800,15000,1,318402,548130,130000,2009-01-01,201804,1~10,광진구,광진구,이튼타워리버5차,능동로4길,자양동,자양동,856,0,856,0,145000,이튼타워리버5차,130000, 광진구 자양동 이튼타워리버5차,160,160,215.72,52000,8,65,122000
445,48800,13000,1,318402,548130,132000,2009-01-01,201804,1~10,광진구,광진구,이튼타워리버5차,능동로4길,자양동,자양동,856,0,856,0,145000,이튼타워리버5차,130000, 광진구 자양동 이튼타워리버5차,160,160,215.72,52000,9,65,122000
446,48800,35000,1,318402,548130,110000,2009-01-01,201804,11~20,광진구,광진구,이튼타워리버5차,능동로4길,자양동,자양동,856,0,856,0,145000,이튼타워리버5차,130000, 광진구 자양동 이튼타워리버5차,160,160,215.72,52000,1,65,122000
447,48800,15000,1,318402,548130,130000,2009-01-01,201804,11~20,광진구,광진구,이튼타워리버5차,능동로4길,자양동,자양동,856,0,856,0,145000,이튼타워리버5차,130000, 광진구 자양동 이튼타워리버5차,160,160,215.72,52000,15,65,122000
448,23400,-4500,1,318068,548275,72500,1995-01-01,201804,11~20,광진구,광진구,자양2현대,뚝섬로34길,자양동,자양동,761,0,761,0,68000,자양2현대,65500, 광진구 자양동 자양2현대,60,60,85.95,26200,12,26,58500
449,27600,-6500,1,318402,548130,86500,1993-01-01,201804,11~20,광진구,광진구,한강우성,능동로1길,자양동,자양동,1월-87,0,87,1,80000,한강우성,76000, 광진구 자양동 한강우성,85,85,115.7,30400,22,35,69000
450,20800,-500,1,319697,551649,57000,1999-01-01,201804,11~20,광진구,광진구,에스케이,용마산로,중곡동,중곡동,292,0,292,0,56500,에스케이,54500, 광진구 중곡동 에스케이,113,113,138.84,21800,10,42,52000
451,12440,-100,1,302492,542426,33300,1998-01-01,201804,11~20,구로구,구로구,효성,남부순환로,가리봉동,가리봉동,139,0,139,0,33200,효성,32450, 구로구 가리봉동 효성,85,85,119,12980,8,36,31100
452,9740,200,1,302492,542426,26400,1998-01-01,201804,21~30,구로구,구로구,효성,남부순환로,가리봉동,가리봉동,139,0,139,0,26600,효성,25750, 구로구 가리봉동 효성,60,60,82.64,10300,10,25,24350
453,24000,1600,1,298425,544771,60900,2014-01-01,201804,1~10,구로구,구로구,개봉푸르지오,남부순환로,개봉동,개봉동,492,0,492,0,62500,개봉푸르지오,61000, 구로구 개봉동 개봉푸르지오,120,120,151.7,24400,24,46,60000
454,17300,-1650,1,298425,544771,46400,2014-01-01,201804,1~10,구로구,구로구,개봉푸르지오,남부순환로,개봉동,개봉동,492,0,492,0,44750,개봉푸르지오,44250, 구로구 개봉동 개봉푸르지오,60,60,85.96,17700,23,26,43250
455,17300,-1050,1,298425,544771,45800,2014-01-01,201804,1~10,구로구,구로구,개봉푸르지오,남부순환로,개봉동,개봉동,492,0,492,0,44750,개봉푸르지오,44250, 구로구 개봉동 개봉푸르지오,60,60,85.96,17700,21,26,43250
456,20400,1250,1,298425,544771,51500,2014-01-01,201804,1~10,구로구,구로구,개봉푸르지오,남부순환로,개봉동,개봉동,492,0,492,0,52750,개봉푸르지오,51750, 구로구 개봉동 개봉푸르지오,85,85,110.98,20700,4,34,51000
457,20400,-250,1,298425,544771,53000,2014-01-01,201804,21~30,구로구,구로구,개봉푸르지오,남부순환로,개봉동,개봉동,492,0,492,0,52750,개봉푸르지오,51750, 구로구 개봉동 개봉푸르지오,85,85,110.98,20700,9,34,51000
458,9200,-1750,1,298679,544188,26750,1988-01-01,201804,1~10,구로구,구로구,거성,개봉로15길,개봉동,개봉동,270-80,0,270,80,25000,거성,24000, 구로구 개봉동 거성,79,79,99.17,9600,4,30,23000
459,6000,500,1,298679,544188,16000,1988-01-01,201804,11~20,구로구,구로구,거성,개봉로15길,개봉동,개봉동,270-80,0,270,80,16500,거성,16000, 구로구 개봉동 거성,48,48,62.81,6400,1,19,15000
460,9100,11200,1,298679,544188,14800,1993-01-01,201804,1~10,구로구,구로구,거성푸르뫼1,고척로,개봉동,개봉동,60-101,0,60,101,26000,거성푸르뫼1,25000, 구로구 개봉동 거성푸르뫼1,60,60,76.03,10000,1,23,22750
461,11600,-650,1,298679,544188,33150,1994-01-01,201804,1~10,구로구,구로구,거성푸르뫼2,고척로,개봉동,개봉동,60-82,0,60,82,32500,거성푸르뫼2,30500, 구로구 개봉동 거성푸르뫼2,85,85,105.78,12200,14,32,29000
462,11600,0,1,298679,544188,32500,1994-01-01,201804,21~30,구로구,구로구,거성푸르뫼2,고척로,개봉동,개봉동,60-82,0,60,82,32500,거성푸르뫼2,30500, 구로구 개봉동 거성푸르뫼2,85,85,105.78,12200,11,32,29000
463,10700,4900,1,298679,544188,24100,1994-01-01,201804,1~10,구로구,구로구,건영,고척로21나길,개봉동,개봉동,1월-47,0,47,1,29000,건영,28000, 구로구 개봉동 건영,84,84,122.31,11200,1,37,26750
464,10700,300,1,298679,544188,28700,1994-01-01,201804,11~20,구로구,구로구,건영,고척로21나길,개봉동,개봉동,1월-47,0,47,1,29000,건영,28000, 구로구 개봉동 건영,84,84,122.31,11200,6,37,26750
465,12600,1300,1,298679,544188,32700,2002-01-01,201804,1~10,구로구,구로구,고운,경인로,개봉동,개봉동,484,0,484,0,34000,고운,33000, 구로구 개봉동 고운,85,85,112.39,13200,11,34,31500
466,12600,1500,1,298679,544188,32500,2002-01-01,201804,1~10,구로구,구로구,고운,경인로,개봉동,개봉동,484,0,484,0,34000,고운,33000, 구로구 개봉동 고운,85,85,112.39,13200,7,34,31500
467,14600,700,1,298760,544242,38800,1997-01-01,201804,11~20,구로구,구로구,두산,남부순환로95길,개봉동,개봉동,472,0,472,0,39500,두산,38500, 구로구 개봉동 두산,112,112,132.23,15400,9,40,36500
468,12900,350,1,298760,544242,36300,1997-01-01,201804,11~20,구로구,구로구,두산,남부순환로95길,개봉동,개봉동,472,0,472,0,36650,두산,35250, 구로구 개봉동 두산,85,85,105.78,14100,22,32,32250
469,11100,0,1,298760,544242,31000,1997-01-01,201804,11~20,구로구,구로구,두산,남부순환로95길,개봉동,개봉동,472,0,472,0,31000,두산,30000, 구로구 개봉동 두산,60,60,82.64,12000,25,25,27750
470,11100,200,1,298760,544242,30800,1997-01-01,201804,21~30,구로구,구로구,두산,남부순환로95길,개봉동,개봉동,472,0,472,0,31000,두산,30000, 구로구 개봉동 두산,60,60,82.64,12000,22,25,27750
471,15000,900,1,298840,544290,42000,1995-01-01,201804,1~10,구로구,구로구,삼환,남부순환로95길,개봉동,개봉동,470,0,470,0,42900,삼환,41250, 구로구 개봉동 삼환,114,114,142.14,16500,16,43,37500
472,10900,-850,1,298840,544290,33250,1995-01-01,201804,1~10,구로구,구로구,삼환,남부순환로95길,개봉동,개봉동,470,0,470,0,32400,삼환,30750, 구로구 개봉동 삼환,59,59,85.95,12300,14,26,27250
473,15000,400,1,298840,544290,42500,1995-01-01,201804,21~30,구로구,구로구,삼환,남부순환로95길,개봉동,개봉동,470,0,470,0,42900,삼환,41250, 구로구 개봉동 삼환,114,114,142.14,16500,8,43,37500
474,12000,2200,1,298679,544188,31800,1998-01-01,201804,1~10,구로구,구로구,영화,경인로40길,개봉동,개봉동,475,0,475,0,34000,영화,33000, 구로구 개봉동 영화,60,60,82.64,13200,25,25,30000
475,12000,800,1,298679,544188,33200,1998-01-01,201804,1~10,구로구,구로구,영화,경인로40길,개봉동,개봉동,475,0,475,0,34000,영화,33000, 구로구 개봉동 영화,60,60,82.64,13200,23,25,30000
476,10400,-750,1,298679,544188,30000,1987-01-01,201804,1~10,구로구,구로구,청실,경인로40길,개봉동,개봉동,175-8,0,175,8,29250,청실,27500, 구로구 개봉동 청실,65,65,85.95,11000,11,26,26000
477,13900,2550,1,299728,544167,37200,1999-01-01,201804,1~10,구로구,구로구,한마을,경인로,개봉동,개봉동,476,0,476,0,39750,한마을,37250, 구로구 개봉동 한마을,60,60,82.64,14900,22,25,34750
478,13900,50,1,299728,544167,39700,1999-01-01,201804,11~20,구로구,구로구,한마을,경인로,개봉동,개봉동,476,0,476,0,39750,한마을,37250, 구로구 개봉동 한마을,60,60,82.64,14900,6,25,34750
479,13900,750,1,299728,544167,39000,1999-01-01,201804,11~20,구로구,구로구,한마을,경인로,개봉동,개봉동,476,0,476,0,39750,한마을,37250, 구로구 개봉동 한마을,60,60,82.64,14900,13,25,34750
480,16600,0,1,299728,544167,47000,1999-01-01,201804,11~20,구로구,구로구,한마을,경인로,개봉동,개봉동,476,0,476,0,47000,한마을,44750, 구로구 개봉동 한마을,85,85,109.09,17900,10,33,41500
481,21100,6500,1,299728,544167,52000,1999-01-01,201804,21~30,구로구,구로구,한마을,경인로,개봉동,개봉동,476,0,476,0,58500,한마을,55750, 구로구 개봉동 한마을,150,150,178.51,22300,5,54,52750
482,19600,2750,1,298040,544492,57000,2001-01-01,201804,1~10,구로구,구로구,현대,개봉로20길,개봉동,개봉동,481,0,481,0,59750,현대,55250, 구로구 개봉동 현대,115,115,145.45,22100,10,44,49000
483,17800,-300,1,298040,544492,51800,2001-01-01,201804,1~10,구로구,구로구,현대,개봉로20길,개봉동,개봉동,481,0,481,0,51500,현대,47500, 구로구 개봉동 현대,85,85,109.09,19000,20,33,44500
484,17800,300,1,298040,544492,51200,2001-01-01,201804,11~20,구로구,구로구,현대,개봉로20길,개봉동,개봉동,481,0,481,0,51500,현대,47500, 구로구 개봉동 현대,85,85,109.09,19000,11,33,44500
485,19600,2750,1,298040,544492,57000,2001-01-01,201804,11~20,구로구,구로구,현대,개봉로20길,개봉동,개봉동,481,0,481,0,59750,현대,55250, 구로구 개봉동 현대,115,115,145.45,22100,7,44,49000
486,17800,1500,1,298040,544492,50000,2001-01-01,201804,11~20,구로구,구로구,현대,개봉로20길,개봉동,개봉동,481,0,481,0,51500,현대,47500, 구로구 개봉동 현대,85,85,109.09,19000,4,33,44500
487,17800,-500,1,298040,544492,52000,2001-01-01,201804,21~30,구로구,구로구,현대,개봉로20길,개봉동,개봉동,481,0,481,0,51500,현대,47500, 구로구 개봉동 현대,85,85,109.09,19000,9,33,44500
488,17000,600,1,299603,543892,47400,2001-01-01,201804,1~10,구로구,구로구,현대홈타운,개봉로20길,개봉동,개봉동,480,0,480,0,48000,현대홈타운,45500, 구로구 개봉동 현대홈타운,85,85,105.78,18200,28,32,42500
489,19800,2500,1,299603,543892,53500,2001-01-01,201804,1~10,구로구,구로구,현대홈타운,개봉로20길,개봉동,개봉동,480,0,480,0,56000,현대홈타운,54000, 구로구 개봉동 현대홈타운,115,115,138.84,21600,15,42,49500
490,13800,1250,1,299603,543892,38000,2001-01-01,201804,11~20,구로구,구로구,현대홈타운,개봉로20길,개봉동,개봉동,480,0,480,0,39250,현대홈타운,36500, 구로구 개봉동 현대홈타운,59,59,85.95,14600,27,26,34500
491,10300,0,1,299644,545405,28500,1998-01-01,201804,1~10,구로구,구로구,경남1,경인로47길,고척동,고척동,325,0,325,0,28500,경남1,27250, 구로구 고척동 경남1,60,60,82.64,10900,8,25,25750
492,17000,-900,1,299593,545447,48900,2009-01-01,201804,1~10,구로구,구로구,고척LIG리가1차,중앙로12길,고척동,고척동,340,0,340,0,48000,고척LIG리가1차,46500, 구로구 고척동 고척LIG리가1차,85,85,109.46,18600,14,33,42500
493,17000,-1400,1,299593,545447,48900,2009-01-01,201804,1~10,구로구,구로구,고척LIG리가1차,중앙로12길,고척동,고척동,340,0,340,0,47500,고척LIG리가1차,46000, 구로구 고척동 고척LIG리가1차,85,85,106.55,18400,14,32,42500
494,17000,1800,1,299593,545447,46200,2009-01-01,201804,21~30,구로구,구로구,고척LIG리가1차,중앙로12길,고척동,고척동,340,0,340,0,48000,고척LIG리가1차,46500, 구로구 고척동 고척LIG리가1차,85,85,109.46,18600,3,33,42500
495,17000,1300,1,299593,545447,46200,2009-01-01,201804,21~30,구로구,구로구,고척LIG리가1차,중앙로12길,고척동,고척동,340,0,340,0,47500,고척LIG리가1차,46000, 구로구 고척동 고척LIG리가1차,85,85,106.55,18400,3,32,42500
496,21600,-500,1,299211,545685,59750,2009-01-01,201804,1~10,구로구,구로구,고척파크푸르지오,중앙로,고척동,고척동,339,0,339,0,59250,고척파크푸르지오,58000, 구로구 고척동 고척파크푸르지오,85,85,105.78,23200,4,32,54000
497,18200,-1250,1,299211,545685,50000,2009-01-01,201804,11~20,구로구,구로구,고척파크푸르지오,중앙로,고척동,고척동,339,0,339,0,48750,고척파크푸르지오,47500, 구로구 고척동 고척파크푸르지오,60,60,79.33,19000,5,24,45500
498,21600,5000,1,299211,545685,54250,2009-01-01,201804,21~30,구로구,구로구,고척파크푸르지오,중앙로,고척동,고척동,339,0,339,0,59250,고척파크푸르지오,58000, 구로구 고척동 고척파크푸르지오,85,85,105.78,23200,1,32,54000
499,8000,200,1,298297,545654,20800,1997-01-01,201804,11~20,구로구,구로구,그랜드,고척로27바길,고척동,고척동,323,0,323,0,21000,그랜드,20500, 구로구 고척동 그랜드,58,58,76.03,8200,3,23,20000
500,18900,3650,1,299258,545305,51600,2003-01-01,201804,1~10,구로구,구로구,벽산,경인로,고척동,고척동,334,0,334,0,55250,벽산,52500, 구로구 고척동 벽산,85,85,109.09,21000,14,33,47250
501,18600,-1100,1,299258,545305,51600,2003-01-01,201804,1~10,구로구,구로구,벽산,경인로,고척동,고척동,334,0,334,0,50500,벽산,48500, 구로구 고척동 벽산,85,85,110.67,19400,14,33,46500
502,18900,1250,1,299258,545305,54000,2003-01-01,201804,1~10,구로구,구로구,벽산,경인로,고척동,고척동,334,0,334,0,55250,벽산,52500, 구로구 고척동 벽산,85,85,109.09,21000,12,33,47250
503,18600,-3500,1,299258,545305,54000,2003-01-01,201804,1~10,구로구,구로구,벽산,경인로,고척동,고척동,334,0,334,0,50500,벽산,48500, 구로구 고척동 벽산,85,85,110.67,19400,12,33,46500
504,18900,5250,1,299258,545305,50000,2003-01-01,201804,1~10,구로구,구로구,벽산,경인로,고척동,고척동,334,0,334,0,55250,벽산,52500, 구로구 고척동 벽산,85,85,109.09,21000,6,33,47250
505,18600,500,1,299258,545305,50000,2003-01-01,201804,1~10,구로구,구로구,벽산,경인로,고척동,고척동,334,0,334,0,50500,벽산,48500, 구로구 고척동 벽산,85,85,110.67,19400,6,33,46500
506,6300,350,1,299304,545173,16900,1977-01-01,201804,11~20,구로구,구로구,삼명,경서로1길,고척동,고척동,3월-97,0,97,3,17250,삼명,16250, 구로구 고척동 삼명,44,44,52.89,6500,1,16,15750
507,13800,950,1,298766,545632,35800,2001-01-01,201804,1~10,구로구,구로구,삼익2,중앙로15길,고척동,고척동,331,0,331,0,36750,삼익2,35750, 구로구 고척동 삼익2,85,85,109.09,14300,12,33,34500
508,10800,-400,1,298766,545632,29400,2001-01-01,201804,1~10,구로구,구로구,삼익2,중앙로15길,고척동,고척동,331,0,331,0,29000,삼익2,28000, 구로구 고척동 삼익2,60,60,82.64,11200,7,25,27000
509,13800,-150,1,298766,545632,36900,2001-01-01,201804,11~20,구로구,구로구,삼익2,중앙로15길,고척동,고척동,331,0,331,0,36750,삼익2,35750, 구로구 고척동 삼익2,85,85,109.09,14300,18,33,34500
510,18100,-1500,1,299164,544553,50500,2004-01-01,201804,1~10,구로구,구로구,삼환로즈빌,경인로,고척동,고척동,336,0,336,0,49000,삼환로즈빌,48000, 구로구 고척동 삼환로즈빌,85,85,109.09,19200,8,33,45250
511,18000,-2000,1,299164,544553,50500,2004-01-01,201804,1~10,구로구,구로구,삼환로즈빌,경인로,고척동,고척동,336,0,336,0,48500,삼환로즈빌,47000, 구로구 고척동 삼환로즈빌,85,85,105.78,18800,8,32,45000
512,20100,-3500,1,299164,544553,57500,2004-01-01,201804,21~30,구로구,구로구,삼환로즈빌,경인로,고척동,고척동,336,0,336,0,54000,삼환로즈빌,52000, 구로구 고척동 삼환로즈빌,102,102,128.92,20800,8,39,50250
513,10100,1050,1,299719,544725,26200,1997-01-01,201804,21~30,구로구,구로구,신원프라자,중앙로1길,고척동,고척동,324,0,324,0,27250,신원프라자,26500, 구로구 고척동 신원프라자,60,60,85.95,10600,17,26,25250
514,11000,1500,1,299304,545173,28000,1996-01-01,201804,1~10,구로구,구로구,우성꿈동산,경인로47다길,고척동,고척동,321,0,321,0,29500,우성꿈동산,28750, 구로구 고척동 우성꿈동산,77,77,99.17,11500,1,30,27500
515,11500,250,1,299694,545026,32000,1999-01-01,201804,1~10,구로구,구로구,청구,중앙로6길,고척동,고척동,326,0,326,0,32250,청구,31750, 구로구 고척동 청구,60,60,82.64,12700,20,25,28750
516,11500,250,1,299694,545026,32000,1999-01-01,201804,1~10,구로구,구로구,청구,중앙로6길,고척동,고척동,326,0,326,0,32250,청구,31750, 구로구 고척동 청구,60,60,82.64,12700,8,25,28750
517,15300,250,1,298550,545671,40500,2005-01-01,201804,11~20,구로구,구로구,한일유앤아이,중앙로15길,고척동,고척동,337,0,337,0,40750,한일유앤아이,39250, 구로구 고척동 한일유앤아이,85,85,105.72,15700,14,32,38250
518,15300,250,1,298550,545671,40500,2005-01-01,201804,11~20,구로구,구로구,한일유앤아이,중앙로15길,고척동,고척동,337,0,337,0,40750,한일유앤아이,39750, 구로구 고척동 한일유앤아이,85,85,105.59,15900,14,32,38250
