ID,1층,금액차이,Number of Records,X,Y,거래금액(만원),건축년도,계약년월,계약일,구 (국민은행시세정보!),구,단지명,도로명,동 (국민은행시세정보!),동,번지,변동액,본번,부번,국민은행시세,아파트,일반거래가,입력주소,전용면적 (국민은행시세정보!),전용면적,주택형,중간층,층,평형,하한가
1,39000,-5000,1,316639,542026,107500,1987-01-01,201804,1~10,강남구,강남구,개포6차우성아파트1동~8동,언주로,개포동,개포동,658-1,0,658,1,102500,개포6차우성아파트1동~8동,100500, 강남구 개포동 개포6차우성아파트1동~8동,55,55,62.81,40200,5,19,97500
2,60000,-1000,1,318576,544166,171000,2004-01-01,201804,11~20,강남구,강남구,개포자이(12-2),개포로109길,개포동,개포동,2-12월,0,12,2,170000,개포자이(12-2),160000, 강남구 개포동 개포자이(12-2),168,168,201.65,64000,5,61,150000
3,28200,0,1,318411,543900,76500,1992-01-01,201804,1~10,강남구,강남구,성원대치2단지아파트,개포로109길,개포동,개포동,12,0,12,0,76500,성원대치2단지아파트,73000, 강남구 개포동 성원대치2단지아파트,33,33,46.28,29200,10,14,70500
4,32200,-1000,1,318411,543900,88000,1992-01-01,201804,11~20,강남구,강남구,성원대치2단지아파트,개포로109길,개포동,개포동,12,0,12,0,87000,성원대치2단지아파트,83000, 강남구 개포동 성원대치2단지아파트,40,40,56.19,33200,6,17,80500
5,36200,-2500,1,318411,543900,99500,1992-01-01,201804,11~20,강남구,강남구,성원대치2단지아파트,개포로109길,개포동,개포동,12,0,12,0,97000,성원대치2단지아파트,93000, 강남구 개포동 성원대치2단지아파트,50,50,69.42,37200,14,21,90500
6,36200,-4400,1,318411,543900,101400,1992-01-01,201804,11~20,강남구,강남구,성원대치2단지아파트,개포로109길,개포동,개포동,12,0,12,0,97000,성원대치2단지아파트,93000, 강남구 개포동 성원대치2단지아파트,50,50,69.42,37200,11,21,90500
7,81000,9500,1,317291,542434,203000,1984-01-01,201804,1~10,강남구,강남구,현대1차101동~106동,개포로,개포동,개포동,653,0,653,0,212500,현대1차101동~106동,207500, 강남구 개포동 현대1차101동~106동,177,177,191.73,83000,9,58,202500
8,15400,-1000,1,314598,546168,42000,2004-01-01,201804,11~20,강남구,강남구,마일스디오빌,학동로,논현동,논현동,2월-58,0,58,2,41000,마일스디오빌,40000, 강남구 논현동 마일스디오빌,36,36,46.28,16000,15,14,38500
9,29400,3500,1,315171,546817,81000,1996-01-01,201804,1~10,강남구,강남구,쌍용,도산대로50길,논현동,논현동,103,0,103,0,84500,쌍용,80000, 강남구 논현동 쌍용,85,85,122.31,32000,3,37,73500
10,59600,3000,1,317120,544256,162000,2000-01-01,201804,1~10,강남구,강남구,대치삼성,도곡로78길,대치동,대치동,1014-3,0,1014,3,165000,대치삼성,157500, 강남구 대치동 대치삼성,85,85,105.78,63000,9,32,149000
11,93000,-30000,1,316585,543980,290000,2008-01-01,201804,11~20,강남구,강남구,대치아이파크,선릉로,대치동,대치동,888,0,888,0,260000,대치아이파크,245000, 강남구 대치동 대치아이파크,150,150,179.41,98000,24,54,232500
12,77000,-21000,1,317568,544781,228500,2015-01-01,201804,1~10,강남구,강남구,래미안대치팰리스,삼성로51길,대치동,대치동,1027,0,1027,0,207500,래미안대치팰리스,200000, 강남구 대치동 래미안대치팰리스,85,85,118.76,80000,17,36,192500
13,90000,4000,1,317568,544781,228500,2015-01-01,201804,1~10,강남구,강남구,래미안대치팰리스,삼성로51길,대치동,대치동,1027,0,1027,0,232500,래미안대치팰리스,228500, 강남구 대치동 래미안대치팰리스,85,85,113.31,91400,17,34,225000
14,12000,-500,1,316576,545254,34500,2004-01-01,201804,11~20,강남구,강남구,테헤란로대우아이빌(891-6),테헤란로,대치동,대치동,891-6,0,891,6,34000,테헤란로대우아이빌(891-6),32500, 강남구 대치동 테헤란로대우아이빌(891-6),33,33,42.97,13000,23,13,30000
15,10800,-1500,1,316576,545254,31000,2004-01-01,201804,21~30,강남구,강남구,테헤란로대우아이빌(891-6),테헤란로,대치동,대치동,891-6,0,891,6,29500,테헤란로대우아이빌(891-6),28500, 강남구 대치동 테헤란로대우아이빌(891-6),30,30,39.66,11400,4,12,27000
16,75000,19500,1,317736,543686,180000,1983-01-01,201804,1~10,강남구,강남구,한보미도맨션1,삼성로,대치동,대치동,511,0,511,0,199500,한보미도맨션1,192000, 강남구 대치동 한보미도맨션1,84,84,112.39,76800,1,34,187500
17,66000,7500,1,315279,543116,170000,2002-01-01,201804,1~10,강남구,강남구,대림아크로빌,언주로30길,도곡동,도곡동,467-6,0,467,6,177500,대림아크로빌,172500, 강남구 도곡동 대림아크로빌,177,177,244.62,69000,3,74,165000
18,65000,1500,1,315769,543372,175000,2006-01-01,201804,11~20,강남구,강남구,도곡렉슬,선릉로,도곡동,도곡동,527,0,527,0,176500,도곡렉슬,168500, 강남구 도곡동 도곡렉슬,85,85,109.09,67400,20,33,162500
19,65000,1500,1,315769,543372,175000,2006-01-01,201804,11~20,강남구,강남구,도곡렉슬,선릉로,도곡동,도곡동,527,0,527,0,176500,도곡렉슬,168500, 강남구 도곡동 도곡렉슬,85,85,109.09,67400,20,33,162500
20,66600,5000,1,315769,543372,175000,2006-01-01,201804,11~20,강남구,강남구,도곡렉슬,선릉로,도곡동,도곡동,527,0,527,0,180000,도곡렉슬,173500, 강남구 도곡동 도곡렉슬,85,85,109.09,69400,20,33,166500
21,67600,7500,1,315769,543372,175000,2006-01-01,201804,11~20,강남구,강남구,도곡렉슬,선릉로,도곡동,도곡동,527,0,527,0,182500,도곡렉슬,174000, 강남구 도곡동 도곡렉슬,85,85,109.09,69600,20,33,169000
22,94000,-17500,1,316435,543196,270000,2002-01-01,201804,1~10,강남구,강남구,타워팰리스1,언주로30길,도곡동,도곡동,467,0,467,0,252500,타워팰리스1,242500, 강남구 도곡동 타워팰리스1,165,165,224.79,97000,52,68,235000
23,81000,-40000,1,316435,543196,270000,2002-01-01,201804,1~10,강남구,강남구,타워팰리스1,언주로30길,도곡동,도곡동,467,0,467,0,230000,타워팰리스1,212500, 강남구 도곡동 타워팰리스1,165,165,224.79,85000,52,68,202500
24,75000,-8000,1,316435,543196,223000,2003-01-01,201804,11~20,강남구,강남구,타워팰리스2,언주로30길,도곡동,도곡동,467-17,0,467,17,215000,타워팰리스2,205000, 강남구 도곡동 타워팰리스2,165,165,224.79,82000,10,68,187500
25,74000,-13000,1,316435,543196,223000,2003-01-01,201804,11~20,강남구,강남구,타워팰리스2,언주로30길,도곡동,도곡동,467-17,0,467,17,210000,타워팰리스2,195000, 강남구 도곡동 타워팰리스2,165,165,224.79,78000,10,68,185000
26,79000,-8000,1,316142,546473,218000,2008-01-01,201804,21~30,강남구,강남구,삼성동힐스테이트 1단지,학동로68길,삼성동,삼성동,16-2월,0,16,2,210000,삼성동힐스테이트 1단지,205000, 강남구 삼성동 삼성동힐스테이트 1단지,114,114,142.14,82000,23,43,197500
27,31200,-6500,1,320989,540632,97500,2011-01-01,201804,11~20,강남구,강남구,세곡리엔파크(5단지),헌릉로590길,세곡동,세곡동,525,0,525,0,91000,세곡리엔파크(5단지),85500, 강남구 세곡동 세곡리엔파크(5단지),85,85,109.49,34200,4,33,78000
28,32400,-3500,1,320989,540632,97500,2011-01-01,201804,11~20,강남구,강남구,세곡리엔파크(5단지),헌릉로590길,세곡동,세곡동,525,0,525,0,94000,세곡리엔파크(5단지),87500, 강남구 세곡동 세곡리엔파크(5단지),85,85,107.62,35000,4,33,81000
29,37000,1000,1,320909,541799,103000,2012-01-01,201804,1~10,강남구,강남구,세곡푸르지오,자곡로,세곡동,세곡동,533,0,533,0,104000,세곡푸르지오,99000, 강남구 세곡동 세곡푸르지오,75,75,100.16,39600,13,30,92500
30,40600,7000,1,320909,541799,109000,2012-01-01,201804,11~20,강남구,강남구,세곡푸르지오,자곡로,세곡동,세곡동,533,0,533,0,116000,세곡푸르지오,112000, 강남구 세곡동 세곡푸르지오,85,85,113.69,44800,15,34,101500
31,37600,-6000,1,316280,543535,108500,2014-01-01,201804,1~10,강남구,강남구,강남데시앙포레,광평로34길,수서동,수서동,BL-1,0,1,0,102500,강남데시앙포레,97500, 강남구 수서동 강남데시앙포레,60,60,83.53,39000,12,25,94000
32,37600,-6000,1,316280,543535,108500,2014-01-01,201804,1~10,강남구,강남구,강남데시앙포레,광평로34길,수서동,수서동,BL-1,0,1,0,102500,강남데시앙포레,97500, 강남구 수서동 강남데시앙포레,60,60,81.96,39000,12,25,94000
33,37600,-6000,1,316280,543535,108500,2014-01-01,201804,1~10,강남구,강남구,강남데시앙포레,광평로34길,수서동,수서동,BL-1,0,1,0,102500,강남데시앙포레,97500, 강남구 수서동 강남데시앙포레,60,60,82.38,39000,12,25,94000
34,50000,1000,1,316280,543535,134000,2014-01-01,201804,1~10,강남구,강남구,강남데시앙포레,광평로34길,수서동,수서동,BL-1,0,1,0,135000,강남데시앙포레,130000, 강남구 수서동 강남데시앙포레,85,85,117.68,52000,12,36,125000
35,50000,1000,1,316280,543535,134000,2014-01-01,201804,1~10,강남구,강남구,강남데시앙포레,광평로34길,수서동,수서동,BL-1,0,1,0,135000,강남데시앙포레,130000, 강남구 수서동 강남데시앙포레,85,85,117.77,52000,12,36,125000
36,50000,1000,1,316280,543535,134000,2014-01-01,201804,1~10,강남구,강남구,강남데시앙포레,광평로34길,수서동,수서동,BL-1,0,1,0,135000,강남데시앙포레,130000, 강남구 수서동 강남데시앙포레,85,85,116.07,52000,12,35,125000
37,50000,1000,1,316280,543535,134000,2014-01-01,201804,1~10,강남구,강남구,강남데시앙포레,광평로34길,수서동,수서동,BL-1,0,1,0,135000,강남데시앙포레,130000, 강남구 수서동 강남데시앙포레,85,85,114.91,52000,12,35,125000
38,25760,1700,1,319592,542854,67800,1993-01-01,201804,11~20,강남구,강남구,까치마을,광평로19길,수서동,수서동,746,0,746,0,69500,까치마을,68350, 강남구 수서동 까치마을,34,34,49.58,27340,1,15,64400
39,29700,-1500,1,319592,542854,80000,1993-01-01,201804,11~20,강남구,강남구,까치마을,광평로19길,수서동,수서동,746,0,746,0,78500,까치마을,77800, 강남구 수서동 까치마을,40,40,56.19,31120,13,17,74250
40,59600,0,1,316208,544458,160000,2005-01-01,201804,11~20,강남구,강남구,e-편한세상,선릉로69길,역삼동,역삼동,755-4,0,755,4,160000,e-편한세상,154000, 강남구 역삼동 e-편한세상,85,85,105.78,61600,2,32,149000
41,59600,0,1,316208,544458,160000,2005-01-01,201804,11~20,강남구,강남구,e-편한세상,선릉로69길,역삼동,역삼동,755-4,0,755,4,160000,e-편한세상,154000, 강남구 역삼동 e-편한세상,85,85,105.78,61600,2,32,149000
42,71200,6500,1,316092,544220,181000,2011-01-01,201804,11~20,강남구,강남구,래미안그레이튼(진달래2차),도곡로43길,역삼동,역삼동,762-3,0,762,3,187500,래미안그레이튼(진달래2차),183000, 강남구 역삼동 래미안그레이튼(진달래2차),120,120,154.86,73200,23,47,178000
43,71000,-29000,1,316056,544718,220000,2007-01-01,201804,1~10,강남구,강남구,래미안펜타빌,역삼로,역삼동,역삼동,713-7,0,713,7,191000,래미안펜타빌,185000, 강남구 역삼동 래미안펜타빌,157,157,185.12,74000,14,56,177500
44,27400,18000,1,319092,543274,54000,1992-01-01,201804,11~20,강남구,강남구,수서,양재대로55길,일원동,일원동,711,0,711,0,72000,수서,70500, 강남구 일원동 수서,52,52,72.72,28200,7,22,68500
45,45000,22500,1,319092,543274,100000,1987-01-01,201804,1~10,강남구,강남구,우성7,개포로110길,일원동,일원동,615,0,615,0,122500,우성7,116500, 강남구 일원동 우성7,68,68,89.25,46600,9,27,112500
46,51000,2500,1,320161,541672,135000,2014-01-01,201804,1~10,강남구,강남구,래미안강남힐즈,자곡로,자곡동,자곡동,611,0,611,0,137500,래미안강남힐즈,132500, 강남구 자곡동 래미안강남힐즈,92,92,118.8,53000,4,36,127500
47,51000,2500,1,320161,541672,135000,2014-01-01,201804,1~10,강남구,강남구,래미안강남힐즈,자곡로,자곡동,자곡동,611,0,611,0,137500,래미안강남힐즈,132500, 강남구 자곡동 래미안강남힐즈,92,92,119,53000,4,36,127500
48,55000,3000,1,320161,541672,144500,2014-01-01,201804,11~20,강남구,강남구,래미안강남힐즈,자곡로,자곡동,자곡동,611,0,611,0,147500,래미안강남힐즈,142500, 강남구 자곡동 래미안강남힐즈,102,102,130.93,57000,7,40,137500
49,51000,-2000,1,320161,541672,139500,2014-01-01,201804,11~20,강남구,강남구,래미안강남힐즈,자곡로,자곡동,자곡동,611,0,611,0,137500,래미안강남힐즈,132500, 강남구 자곡동 래미안강남힐즈,92,92,118.8,53000,9,36,127500
50,51000,-2000,1,320161,541672,139500,2014-01-01,201804,11~20,강남구,강남구,래미안강남힐즈,자곡로,자곡동,자곡동,611,0,611,0,137500,래미안강남힐즈,132500, 강남구 자곡동 래미안강남힐즈,92,92,119,53000,9,36,127500
51,77000,-12500,1,316866,547292,260000,2012-01-01,201804,1~10,강남구,강남구,청담자이,영동대로138길,청담동,청담동,134-38,0,134,38,247500,청담자이,230000, 강남구 청담동 청담자이,89,89,120.07,92000,22,36,192500
52,79000,-10000,1,316866,547292,260000,2012-01-01,201804,1~10,강남구,강남구,청담자이,영동대로138길,청담동,청담동,134-38,0,134,38,250000,청담자이,235000, 강남구 청담동 청담자이,89,89,119.62,94000,22,36,197500
53,46600,10500,1,316866,547292,131000,2012-01-01,201804,1~10,강남구,강남구,청담자이,영동대로138길,청담동,청담동,134-38,0,134,38,141500,청담자이,131500, 강남구 청담동 청담자이,50,50,71.29,52600,3,22,116500
54,47000,11500,1,316866,547292,131000,2012-01-01,201804,1~10,강남구,강남구,청담자이,영동대로138길,청담동,청담동,134-38,0,134,38,142500,청담자이,132500, 강남구 청담동 청담자이,50,50,71.31,53000,3,22,117500
55,47000,11500,1,316866,547292,131000,2012-01-01,201804,1~10,강남구,강남구,청담자이,영동대로138길,청담동,청담동,134-38,0,134,38,142500,청담자이,132500, 강남구 청담동 청담자이,50,50,,53000,3,22,117500
56,47000,11500,1,316866,547292,131000,2012-01-01,201804,1~10,강남구,강남구,청담자이,영동대로138길,청담동,청담동,134-38,0,134,38,142500,청담자이,132500, 강남구 청담동 청담자이,50,50,71.23,53000,3,22,117500
57,47000,11500,1,316866,547292,131000,2012-01-01,201804,1~10,강남구,강남구,청담자이,영동대로138길,청담동,청담동,134-38,0,134,38,142500,청담자이,132500, 강남구 청담동 청담자이,50,50,,53000,3,21,117500
58,48000,40000,1,316554,547630,95000,1999-01-01,201804,11~20,강남구,강남구,청담현대3차아파트,도산대로101길,청담동,청담동,127-31,0,127,31,135000,청담현대3차아파트,127500, 강남구 청담동 청담현대3차아파트,85,85,105.78,51000,4,32,120000
59,26000,2500,1,327174,552015,68000,2011-01-01,201804,1~10,강동구,강동구,고덕리엔파크1단지,상일로,강일동,강일동,707,0,707,0,70500,고덕리엔파크1단지,68500, 강동구 강일동 고덕리엔파크1단지,85,85,113.09,27400,2,34,65000
60,27800,3000,1,325499,550961,71000,1995-01-01,201804,11~20,강동구,강동구,배재현대,고덕로61길,고덕동,고덕동,312,0,312,0,74000,배재현대,71750, 강동구 고덕동 배재현대,85,85,132.23,28700,21,40,69500
61,16800,-500,1,323968,548558,44500,2006-01-01,201804,21~30,강동구,강동구,강동한신휴플러스,진황도로,길동,길동,414-10,0,414,10,44000,강동한신휴플러스,43000, 강동구 길동 강동한신휴플러스,85,85,110.74,17200,9,33,42000
62,16800,-500,1,323968,548558,44500,2006-01-01,201804,21~30,강동구,강동구,강동한신휴플러스,진황도로,길동,길동,414-10,0,414,10,44000,강동한신휴플러스,43000, 강동구 길동 강동한신휴플러스,85,85,109.09,17200,9,33,42000
63,16800,-500,1,323968,548558,44500,2006-01-01,201804,21~30,강동구,강동구,강동한신휴플러스,진황도로,길동,길동,414-10,0,414,10,44000,강동한신휴플러스,43000, 강동구 길동 강동한신휴플러스,85,85,109.09,17200,9,33,42000
64,16800,-500,1,323968,548558,44500,2006-01-01,201804,21~30,강동구,강동구,강동한신휴플러스,진황도로,길동,길동,414-10,0,414,10,44000,강동한신휴플러스,43000, 강동구 길동 강동한신휴플러스,85,85,105.78,17200,9,32,42000
65,16800,-500,1,323968,548558,44500,2006-01-01,201804,21~30,강동구,강동구,강동한신휴플러스,진황도로,길동,길동,414-10,0,414,10,44000,강동한신휴플러스,43000, 강동구 길동 강동한신휴플러스,85,85,105.78,17200,9,32,42000
66,12200,-2000,1,324721,548949,35000,1994-01-01,201804,1~10,강동구,강동구,길동우성,천호대로193길,길동,길동,400,0,400,0,33000,길동우성,32000, 강동구 길동 길동우성,40,40,52.89,12800,3,16,30500
67,19600,-5000,1,324721,548949,61000,1994-01-01,201804,1~10,강동구,강동구,길동우성,천호대로193길,길동,길동,400,0,400,0,56000,길동우성,53500, 강동구 길동 길동우성,85,85,105.78,21400,8,32,49000
68,19600,-5000,1,324721,548949,61000,1994-01-01,201804,1~10,강동구,강동구,길동우성,천호대로193길,길동,길동,400,0,400,0,56000,길동우성,53500, 강동구 길동 길동우성,85,85,102.47,21400,8,31,49000
69,19600,-2000,1,324721,548949,58000,1994-01-01,201804,21~30,강동구,강동구,길동우성,천호대로193길,길동,길동,400,0,400,0,56000,길동우성,53500, 강동구 길동 길동우성,85,85,105.78,21400,12,32,49000
70,19600,-2000,1,324721,548949,58000,1994-01-01,201804,21~30,강동구,강동구,길동우성,천호대로193길,길동,길동,400,0,400,0,56000,길동우성,53500, 강동구 길동 길동우성,85,85,102.47,21400,12,31,49000
71,20000,-1000,1,324953,549465,56500,1982-01-01,201804,1~10,강동구,강동구,삼익파크맨션,명일로,길동,길동,53,0,53,0,55500,삼익파크맨션,54000, 강동구 길동 삼익파크맨션,80,80,82.64,21600,4,25,50000
72,22000,2000,1,325128,548902,56000,1983-01-01,201804,11~20,강동구,강동구,신동아,천중로,길동,길동,160,0,160,0,58000,신동아,57000, 강동구 길동 신동아,85,85,92.56,22800,6,28,55000
73,15600,700,1,324721,548949,40300,2004-01-01,201804,21~30,강동구,강동구,에이치비골드빌(102동),성안로,길동,길동,384-4,0,384,4,41000,에이치비골드빌(102동),40000, 강동구 길동 에이치비골드빌(102동),64,64,99.17,16000,6,30,39000
74,15600,-700,1,324524,547842,46200,1996-01-01,201804,1~10,강동구,강동구,현대1,천호대로,길동,길동,470,0,470,0,45500,현대1,43500, 강동구 길동 현대1,60,60,92.56,17400,2,28,39000
75,19400,-4500,1,324524,547842,59000,1996-01-01,201804,11~20,강동구,강동구,현대1,천호대로,길동,길동,470,0,470,0,54500,현대1,52000, 강동구 길동 현대1,85,85,125.62,20800,16,38,48500
76,55000,1500,1,324040,547484,142500,1980-01-01,201804,11~20,강동구,강동구,둔촌주공2단지,양재대로,둔촌동,둔촌동,174-1,0,174,1,144000,둔촌주공2단지,141000, 강동구 둔촌동 둔촌주공2단지,88,88,82.64,56400,1,25,137500
77,55000,8000,1,324040,547484,137000,1980-01-01,201804,11~20,강동구,강동구,둔촌주공4단지,양재대로,둔촌동,둔촌동,170-1,0,170,1,145000,둔촌주공4단지,141500, 강동구 둔촌동 둔촌주공4단지,100,100,112.39,56600,1,34,137500
78,59000,18000,1,324040,547484,137000,1980-01-01,201804,11~20,강동구,강동구,둔촌주공4단지,양재대로,둔촌동,둔촌동,170-1,0,170,1,155000,둔촌주공4단지,151500, 강동구 둔촌동 둔촌주공4단지,100,100,112.39,60600,1,34,147500
79,24800,9000,1,324459,547660,60000,2000-01-01,201804,11~20,강동구,강동구,신성둔촌미소지움2,진황도로,둔촌동,둔촌동,134-10,0,134,10,69000,신성둔촌미소지움2,66000, 강동구 둔촌동 신성둔촌미소지움2,85,85,109.09,26400,1,33,62000
80,22200,-1500,1,325162,549993,61750,1999-01-01,201804,1~10,강동구,강동구,명일엘지,상암로51길,명일동,명일동,332,0,332,0,60250,명일엘지,58750, 강동구 명일동 명일엘지,85,85,115.7,23500,8,35,55500
81,22900,250,1,325162,549993,61750,1999-01-01,201804,1~10,강동구,강동구,명일엘지,상암로51길,명일동,명일동,332,0,332,0,62000,명일엘지,60500, 강동구 명일동 명일엘지,85,85,112.39,24200,8,34,57250
82,22900,250,1,325162,549993,61750,1999-01-01,201804,1~10,강동구,강동구,명일엘지,상암로51길,명일동,명일동,332,0,332,0,62000,명일엘지,60500, 강동구 명일동 명일엘지,85,85,109.09,24200,8,33,57250
83,31600,-500,1,325162,549993,84500,1986-01-01,201804,1~10,강동구,강동구,명일우성,고덕로62길,명일동,명일동,42,0,42,0,84000,명일우성,82000, 강동구 명일동 명일우성,85,85,102.47,32800,10,31,79000
84,32800,-2900,1,324707,550188,88400,1983-01-01,201804,1~10,강동구,강동구,삼익그린2차,고덕로,명일동,명일동,15,0,15,0,85500,삼익그린2차,84000, 강동구 명일동 삼익그린2차,85,85,99.17,33600,5,30,82000
85,21800,-4500,1,326754,550148,63000,2011-01-01,201804,11~20,강동구,강동구,고덕리엔파크3단지,상일로,상일동,상일동,490,0,490,0,58500,고덕리엔파크3단지,56500, 강동구 상일동 고덕리엔파크3단지,60,60,79.26,22600,10,24,54500
86,29400,4500,1,324953,549465,74000,2017-01-01,201804,1~10,강동구,강동구,고덕숲아이파크,구천면로,상일동,상일동,515,0,515,0,78500,고덕숲아이파크,76500, 강동구 상일동 고덕숲아이파크,60,60,84.78,30600,3,26,73500
87,29400,8500,1,324953,549465,70000,2017-01-01,201804,1~10,강동구,강동구,고덕숲아이파크,구천면로,상일동,상일동,515,0,515,0,78500,고덕숲아이파크,76500, 강동구 상일동 고덕숲아이파크,60,60,84.78,30600,21,26,73500
88,29400,3500,1,324953,549465,75000,2017-01-01,201804,1~10,강동구,강동구,고덕숲아이파크,구천면로,상일동,상일동,515,0,515,0,78500,고덕숲아이파크,76500, 강동구 상일동 고덕숲아이파크,60,60,84.78,30600,12,26,73500
89,29400,8500,1,324953,549465,70000,2017-01-01,201804,1~10,강동구,강동구,고덕숲아이파크,구천면로,상일동,상일동,515,0,515,0,78500,고덕숲아이파크,76500, 강동구 상일동 고덕숲아이파크,60,60,84.78,30600,19,26,73500
90,29400,3500,1,324953,549465,75000,2017-01-01,201804,11~20,강동구,강동구,고덕숲아이파크,구천면로,상일동,상일동,515,0,515,0,78500,고덕숲아이파크,76500, 강동구 상일동 고덕숲아이파크,60,60,84.78,30600,5,26,73500
91,29400,7500,1,324953,549465,71000,2017-01-01,201804,11~20,강동구,강동구,고덕숲아이파크,구천면로,상일동,상일동,515,0,515,0,78500,고덕숲아이파크,76500, 강동구 상일동 고덕숲아이파크,60,60,84.78,30600,4,26,73500
92,29400,7500,1,324953,549465,71000,2017-01-01,201804,11~20,강동구,강동구,고덕숲아이파크,구천면로,상일동,상일동,515,0,515,0,78500,고덕숲아이파크,76500, 강동구 상일동 고덕숲아이파크,60,60,84.78,30600,12,26,73500
93,35600,9000,1,324953,549465,83500,2017-01-01,201804,21~30,강동구,강동구,고덕숲아이파크,구천면로,상일동,상일동,515,0,515,0,92500,고덕숲아이파크,91000, 강동구 상일동 고덕숲아이파크,85,85,112.83,36400,8,34,89000
94,29400,8500,1,324953,549465,70000,2017-01-01,201804,21~30,강동구,강동구,고덕숲아이파크,구천면로,상일동,상일동,515,0,515,0,78500,고덕숲아이파크,76500, 강동구 상일동 고덕숲아이파크,60,60,84.78,30600,5,26,73500
95,35600,5500,1,324953,549465,87000,2017-01-01,201804,21~30,강동구,강동구,고덕숲아이파크,구천면로,상일동,상일동,515,0,515,0,92500,고덕숲아이파크,91000, 강동구 상일동 고덕숲아이파크,85,85,112.83,36400,9,34,89000
96,29400,13000,1,324953,549465,65500,2017-01-01,201804,21~30,강동구,강동구,고덕숲아이파크,구천면로,상일동,상일동,515,0,515,0,78500,고덕숲아이파크,76500, 강동구 상일동 고덕숲아이파크,60,60,84.78,30600,7,26,73500
97,35600,8500,1,324953,549465,84000,2017-01-01,201804,21~30,강동구,강동구,고덕숲아이파크,구천면로,상일동,상일동,515,0,515,0,92500,고덕숲아이파크,91000, 강동구 상일동 고덕숲아이파크,85,85,112.83,36400,19,34,89000
98,29400,6500,1,324953,549465,72000,2017-01-01,201804,21~30,강동구,강동구,고덕숲아이파크,구천면로,상일동,상일동,515,0,515,0,78500,고덕숲아이파크,76500, 강동구 상일동 고덕숲아이파크,60,60,84.78,30600,11,26,73500
99,14400,750,1,325081,549000,37000,1997-01-01,201804,1~10,강동구,강동구,동아,상암로81길,상일동,상일동,473,0,473,0,37750,동아,36750, 강동구 상일동 동아,59,59,79.33,14700,7,24,36000
100,14400,-12000,1,322724,547614,52000,2002-01-01,201804,11~20,강동구,강동구,동원2,성내로6가길,성내동,성내동,456-8,0,456,8,40000,동원2,38000, 강동구 성내동 동원2,73,73,89.25,15200,4,27,36000
101,18000,-1200,1,322580,548177,49200,1999-01-01,201804,11~20,강동구,강동구,코오롱(1차),천호대로168길,성내동,성내동,196-8,0,196,8,48000,코오롱(1차),47000, 강동구 성내동 코오롱(1차),60,60,89.25,18800,18,27,45000
102,28933,333,1,324113,550674,77000,2008-01-01,201804,1~10,강동구,강동구,롯데캐슬퍼스트,고덕로,암사동,암사동,414-2,0,414,2,77333,롯데캐슬퍼스트,75000, 강동구 암사동 롯데캐슬퍼스트,60,60,87.41,30000,6,26,72333
103,28933,-4667,1,324113,550674,82000,2008-01-01,201804,11~20,강동구,강동구,롯데캐슬퍼스트,고덕로,암사동,암사동,414-2,0,414,2,77333,롯데캐슬퍼스트,75000, 강동구 암사동 롯데캐슬퍼스트,60,60,87.41,30000,15,26,72333
104,28933,633,1,324113,550674,76700,2008-01-01,201804,11~20,강동구,강동구,롯데캐슬퍼스트,고덕로,암사동,암사동,414-2,0,414,2,77333,롯데캐슬퍼스트,75000, 강동구 암사동 롯데캐슬퍼스트,60,60,87.41,30000,9,26,72333
105,20500,-1500,1,323037,550544,60000,2002-01-01,201804,1~10,강동구,강동구,삼성광나루,상암로3길,암사동,암사동,508,0,508,0,58500,삼성광나루,56000, 강동구 암사동 삼성광나루,60,60,76.03,22400,19,23,51250
106,20400,-2000,1,323037,550544,60000,2002-01-01,201804,1~10,강동구,강동구,삼성광나루,상암로3길,암사동,암사동,508,0,508,0,58000,삼성광나루,55500, 강동구 암사동 삼성광나루,60,60,76.03,22200,19,23,51000
107,24800,7050,1,323037,550544,67700,2002-01-01,201804,1~10,강동구,강동구,삼성광나루,상암로3길,암사동,암사동,508,0,508,0,74750,삼성광나루,71000, 강동구 암사동 삼성광나루,85,85,109.09,28400,7,33,62000
108,20500,-1000,1,323037,550544,59500,2002-01-01,201804,1~10,강동구,강동구,삼성광나루,상암로3길,암사동,암사동,508,0,508,0,58500,삼성광나루,56000, 강동구 암사동 삼성광나루,60,60,76.03,22400,25,23,51250
109,20400,-1500,1,323037,550544,59500,2002-01-01,201804,1~10,강동구,강동구,삼성광나루,상암로3길,암사동,암사동,508,0,508,0,58000,삼성광나루,55500, 강동구 암사동 삼성광나루,60,60,76.03,22200,25,23,51000
110,22200,1700,1,322839,550307,61800,2000-01-01,201804,1~10,강동구,강동구,선사현대아파트,상암로,암사동,암사동,509,0,509,0,63500,선사현대아파트,59500, 강동구 암사동 선사현대아파트,73,73,99.17,23800,3,30,55500
111,20400,-2000,1,322839,550307,60000,2000-01-01,201804,1~10,강동구,강동구,선사현대아파트,상암로,암사동,암사동,509,0,509,0,58000,선사현대아파트,55000, 강동구 암사동 선사현대아파트,60,60,79.33,22000,25,24,51000
112,20400,300,1,322839,550307,57700,2000-01-01,201804,1~10,강동구,강동구,선사현대아파트,상암로,암사동,암사동,509,0,509,0,58000,선사현대아파트,55000, 강동구 암사동 선사현대아파트,60,60,79.33,22000,6,24,51000
