금액차이,전세비율,ID,Number of Records,거래금액(만원),건축년도 (아파트 전월세 실거래가),계약년월 (아파트 전월세 실거래가),계약년월,계약일 (아파트 전월세 실거래가),계약일,구,단지명,도로명,동,보증금(만원),시군구 - Split 1,시군구,월세(만원),전세비율 1,전용면적(㎡),전월세구분,층
99000,0.344370861,1,1,151000,1983-01-01,2018-04-01,2018-04-01,11~20,1~10,강남구,개포주공 6단지,,개포동,52000,서울특별시,서울특별시 강남구 개포동,0,0.344370861,73,전세,1
101000,0.331125828,2,1,151000,1983-01-01,2018-04-01,2018-04-01,11~20,1~10,강남구,개포주공 6단지,,개포동,50000,서울특별시,서울특별시 강남구 개포동,0,0.331125828,73,전세,1
131000,0.132450331,3,1,151000,1983-01-01,2018-04-01,2018-04-01,21~30,1~10,강남구,개포주공 6단지,,개포동,20000,서울특별시,서울특별시 강남구 개포동,110,0.132450331,73,월세,1
59500,0.493617021,4,1,117500,1986-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,개포현대200동,,개포동,58000,서울특별시,서울특별시 강남구 개포동,0,0.493617021,82,전세,7
50500,0.339869281,5,1,76500,1992-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,성원대치2단지아파트,109,개포동,26000,서울특별시,서울특별시 강남구 개포동,0,0.339869281,33,전세,10
58000,0.340909091,6,1,88000,1992-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,성원대치2단지아파트,109,개포동,30000,서울특별시,서울특별시 강남구 개포동,0,0.340909091,40,전세,6
56000,0.363636364,7,1,88000,1992-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,성원대치2단지아파트,109,개포동,32000,서울특별시,서울특별시 강남구 개포동,0,0.363636364,40,전세,6
53500,0.300653595,8,1,76500,1992-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,성원대치2단지아파트,109,개포동,23000,서울특별시,서울특별시 강남구 개포동,0,0.300653595,33,전세,10
67000,0.238636364,9,1,88000,1992-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,성원대치2단지아파트,109,개포동,21000,서울특별시,서울특별시 강남구 개포동,35,0.238636364,40,월세,6
50000,0.346405229,10,1,76500,1992-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,성원대치2단지아파트,109,개포동,26500,서울특별시,서울특별시 강남구 개포동,0,0.346405229,33,전세,10
99900,0.014792899,11,1,101400,1992-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,성원대치2단지아파트,109,개포동,1500,서울특별시,서울특별시 강남구 개포동,30,0.014792899,50,월세,11
98000,0.015075377,12,1,99500,1992-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,성원대치2단지아파트,109,개포동,1500,서울특별시,서울특별시 강남구 개포동,30,0.015075377,50,월세,14
56000,0.363636364,13,1,88000,1992-01-01,2018-04-01,2018-04-01,11~20,11~20,강남구,성원대치2단지아파트,109,개포동,32000,서울특별시,서울특별시 강남구 개포동,0,0.363636364,40,전세,6
58500,0.235294118,14,1,76500,1992-01-01,2018-04-01,2018-04-01,11~20,1~10,강남구,성원대치2단지아파트,109,개포동,18000,서울특별시,서울특별시 강남구 개포동,0,0.235294118,33,전세,10
57500,0.248366013,15,1,76500,1992-01-01,2018-04-01,2018-04-01,11~20,1~10,강남구,성원대치2단지아파트,109,개포동,19000,서울특별시,서울특별시 강남구 개포동,0,0.248366013,33,전세,10
54500,0.287581699,16,1,76500,1992-01-01,2018-04-01,2018-04-01,11~20,1~10,강남구,성원대치2단지아파트,109,개포동,22000,서울특별시,서울특별시 강남구 개포동,0,0.287581699,33,전세,10
49500,0.352941176,17,1,76500,1992-01-01,2018-04-01,2018-04-01,11~20,1~10,강남구,성원대치2단지아파트,109,개포동,27000,서울특별시,서울특별시 강남구 개포동,0,0.352941176,33,전세,10
61400,0.394477318,18,1,101400,1992-01-01,2018-04-01,2018-04-01,11~20,11~20,강남구,성원대치2단지아파트,109,개포동,40000,서울특별시,서울특별시 강남구 개포동,0,0.394477318,50,전세,11
59500,0.402010050,19,1,99500,1992-01-01,2018-04-01,2018-04-01,11~20,11~20,강남구,성원대치2단지아파트,109,개포동,40000,서울특별시,서울특별시 강남구 개포동,0,0.40201005,50,전세,14
49500,0.352941176,20,1,76500,1992-01-01,2018-04-01,2018-04-01,11~20,1~10,강남구,성원대치2단지아파트,109,개포동,27000,서울특별시,서울특별시 강남구 개포동,0,0.352941176,33,전세,10
51500,0.326797386,21,1,76500,1992-01-01,2018-04-01,2018-04-01,11~20,1~10,강남구,성원대치2단지아파트,109,개포동,25000,서울특별시,서울특별시 강남구 개포동,0,0.326797386,33,전세,10
50500,0.339869281,22,1,76500,1992-01-01,2018-04-01,2018-04-01,21~30,1~10,강남구,성원대치2단지아파트,109,개포동,26000,서울특별시,서울특별시 강남구 개포동,0,0.339869281,33,전세,10
61900,0.389546351,23,1,101400,1992-01-01,2018-04-01,2018-04-01,21~30,11~20,강남구,성원대치2단지아파트,109,개포동,39500,서울특별시,서울특별시 강남구 개포동,0,0.389546351,50,전세,11
60000,0.396984925,24,1,99500,1992-01-01,2018-04-01,2018-04-01,21~30,11~20,강남구,성원대치2단지아파트,109,개포동,39500,서울특별시,서울특별시 강남구 개포동,0,0.396984925,50,전세,14
59400,0.414201183,25,1,101400,1992-01-01,2018-04-01,2018-04-01,21~30,11~20,강남구,성원대치2단지아파트,109,개포동,42000,서울특별시,서울특별시 강남구 개포동,0,0.414201183,50,전세,11
57500,0.422110553,26,1,99500,1992-01-01,2018-04-01,2018-04-01,21~30,11~20,강남구,성원대치2단지아파트,109,개포동,42000,서울특별시,서울특별시 강남구 개포동,0,0.422110553,50,전세,14
81000,0.079545455,27,1,88000,1992-01-01,2018-04-01,2018-04-01,21~30,11~20,강남구,성원대치2단지아파트,109,개포동,7000,서울특별시,서울특별시 강남구 개포동,60,0.079545455,40,월세,6
63400,0.374753452,28,1,101400,1992-01-01,2018-04-01,2018-04-01,21~30,11~20,강남구,성원대치2단지아파트,109,개포동,38000,서울특별시,서울특별시 강남구 개포동,0,0.374753452,50,전세,11
61500,0.381909548,29,1,99500,1992-01-01,2018-04-01,2018-04-01,21~30,11~20,강남구,성원대치2단지아파트,109,개포동,38000,서울특별시,서울특별시 강남구 개포동,0,0.381909548,50,전세,14
74500,0.026143791,30,1,76500,1992-01-01,2018-04-01,2018-04-01,21~30,1~10,강남구,성원대치2단지아파트,109,개포동,2000,서울특별시,서울특별시 강남구 개포동,85,0.026143791,33,월세,10
56000,0.363636364,31,1,88000,1992-01-01,2018-04-01,2018-04-01,21~30,11~20,강남구,성원대치2단지아파트,109,개포동,32000,서울특별시,서울특별시 강남구 개포동,0,0.363636364,40,전세,6
138000,0.320197044,32,1,203000,1984-01-01,2018-04-01,2018-04-01,21~30,1~10,강남구,현대1차101동~106동,,개포동,65000,서울특별시,서울특별시 강남구 개포동,80,0.320197044,177,월세,9
37000,0.119047619,33,1,42000,2004-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,마일스디오빌,,논현동,5000,서울특별시,서울특별시 강남구 논현동,95,0.119047619,36,월세,15
36000,0.555555556,34,1,81000,1996-01-01,2018-04-01,2018-04-01,11~20,1~10,강남구,쌍용,50,논현동,45000,서울특별시,서울특별시 강남구 논현동,0,0.555555556,85,전세,3
92000,0.432098765,35,1,162000,2000-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,대치삼성,78,대치동,70000,서울특별시,서울특별시 강남구 대치동,65,0.432098765,85,월세,9
72000,0.555555556,36,1,162000,2000-01-01,2018-04-01,2018-04-01,21~30,1~10,강남구,대치삼성,78,대치동,90000,서울특별시,서울특별시 강남구 대치동,0,0.555555556,85,전세,9
102000,0.370370370,37,1,162000,2000-01-01,2018-04-01,2018-04-01,21~30,1~10,강남구,대치삼성,78,대치동,60000,서울특별시,서울특별시 강남구 대치동,80,0.37037037,85,월세,9
125000,0.568965517,38,1,290000,2008-01-01,2018-04-01,2018-04-01,21~30,11~20,강남구,대치아이파크,,대치동,165000,서울특별시,서울특별시 강남구 대치동,0,0.568965517,150,전세,24
117000,0.526315789,39,1,247000,2015-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,래미안대치팰리스,51,대치동,130000,서울특별시,서울특별시 강남구 대치동,0,0.526315789,95,전세,6
103500,0.547045952,40,1,228500,2015-01-01,2018-04-01,2018-04-01,11~20,1~10,강남구,래미안대치팰리스,51,대치동,125000,서울특별시,서울특별시 강남구 대치동,0,0.547045952,85,전세,17
114000,0.501094092,41,1,228500,2015-01-01,2018-04-01,2018-04-01,21~30,1~10,강남구,래미안대치팰리스,51,대치동,114500,서울특별시,서울특별시 강남구 대치동,0,0.501094092,85,전세,17
98500,0.568927790,42,1,228500,2015-01-01,2018-04-01,2018-04-01,21~30,1~10,강남구,래미안대치팰리스,51,대치동,130000,서울특별시,서울특별시 강남구 대치동,0,0.56892779,85,전세,17
222000,0.101214575,43,1,247000,2015-01-01,2018-04-01,2018-04-01,21~30,1~10,강남구,래미안대치팰리스,51,대치동,25000,서울특별시,서울특별시 강남구 대치동,380,0.101214575,95,월세,6
108500,0.525164114,44,1,228500,2015-01-01,2018-04-01,2018-04-01,21~30,1~10,강남구,래미안대치팰리스,51,대치동,120000,서울특별시,서울특별시 강남구 대치동,0,0.525164114,85,전세,17
111500,0.344117647,45,1,170000,1983-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,"쌍용대치아파트1동, 2동, 3동, 5동, 6동",,대치동,58500,서울특별시,서울특별시 강남구 대치동,0,0.344117647,84,전세,13
125000,0.264705882,46,1,170000,1983-01-01,2018-04-01,2018-04-01,21~30,11~20,강남구,"쌍용대치아파트1동, 2동, 3동, 5동, 6동",,대치동,45000,서울특별시,서울특별시 강남구 대치동,0,0.264705882,84,전세,13
30000,0.032258065,47,1,31000,2004-01-01,2018-04-01,2018-04-01,1~10,21~30,강남구,테헤란로대우아이빌(891-6),,대치동,1000,서울특별시,서울특별시 강남구 대치동,80,0.032258065,30,월세,4
7000,0.774193548,48,1,31000,2004-01-01,2018-04-01,2018-04-01,21~30,21~30,강남구,테헤란로대우아이빌(891-6),,대치동,24000,서울특별시,서울특별시 강남구 대치동,0,0.774193548,30,전세,4
100000,0.444444444,49,1,180000,1983-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,한보미도맨션1,,대치동,80000,서울특별시,서울특별시 강남구 대치동,0,0.444444444,84,전세,1
150000,0.166666667,50,1,180000,1983-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,한보미도맨션1,,대치동,30000,서울특별시,서울특별시 강남구 대치동,150,0.166666667,84,월세,1
130000,0.277777778,51,1,180000,1983-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,한보미도맨션1,,대치동,50000,서울특별시,서울특별시 강남구 대치동,100,0.277777778,84,월세,1
136000,0.244444444,52,1,180000,1983-01-01,2018-04-01,2018-04-01,11~20,1~10,강남구,한보미도맨션1,,대치동,44000,서울특별시,서울특별시 강남구 대치동,0,0.244444444,84,전세,1
105000,0.416666667,53,1,180000,1983-01-01,2018-04-01,2018-04-01,21~30,1~10,강남구,한보미도맨션1,,대치동,75000,서울특별시,서울특별시 강남구 대치동,0,0.416666667,84,전세,1
70000,0.6,54,1,175000,2006-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,도곡렉슬,,도곡동,105000,서울특별시,서울특별시 강남구 도곡동,0,0.6,85,전세,20
75000,0.571428571,55,1,175000,2006-01-01,2018-04-01,2018-04-01,11~20,11~20,강남구,도곡렉슬,,도곡동,100000,서울특별시,서울특별시 강남구 도곡동,0,0.571428571,85,전세,20
54000,0.509090909,56,1,110000,1986-01-01,2018-04-01,2018-04-01,11~20,1~10,강남구,역삼우성,363,도곡동,56000,서울특별시,서울특별시 강남구 도곡동,0,0.509090909,85,전세,3
90000,0.181818182,57,1,110000,1986-01-01,2018-04-01,2018-04-01,11~20,1~10,강남구,역삼우성,363,도곡동,20000,서울특별시,서울특별시 강남구 도곡동,130,0.181818182,85,월세,3
57000,0.481818182,58,1,110000,1986-01-01,2018-04-01,2018-04-01,21~30,1~10,강남구,역삼우성,363,도곡동,53000,서울특별시,서울특별시 강남구 도곡동,0,0.481818182,85,전세,3
85000,0.685185185,59,1,270000,2002-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,타워팰리스1,30,도곡동,185000,서울특별시,서울특별시 강남구 도곡동,0,0.685185185,165,전세,52
3000,0.942307692,60,1,52000,2004-01-01,2018-04-01,2018-04-01,11~20,11~20,강남구,동구싼타빌,112,삼성동,49000,서울특별시,서울특별시 강남구 삼성동,0,0.942307692,71,전세,5
100000,0.541284404,61,1,218000,2008-01-01,2018-04-01,2018-04-01,11~20,21~30,강남구,삼성동힐스테이트 1단지,68,삼성동,118000,서울특별시,서울특별시 강남구 삼성동,0,0.541284404,114,전세,23
48000,0.533980583,62,1,103000,2012-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,세곡푸르지오,,세곡동,55000,서울특별시,서울특별시 강남구 세곡동,0,0.533980583,75,전세,13
52500,0.490291262,63,1,103000,2012-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,세곡푸르지오,,세곡동,50500,서울특별시,서울특별시 강남구 세곡동,0,0.490291262,75,전세,13
48000,0.533980583,64,1,103000,2012-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,세곡푸르지오,,세곡동,55000,서울특별시,서울특별시 강남구 세곡동,0,0.533980583,75,전세,13
53000,0.513761468,65,1,109000,2012-01-01,2018-04-01,2018-04-01,11~20,11~20,강남구,세곡푸르지오,,세곡동,56000,서울특별시,서울특별시 강남구 세곡동,0,0.513761468,85,전세,15
51000,0.532110092,66,1,109000,2012-01-01,2018-04-01,2018-04-01,21~30,11~20,강남구,세곡푸르지오,,세곡동,58000,서울특별시,서울특별시 강남구 세곡동,0,0.532110092,85,전세,15
50000,0.539170507,67,1,108500,2014-01-01,2018-04-01,2018-04-01,11~20,1~10,강남구,강남데시앙포레,34,수서동,58500,서울특별시,서울특별시 강남구 수서동,0,0.539170507,60,전세,12
50500,0.534562212,68,1,108500,2014-01-01,2018-04-01,2018-04-01,21~30,1~10,강남구,강남데시앙포레,34,수서동,58000,서울특별시,서울특별시 강남구 수서동,0,0.534562212,60,전세,12
50500,0.534562212,69,1,108500,2014-01-01,2018-04-01,2018-04-01,21~30,1~10,강남구,강남데시앙포레,34,수서동,58000,서울특별시,서울특별시 강남구 수서동,0,0.534562212,60,전세,12
54000,0.597014925,70,1,134000,2014-01-01,2018-04-01,2018-04-01,21~30,1~10,강남구,강남데시앙포레,34,수서동,80000,서울특별시,서울특별시 강남구 수서동,0,0.597014925,85,전세,12
49000,0.3875,71,1,80000,1993-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,까치마을,19,수서동,31000,서울특별시,서울특별시 강남구 수서동,0,0.3875,40,전세,13
60000,0.25,72,1,80000,1993-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,까치마을,19,수서동,20000,서울특별시,서울특별시 강남구 수서동,25,0.25,40,월세,13
51000,0.3625,73,1,80000,1993-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,까치마을,19,수서동,29000,서울특별시,서울특별시 강남구 수서동,0,0.3625,40,전세,13
62800,0.073746313,74,1,67800,1993-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,까치마을,19,수서동,5000,서울특별시,서울특별시 강남구 수서동,70,0.073746313,34,월세,1
42800,0.368731563,75,1,67800,1993-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,까치마을,19,수서동,25000,서울특별시,서울특별시 강남구 수서동,0,0.368731563,34,전세,1
53000,0.3375,76,1,80000,1993-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,까치마을,19,수서동,27000,서울특별시,서울특별시 강남구 수서동,0,0.3375,40,전세,13
75000,0.0625,77,1,80000,1993-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,까치마을,19,수서동,5000,서울특별시,서울특별시 강남구 수서동,85,0.0625,40,월세,13
42800,0.368731563,78,1,67800,1993-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,까치마을,19,수서동,25000,서울특별시,서울특별시 강남구 수서동,0,0.368731563,34,전세,1
52800,0.221238938,79,1,67800,1993-01-01,2018-04-01,2018-04-01,11~20,11~20,강남구,까치마을,19,수서동,15000,서울특별시,서울특별시 강남구 수서동,35,0.221238938,34,월세,1
42800,0.368731563,80,1,67800,1993-01-01,2018-04-01,2018-04-01,11~20,11~20,강남구,까치마을,19,수서동,25000,서울특별시,서울특별시 강남구 수서동,0,0.368731563,34,전세,1
51000,0.3625,81,1,80000,1993-01-01,2018-04-01,2018-04-01,21~30,11~20,강남구,까치마을,19,수서동,29000,서울특별시,서울특별시 강남구 수서동,0,0.3625,40,전세,13
50000,0.375,82,1,80000,1993-01-01,2018-04-01,2018-04-01,21~30,11~20,강남구,까치마을,19,수서동,30000,서울특별시,서울특별시 강남구 수서동,0,0.375,40,전세,13
40800,0.398230088,83,1,67800,1993-01-01,2018-04-01,2018-04-01,21~30,11~20,강남구,까치마을,19,수서동,27000,서울특별시,서울특별시 강남구 수서동,0,0.398230088,34,전세,1
67000,0.58125,84,1,160000,2005-01-01,2018-04-01,2018-04-01,21~30,11~20,강남구,e-편한세상,69,역삼동,93000,서울특별시,서울특별시 강남구 역삼동,0,0.58125,85,전세,2
4000,0.833333333,85,1,24000,2012-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,대명벨리온,25,역삼동,20000,서울특별시,서울특별시 강남구 역삼동,0,0.833333333,18,전세,3
5200,0.821917808,86,1,29200,2002-01-01,2018-04-01,2018-04-01,11~20,21~30,강남구,대우디오빌,,역삼동,24000,서울특별시,서울특별시 강남구 역삼동,0,0.821917808,30,전세,15
4700,0.836236934,87,1,28700,2002-01-01,2018-04-01,2018-04-01,11~20,11~20,강남구,대우디오빌,,역삼동,24000,서울특별시,서울특별시 강남구 역삼동,0,0.836236934,30,전세,7
66000,0.635359116,88,1,181000,2011-01-01,2018-04-01,2018-04-01,11~20,11~20,강남구,래미안그레이튼(진달래2차),43,역삼동,115000,서울특별시,서울특별시 강남구 역삼동,0,0.635359116,120,전세,23
140000,0.363636364,89,1,220000,2007-01-01,2018-04-01,2018-04-01,21~30,1~10,강남구,래미안펜타빌,,역삼동,80000,서울특별시,서울특별시 강남구 역삼동,170,0.363636364,157,월세,14
35000,0.5625,90,1,80000,2015-01-01,2018-04-01,2018-04-01,1~10,21~30,강남구,강남한신휴플러스6단지,26,율현동,45000,서울특별시,서울특별시 강남구 율현동,0,0.5625,60,전세,8
37000,0.548780488,91,1,82000,2015-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,강남한신휴플러스6단지,26,율현동,45000,서울특별시,서울특별시 강남구 율현동,0,0.548780488,60,전세,3
30000,0.638554217,92,1,83000,2015-01-01,2018-04-01,2018-04-01,11~20,11~20,강남구,강남한신휴플러스6단지,26,율현동,53000,서울특별시,서울특별시 강남구 율현동,0,0.638554217,85,전세,1
14000,0.740740741,93,1,54000,1992-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,수서,55,일원동,40000,서울특별시,서울특별시 강남구 일원동,0,0.740740741,52,전세,7
52000,0.037037037,94,1,54000,1992-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,수서,55,일원동,2000,서울특별시,서울특별시 강남구 일원동,100,0.037037037,52,월세,7
54500,0.622837370,95,1,144500,2014-01-01,2018-04-01,2018-04-01,1~10,11~20,강남구,래미안강남힐즈,,자곡동,90000,서울특별시,서울특별시 강남구 자곡동,0,0.62283737,102,전세,7
59500,0.588235294,96,1,144500,2014-01-01,2018-04-01,2018-04-01,21~30,11~20,강남구,래미안강남힐즈,,자곡동,85000,서울특별시,서울특별시 강남구 자곡동,0,0.588235294,102,전세,7
48000,0.593220339,97,1,118000,1997-01-01,2018-04-01,2018-04-01,21~30,1~10,강남구,청담동삼성1차아파트101동,133,청담동,70000,서울특별시,서울특별시 강남구 청담동,0,0.593220339,85,전세,2
41000,0.687022901,98,1,131000,2012-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,청담자이,138,청담동,90000,서울특별시,서울특별시 강남구 청담동,0,0.687022901,50,전세,3
200000,0.230769231,99,1,260000,2012-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,청담자이,138,청담동,60000,서울특별시,서울특별시 강남구 청담동,180,0.230769231,89,월세,22
120000,0.538461538,100,1,260000,2012-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,청담자이,138,청담동,140000,서울특별시,서울특별시 강남구 청담동,0,0.538461538,89,전세,22
210000,0.192307692,101,1,260000,2012-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,청담자이,138,청담동,50000,서울특별시,서울특별시 강남구 청담동,250,0.192307692,89,월세,22
106000,0.190839695,102,1,131000,2012-01-01,2018-04-01,2018-04-01,1~10,1~10,강남구,청담자이,138,청담동,25000,서울특별시,서울특별시 강남구 청담동,200,0.190839695,50,월세,3
160000,0.384615385,103,1,260000,2012-01-01,2018-04-01,2018-04-01,11~20,1~10,강남구,청담자이,138,청담동,100000,서울특별시,서울특별시 강남구 청담동,120,0.384615385,89,월세,22
45000,0.656488550,104,1,131000,2012-01-01,2018-04-01,2018-04-01,11~20,1~10,강남구,청담자이,138,청담동,86000,서울특별시,서울특별시 강남구 청담동,0,0.65648855,50,전세,3
56000,0.572519084,105,1,131000,2012-01-01,2018-04-01,2018-04-01,11~20,1~10,강남구,청담자이,138,청담동,75000,서울특별시,서울특별시 강남구 청담동,0,0.572519084,50,전세,3
21000,0.704225352,106,1,71000,1995-01-01,2018-04-01,2018-04-01,1~10,11~20,강동구,배재현대,61,고덕동,50000,서울특별시,서울특별시 강동구 고덕동,0,0.704225352,85,전세,21
27700,0.578386606,107,1,65700,1996-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,아남1,,고덕동,38000,서울특별시,서울특별시 강동구 고덕동,20,0.578386606,85,월세,7
22700,0.654490107,108,1,65700,1996-01-01,2018-04-01,2018-04-01,21~30,1~10,강동구,아남1,,고덕동,43000,서울특별시,서울특별시 강동구 고덕동,0,0.654490107,85,전세,7
25700,0.608828006,109,1,65700,1996-01-01,2018-04-01,2018-04-01,21~30,1~10,강동구,아남1,,고덕동,40000,서울특별시,서울특별시 강동구 고덕동,0,0.608828006,85,전세,7
21700,0.669710807,110,1,65700,1996-01-01,2018-04-01,2018-04-01,21~30,1~10,강동구,아남1,,고덕동,44000,서울특별시,서울특별시 강동구 고덕동,0,0.669710807,85,전세,7
11000,0.083333333,111,1,12000,2013-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,강동큐브(2차),,길동,1000,서울특별시,서울특별시 강동구 길동,50,0.083333333,14,월세,8
0,1,112,1,12000,2013-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,강동큐브(2차),,길동,12000,서울특별시,서울특별시 강동구 길동,0,1,14,전세,8
9850,0.233463035,113,1,12850,2013-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,강동큐브(2차),,길동,3000,서울특별시,서울특별시 강동구 길동,40,0.233463035,15,월세,6
10400,0.087719298,114,1,11400,2013-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,강동큐브(2차),,길동,1000,서울특별시,서울특별시 강동구 길동,45,0.087719298,13,월세,11
11850,0.077821012,115,1,12850,2013-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,강동큐브(2차),,길동,1000,서울특별시,서울특별시 강동구 길동,50,0.077821012,15,월세,6
11000,0.083333333,116,1,12000,2013-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,강동큐브(2차),,길동,1000,서울특별시,서울특별시 강동구 길동,50,0.083333333,14,월세,8
11850,0.077821012,117,1,12850,2013-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,강동큐브(2차),,길동,1000,서울특별시,서울특별시 강동구 길동,50,0.077821012,15,월세,6
23000,0.603448276,118,1,58000,1994-01-01,2018-04-01,2018-04-01,1~10,21~30,강동구,길동우성,193,길동,35000,서울특별시,서울특별시 강동구 길동,30,0.603448276,85,월세,12
26000,0.573770492,119,1,61000,1994-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,길동우성,193,길동,35000,서울특별시,서울특별시 강동구 길동,30,0.573770492,85,월세,8
17000,0.706896552,120,1,58000,1994-01-01,2018-04-01,2018-04-01,11~20,21~30,강동구,길동우성,193,길동,41000,서울특별시,서울특별시 강동구 길동,0,0.706896552,85,전세,12
20000,0.672131148,121,1,61000,1994-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,길동우성,193,길동,41000,서울특별시,서울특별시 강동구 길동,0,0.672131148,85,전세,8
18000,0.689655172,122,1,58000,1994-01-01,2018-04-01,2018-04-01,11~20,21~30,강동구,길동우성,193,길동,40000,서울특별시,서울특별시 강동구 길동,0,0.689655172,85,전세,12
21000,0.655737705,123,1,61000,1994-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,길동우성,193,길동,40000,서울특별시,서울특별시 강동구 길동,0,0.655737705,85,전세,8
16000,0.724137931,124,1,58000,1994-01-01,2018-04-01,2018-04-01,21~30,21~30,강동구,길동우성,193,길동,42000,서울특별시,서울특별시 강동구 길동,0,0.724137931,85,전세,12
19000,0.688524590,125,1,61000,1994-01-01,2018-04-01,2018-04-01,21~30,1~10,강동구,길동우성,193,길동,42000,서울특별시,서울특별시 강동구 길동,0,0.68852459,85,전세,8
28800,0.357142857,126,1,44800,1983-01-01,2018-04-01,2018-04-01,1~10,11~20,강동구,신동아,,길동,16000,서울특별시,서울특별시 강동구 길동,0,0.357142857,60,전세,8
28000,0.363636364,127,1,44000,1983-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,신동아,,길동,16000,서울특별시,서울특별시 강동구 길동,0,0.363636364,60,전세,4
29800,0.334821429,128,1,44800,1983-01-01,2018-04-01,2018-04-01,1~10,11~20,강동구,신동아,,길동,15000,서울특별시,서울특별시 강동구 길동,0,0.334821429,60,전세,8
29000,0.340909091,129,1,44000,1983-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,신동아,,길동,15000,서울특별시,서울특별시 강동구 길동,0,0.340909091,60,전세,4
59500,0.032520325,130,1,61500,1983-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,신동아,,길동,2000,서울특별시,서울특별시 강동구 길동,40,0.032520325,103,월세,2
43500,0.292682927,131,1,61500,1983-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,신동아,,길동,18000,서울특별시,서울특별시 강동구 길동,0,0.292682927,103,전세,2
43500,0.292682927,132,1,61500,1983-01-01,2018-04-01,2018-04-01,11~20,1~10,강동구,신동아,,길동,18000,서울특별시,서울특별시 강동구 길동,0,0.292682927,103,전세,2
43500,0.292682927,133,1,61500,1983-01-01,2018-04-01,2018-04-01,21~30,1~10,강동구,신동아,,길동,18000,서울특별시,서울특별시 강동구 길동,0,0.292682927,103,전세,2
44500,0.006696429,134,1,44800,1983-01-01,2018-04-01,2018-04-01,21~30,11~20,강동구,신동아,,길동,300,서울특별시,서울특별시 강동구 길동,30,0.006696429,60,월세,8
43700,0.006818182,135,1,44000,1983-01-01,2018-04-01,2018-04-01,21~30,1~10,강동구,신동아,,길동,300,서울특별시,서울특별시 강동구 길동,30,0.006818182,60,월세,4
34500,0.591715976,136,1,84500,1986-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,명일우성,62,명일동,50000,서울특별시,서울특별시 강동구 명일동,0,0.591715976,85,전세,10
34500,0.591715976,137,1,84500,1986-01-01,2018-04-01,2018-04-01,1~10,1~10,강동구,명일우성,62,명일동,50000,서울특별시,서울특별시 강동구 명일동,0,0.591715976,85,전세,10
