금액차이,전세비율,ID,Number of Records,거래금액(만원),건축년도 (아파트 전월세 실거래가),계약년월 (아파트 전월세 실거래가),계약년월,계약일 (아파트 전월세 실거래가),계약일,구,단지명,도로명,동,보증금(만원),시군구 - Split 1,시군구,월세(만원),전세비율 1,전용면적(㎡),전월세구분,층
6500,0.835443038,488,1,39500,2002-01-01,2018-04-01,2018-04-01,11~20,11~20,강서구,우장산태승훼미리,6,내발산동,33000,서울특별시,서울특별시 강서구 내발산동,0,0.835443038,71,전세,7
30500,0.573426573,489,1,71500,2005-01-01,2018-04-01,2018-04-01,1~10,11~20,강서구,우장산힐스테이트,,내발산동,41000,서울특별시,서울특별시 강서구 내발산동,0,0.573426573,60,전세,9
30000,0.577464789,490,1,71000,2005-01-01,2018-04-01,2018-04-01,1~10,11~20,강서구,우장산힐스테이트,,내발산동,41000,서울특별시,서울특별시 강서구 내발산동,0,0.577464789,60,전세,6
34000,0.546666667,491,1,75000,2005-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,우장산힐스테이트,,내발산동,41000,서울특별시,서울특별시 강서구 내발산동,0,0.546666667,60,전세,9
27500,0.615384615,492,1,71500,2005-01-01,2018-04-01,2018-04-01,1~10,11~20,강서구,우장산힐스테이트,,내발산동,44000,서울특별시,서울특별시 강서구 내발산동,0,0.615384615,60,전세,9
27000,0.619718310,493,1,71000,2005-01-01,2018-04-01,2018-04-01,1~10,11~20,강서구,우장산힐스테이트,,내발산동,44000,서울특별시,서울특별시 강서구 내발산동,0,0.61971831,60,전세,6
31000,0.586666667,494,1,75000,2005-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,우장산힐스테이트,,내발산동,44000,서울특별시,서울특별시 강서구 내발산동,0,0.586666667,60,전세,9
51500,0.279720280,495,1,71500,2005-01-01,2018-04-01,2018-04-01,21~30,11~20,강서구,우장산힐스테이트,,내발산동,20000,서울특별시,서울특별시 강서구 내발산동,45,0.27972028,60,월세,9
51000,0.281690141,496,1,71000,2005-01-01,2018-04-01,2018-04-01,21~30,11~20,강서구,우장산힐스테이트,,내발산동,20000,서울특별시,서울특별시 강서구 내발산동,45,0.281690141,60,월세,6
55000,0.266666667,497,1,75000,2005-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,우장산힐스테이트,,내발산동,20000,서울특별시,서울특별시 강서구 내발산동,45,0.266666667,60,월세,9
69000,0.067567568,498,1,74000,1995-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,대림,39,등촌동,5000,서울특별시,서울특별시 강서구 등촌동,150,0.067567568,124,월세,11
68000,0.068493151,499,1,73000,1995-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,대림,39,등촌동,5000,서울특별시,서울특별시 강서구 등촌동,150,0.068493151,124,월세,3
14000,0.569230769,500,1,32500,1994-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,"등촌1,2단지주공아파트",68,등촌동,18500,서울특별시,서울특별시 강서구 등촌동,0,0.569230769,42,전세,15
17000,0.521126761,501,1,35500,1994-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,"등촌1,2단지주공아파트",68,등촌동,18500,서울특별시,서울특별시 강서구 등촌동,0,0.521126761,42,전세,5
14500,0.553846154,502,1,32500,1994-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,"등촌1,2단지주공아파트",68,등촌동,18000,서울특별시,서울특별시 강서구 등촌동,0,0.553846154,42,전세,15
17500,0.507042254,503,1,35500,1994-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,"등촌1,2단지주공아파트",68,등촌동,18000,서울특별시,서울특별시 강서구 등촌동,0,0.507042254,42,전세,5
13500,0.584615385,504,1,32500,1994-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,"등촌1,2단지주공아파트",68,등촌동,19000,서울특별시,서울특별시 강서구 등촌동,0,0.584615385,42,전세,15
16500,0.535211268,505,1,35500,1994-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,"등촌1,2단지주공아파트",68,등촌동,19000,서울특별시,서울특별시 강서구 등촌동,0,0.535211268,42,전세,5
14500,0.553846154,506,1,32500,1994-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,"등촌1,2단지주공아파트",68,등촌동,18000,서울특별시,서울특별시 강서구 등촌동,0,0.553846154,42,전세,15
17500,0.507042254,507,1,35500,1994-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,"등촌1,2단지주공아파트",68,등촌동,18000,서울특별시,서울특별시 강서구 등촌동,0,0.507042254,42,전세,5
12500,0.615384615,508,1,32500,1994-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,"등촌1,2단지주공아파트",68,등촌동,20000,서울특별시,서울특별시 강서구 등촌동,0,0.615384615,42,전세,15
15500,0.563380282,509,1,35500,1994-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,"등촌1,2단지주공아파트",68,등촌동,20000,서울특별시,서울특별시 강서구 등촌동,0,0.563380282,42,전세,5
14000,0.569230769,510,1,32500,1994-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,"등촌1,2단지주공아파트",68,등촌동,18500,서울특별시,서울특별시 강서구 등촌동,0,0.569230769,42,전세,15
17000,0.521126761,511,1,35500,1994-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,"등촌1,2단지주공아파트",68,등촌동,18500,서울특별시,서울특별시 강서구 등촌동,0,0.521126761,42,전세,5
15700,0.577956989,512,1,37200,1994-01-01,2018-04-01,2018-04-01,21~30,21~30,강서구,"등촌7,8단지주공아파트",43,등촌동,21500,서울특별시,서울특별시 강서구 등촌동,0,0.577956989,42,전세,8
36200,0.026881720,513,1,37200,1994-01-01,2018-04-01,2018-04-01,21~30,21~30,강서구,"등촌7,8단지주공아파트",43,등촌동,1000,서울특별시,서울특별시 강서구 등촌동,65,0.02688172,42,월세,8
26200,0.295698925,514,1,37200,1994-01-01,2018-04-01,2018-04-01,21~30,21~30,강서구,"등촌7,8단지주공아파트",43,등촌동,11000,서울특별시,서울특별시 강서구 등촌동,0,0.295698925,42,전세,8
14500,0.756302521,515,1,59500,2004-01-01,2018-04-01,2018-04-01,11~20,11~20,강서구,등촌동아이파크,,등촌동,45000,서울특별시,서울특별시 강서구 등촌동,0,0.756302521,85,전세,8
11500,0.806722689,516,1,59500,2004-01-01,2018-04-01,2018-04-01,11~20,11~20,강서구,등촌동아이파크,,등촌동,48000,서울특별시,서울특별시 강서구 등촌동,0,0.806722689,85,전세,8
15000,0.8,517,1,75000,2004-01-01,2018-04-01,2018-04-01,21~30,11~20,강서구,등촌동아이파크,,등촌동,60000,서울특별시,서울특별시 강서구 등촌동,0,0.8,135,전세,2
12000,0.714285714,518,1,42000,1997-01-01,2018-04-01,2018-04-01,11~20,11~20,강서구,등촌라인(조합),68,등촌동,30000,서울특별시,서울특별시 강서구 등촌동,0,0.714285714,60,전세,9
32000,0.483870968,519,1,62000,1994-01-01,2018-04-01,2018-04-01,1~10,21~30,강서구,부영,56,등촌동,30000,서울특별시,서울특별시 강서구 등촌동,0,0.483870968,81,전세,12
28000,0.517241379,520,1,58000,1994-01-01,2018-04-01,2018-04-01,1~10,11~20,강서구,부영,56,등촌동,30000,서울특별시,서울특별시 강서구 등촌동,0,0.517241379,81,전세,11
37000,0.403225806,521,1,62000,1994-01-01,2018-04-01,2018-04-01,21~30,21~30,강서구,부영,56,등촌동,25000,서울특별시,서울특별시 강서구 등촌동,0,0.403225806,81,전세,12
33000,0.431034483,522,1,58000,1994-01-01,2018-04-01,2018-04-01,21~30,11~20,강서구,부영,56,등촌동,25000,서울특별시,서울특별시 강서구 등촌동,0,0.431034483,81,전세,11
29000,0.532258065,523,1,62000,1994-01-01,2018-04-01,2018-04-01,21~30,21~30,강서구,부영,56,등촌동,33000,서울특별시,서울특별시 강서구 등촌동,0,0.532258065,81,전세,12
25000,0.568965517,524,1,58000,1994-01-01,2018-04-01,2018-04-01,21~30,11~20,강서구,부영,56,등촌동,33000,서울특별시,서울특별시 강서구 등촌동,0,0.568965517,81,전세,11
6000,0.815384615,525,1,32500,2001-01-01,2018-04-01,2018-04-01,11~20,11~20,강서구,삼형.그레이스빌,,등촌동,26500,서울특별시,서울특별시 강서구 등촌동,0,0.815384615,55,전세,14
6500,0.8,526,1,32500,2001-01-01,2018-04-01,2018-04-01,21~30,11~20,강서구,삼형.그레이스빌,,등촌동,26000,서울특별시,서울특별시 강서구 등촌동,0,0.8,55,전세,14
26000,0.490196078,527,1,51000,1995-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,주공10,63,등촌동,25000,서울특별시,서울특별시 강서구 등촌동,0,0.490196078,58,전세,5
25000,0.5,528,1,50000,1995-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,주공10,63,등촌동,25000,서울특별시,서울특별시 강서구 등촌동,0,0.5,58,전세,4
21000,0.588235294,529,1,51000,1995-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,주공10,63,등촌동,30000,서울특별시,서울특별시 강서구 등촌동,0,0.588235294,58,전세,5
20000,0.6,530,1,50000,1995-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,주공10,63,등촌동,30000,서울특별시,서울특별시 강서구 등촌동,0,0.6,58,전세,4
21000,0.588235294,531,1,51000,1995-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,주공10,63,등촌동,30000,서울특별시,서울특별시 강서구 등촌동,0,0.588235294,58,전세,5
20000,0.6,532,1,50000,1995-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,주공10,63,등촌동,30000,서울특별시,서울특별시 강서구 등촌동,0,0.6,58,전세,4
21500,0.578431373,533,1,51000,1995-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,주공10,63,등촌동,29500,서울특별시,서울특별시 강서구 등촌동,0,0.578431373,58,전세,5
20500,0.59,534,1,50000,1995-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,주공10,63,등촌동,29500,서울특별시,서울특별시 강서구 등촌동,0,0.59,58,전세,4
25000,0.528301887,535,1,53000,1995-01-01,2018-04-01,2018-04-01,1~10,11~20,강서구,주공3,56,등촌동,28000,서울특별시,서울특별시 강서구 등촌동,0,0.528301887,58,전세,9
28300,0.497335702,536,1,56300,1995-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,주공3,56,등촌동,28000,서울특별시,서울특별시 강서구 등촌동,0,0.497335702,58,전세,8
27000,0.509090909,537,1,55000,1995-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,주공3,56,등촌동,28000,서울특별시,서울특별시 강서구 등촌동,0,0.509090909,58,전세,14
26700,0.496226415,538,1,53000,1995-01-01,2018-04-01,2018-04-01,11~20,11~20,강서구,주공3,56,등촌동,26300,서울특별시,서울특별시 강서구 등촌동,0,0.496226415,58,전세,9
30000,0.467140320,539,1,56300,1995-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,주공3,56,등촌동,26300,서울특별시,서울특별시 강서구 등촌동,0,0.46714032,58,전세,8
28700,0.478181818,540,1,55000,1995-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,주공3,56,등촌동,26300,서울특별시,서울특별시 강서구 등촌동,0,0.478181818,58,전세,14
25000,0.528301887,541,1,53000,1995-01-01,2018-04-01,2018-04-01,11~20,11~20,강서구,주공3,56,등촌동,28000,서울특별시,서울특별시 강서구 등촌동,0,0.528301887,58,전세,9
28300,0.497335702,542,1,56300,1995-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,주공3,56,등촌동,28000,서울특별시,서울특별시 강서구 등촌동,0,0.497335702,58,전세,8
27000,0.509090909,543,1,55000,1995-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,주공3,56,등촌동,28000,서울특별시,서울특별시 강서구 등촌동,0,0.509090909,58,전세,14
23500,0.556603774,544,1,53000,1995-01-01,2018-04-01,2018-04-01,21~30,11~20,강서구,주공3,56,등촌동,29500,서울특별시,서울특별시 강서구 등촌동,0,0.556603774,58,전세,9
26800,0.523978686,545,1,56300,1995-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,주공3,56,등촌동,29500,서울특별시,서울특별시 강서구 등촌동,0,0.523978686,58,전세,8
25500,0.536363636,546,1,55000,1995-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,주공3,56,등촌동,29500,서울특별시,서울특별시 강서구 등촌동,0,0.536363636,58,전세,14
26900,0.500927644,547,1,53900,1995-01-01,2018-04-01,2018-04-01,1~10,11~20,강서구,주공5,39,등촌동,27000,서울특별시,서울특별시 강서구 등촌동,0,0.500927644,58,전세,12
27800,0.492700730,548,1,54800,1995-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,주공5,39,등촌동,27000,서울특별시,서울특별시 강서구 등촌동,0,0.49270073,58,전세,10
43900,0.185528757,549,1,53900,1995-01-01,2018-04-01,2018-04-01,11~20,11~20,강서구,주공5,39,등촌동,10000,서울특별시,서울특별시 강서구 등촌동,60,0.185528757,58,월세,12
44800,0.182481752,550,1,54800,1995-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,주공5,39,등촌동,10000,서울특별시,서울특별시 강서구 등촌동,60,0.182481752,58,월세,10
32000,0.492063492,551,1,63000,1994-01-01,2018-04-01,2018-04-01,1~10,11~20,강서구,진로아파트,,등촌동,31000,서울특별시,서울특별시 강서구 등촌동,10,0.492063492,85,월세,10
25000,0.603174603,552,1,63000,1994-01-01,2018-04-01,2018-04-01,11~20,11~20,강서구,진로아파트,,등촌동,38000,서울특별시,서울특별시 강서구 등촌동,0,0.603174603,85,전세,10
15000,0.655172414,553,1,43500,1998-01-01,2018-04-01,2018-04-01,1~10,21~30,강서구,태영,,등촌동,28500,서울특별시,서울특별시 강서구 등촌동,0,0.655172414,60,전세,4
7400,0.793871866,554,1,35900,1998-01-01,2018-04-01,2018-04-01,1~10,11~20,강서구,태영,,등촌동,28500,서울특별시,서울특별시 강서구 등촌동,0,0.793871866,60,전세,1
47000,0.515463918,555,1,97000,2014-01-01,2018-04-01,2018-04-01,11~20,21~30,강서구,마곡엠밸리6단지,1,마곡동,50000,서울특별시,서울특별시 강서구 마곡동,0,0.515463918,85,전세,8
50000,0.484536082,556,1,97000,2014-01-01,2018-04-01,2018-04-01,11~20,21~30,강서구,마곡엠밸리6단지,1,마곡동,47000,서울특별시,서울특별시 강서구 마곡동,0,0.484536082,85,전세,8
38500,0.527607362,557,1,81500,2016-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,마곡엠밸리8단지,1,마곡동,43000,서울특별시,서울특별시 강서구 마곡동,0,0.527607362,60,전세,12
15000,0.680851064,558,1,47000,1993-01-01,2018-04-01,2018-04-01,11~20,21~30,강서구,동성,23,방화동,32000,서울특별시,서울특별시 강서구 방화동,0,0.680851064,77,전세,5
33500,0.573248408,559,1,78500,2008-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,마곡푸르지오,34,방화동,45000,서울특별시,서울특별시 강서구 방화동,0,0.573248408,85,전세,12
33500,0.573248408,560,1,78500,2008-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,마곡푸르지오,34,방화동,45000,서울특별시,서울특별시 강서구 방화동,0,0.573248408,85,전세,12
36500,0.535031847,561,1,78500,2008-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,마곡푸르지오,34,방화동,42000,서울특별시,서울특별시 강서구 방화동,0,0.535031847,85,전세,12
35500,0.547770701,562,1,78500,2008-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,마곡푸르지오,34,방화동,43000,서울특별시,서울특별시 강서구 방화동,0,0.547770701,85,전세,12
23100,0.291411043,563,1,32600,1994-01-01,2018-04-01,2018-04-01,1~10,11~20,강서구,방화12도시개발공사,6,방화동,9500,서울특별시,서울특별시 강서구 방화동,40,0.291411043,51,월세,3
23250,0.290076336,564,1,32750,1994-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,방화12도시개발공사,6,방화동,9500,서울특별시,서울특별시 강서구 방화동,40,0.290076336,51,월세,6
11600,0.644171779,565,1,32600,1994-01-01,2018-04-01,2018-04-01,11~20,11~20,강서구,방화12도시개발공사,6,방화동,21000,서울특별시,서울특별시 강서구 방화동,0,0.644171779,51,전세,3
11750,0.641221374,566,1,32750,1994-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,방화12도시개발공사,6,방화동,21000,서울특별시,서울특별시 강서구 방화동,0,0.641221374,51,전세,6
27600,0.153374233,567,1,32600,1994-01-01,2018-04-01,2018-04-01,21~30,11~20,강서구,방화12도시개발공사,6,방화동,5000,서울특별시,서울특별시 강서구 방화동,55,0.153374233,51,월세,3
27750,0.152671756,568,1,32750,1994-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,방화12도시개발공사,6,방화동,5000,서울특별시,서울특별시 강서구 방화동,55,0.152671756,51,월세,6
16500,0.663265306,569,1,49000,1999-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,방화2차현대,,방화동,32500,서울특별시,서울특별시 강서구 방화동,0,0.663265306,85,전세,3
19600,0.6,570,1,49000,1999-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,방화2차현대,,방화동,29400,서울특별시,서울특별시 강서구 방화동,0,0.6,85,전세,3
10000,0.6,571,1,25000,1994-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,방화5,,방화동,15000,서울특별시,서울특별시 강서구 방화동,0,0.6,33,전세,6
10800,0.568,572,1,25000,1994-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,방화5,,방화동,14200,서울특별시,서울특별시 강서구 방화동,0,0.568,33,전세,6
10000,0.6,573,1,25000,1994-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,방화5,,방화동,15000,서울특별시,서울특별시 강서구 방화동,0,0.6,33,전세,6
24000,0.04,574,1,25000,1994-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,방화5,,방화동,1000,서울특별시,서울특별시 강서구 방화동,55,0.04,33,월세,6
24000,0.04,575,1,25000,1994-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,방화5,,방화동,1000,서울특별시,서울특별시 강서구 방화동,50,0.04,33,월세,6
24000,0.04,576,1,25000,1994-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,방화5,,방화동,1000,서울특별시,서울특별시 강서구 방화동,53,0.04,33,월세,6
24500,0.02,577,1,25000,1994-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,방화5,,방화동,500,서울특별시,서울특별시 강서구 방화동,52,0.02,33,월세,6
10000,0.6,578,1,25000,1994-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,방화5,,방화동,15000,서울특별시,서울특별시 강서구 방화동,0,0.6,33,전세,6
15000,0.53125,579,1,32000,1993-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,방화그린,48,방화동,17000,서울특별시,서울특별시 강서구 방화동,0,0.53125,50,전세,4
23000,0.115384615,580,1,26000,1993-01-01,2018-04-01,2018-04-01,1~10,11~20,강서구,방화그린,48,방화동,3000,서울특별시,서울특별시 강서구 방화동,50,0.115384615,40,월세,15
25000,0.107142857,581,1,28000,1993-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,방화그린,48,방화동,3000,서울특별시,서울특별시 강서구 방화동,50,0.107142857,40,월세,14
10000,0.615384615,582,1,26000,1993-01-01,2018-04-01,2018-04-01,11~20,11~20,강서구,방화그린,48,방화동,16000,서울특별시,서울특별시 강서구 방화동,0,0.615384615,40,전세,15
12000,0.571428571,583,1,28000,1993-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,방화그린,48,방화동,16000,서울특별시,서울특별시 강서구 방화동,0,0.571428571,40,전세,14
11000,0.576923077,584,1,26000,1993-01-01,2018-04-01,2018-04-01,11~20,11~20,강서구,방화그린,48,방화동,15000,서울특별시,서울특별시 강서구 방화동,0,0.576923077,40,전세,15
13000,0.535714286,585,1,28000,1993-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,방화그린,48,방화동,15000,서울특별시,서울특별시 강서구 방화동,0,0.535714286,40,전세,14
12000,0.625,586,1,32000,1993-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,방화그린,48,방화동,20000,서울특별시,서울특별시 강서구 방화동,0,0.625,50,전세,4
10500,0.596153846,587,1,26000,1993-01-01,2018-04-01,2018-04-01,21~30,11~20,강서구,방화그린,48,방화동,15500,서울특별시,서울특별시 강서구 방화동,0,0.596153846,40,전세,15
12500,0.553571429,588,1,28000,1993-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,방화그린,48,방화동,15500,서울특별시,서울특별시 강서구 방화동,0,0.553571429,40,전세,14
11000,0.65625,589,1,32000,1993-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,방화그린,48,방화동,21000,서울특별시,서울특별시 강서구 방화동,0,0.65625,50,전세,4
20000,0.534883721,590,1,43000,1998-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,방화삼성,34,방화동,23000,서울특별시,서울특별시 강서구 방화동,0,0.534883721,60,전세,11
14000,0.702127660,591,1,47000,2004-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,월드메르디앙,1,방화동,33000,서울특별시,서울특별시 강서구 방화동,0,0.70212766,85,전세,4
26100,0.421286031,592,1,45100,2013-01-01,2018-04-01,2018-04-01,11~20,11~20,강서구,일성트루엘,34,방화동,19000,서울특별시,서울특별시 강서구 방화동,25,0.421286031,60,월세,1
30700,0.140056022,593,1,35700,1994-01-01,2018-04-01,2018-04-01,1~10,21~30,강서구,청솔,47,방화동,5000,서울특별시,서울특별시 강서구 방화동,60,0.140056022,49,월세,9
12700,0.644257703,594,1,35700,1994-01-01,2018-04-01,2018-04-01,1~10,21~30,강서구,청솔,47,방화동,23000,서울특별시,서울특별시 강서구 방화동,0,0.644257703,49,전세,9
12700,0.644257703,595,1,35700,1994-01-01,2018-04-01,2018-04-01,1~10,21~30,강서구,청솔,47,방화동,23000,서울특별시,서울특별시 강서구 방화동,0,0.644257703,49,전세,9
13300,0.623229462,596,1,35300,1998-01-01,2018-04-01,2018-04-01,1~10,11~20,강서구,치현마을서광,27,방화동,22000,서울특별시,서울특별시 강서구 방화동,0,0.623229462,60,전세,9
30300,0.141643059,597,1,35300,1998-01-01,2018-04-01,2018-04-01,11~20,11~20,강서구,치현마을서광,27,방화동,5000,서울특별시,서울특별시 강서구 방화동,60,0.141643059,60,월세,9
12200,0.450450450,598,1,22200,1988-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,한미(286-1),23,방화동,10000,서울특별시,서울특별시 강서구 방화동,0,0.45045045,40,전세,1
11200,0.495495495,599,1,22200,1988-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,한미(286-1),23,방화동,11000,서울특별시,서울특별시 강서구 방화동,0,0.495495495,40,전세,1
38000,0.472222222,600,1,72000,2005-01-01,2018-04-01,2018-04-01,11~20,11~20,강서구,강변한솔솔파크,63,염창동,34000,서울특별시,서울특별시 강서구 염창동,30,0.472222222,85,월세,19
29000,0.539682540,601,1,63000,2005-01-01,2018-04-01,2018-04-01,11~20,11~20,강서구,강변한솔솔파크,63,염창동,34000,서울특별시,서울특별시 강서구 염창동,30,0.53968254,85,월세,2
33900,0.500736377,602,1,67900,2005-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,강변한솔솔파크,63,염창동,34000,서울특별시,서울특별시 강서구 염창동,30,0.500736377,85,월세,13
31500,0.519083969,603,1,65500,2005-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,강변한솔솔파크,63,염창동,34000,서울특별시,서울특별시 강서구 염창동,30,0.519083969,85,월세,7
42000,0.416666667,604,1,72000,2005-01-01,2018-04-01,2018-04-01,21~30,11~20,강서구,강변한솔솔파크,63,염창동,30000,서울특별시,서울특별시 강서구 염창동,60,0.416666667,85,월세,19
33000,0.476190476,605,1,63000,2005-01-01,2018-04-01,2018-04-01,21~30,11~20,강서구,강변한솔솔파크,63,염창동,30000,서울특별시,서울특별시 강서구 염창동,60,0.476190476,85,월세,2
37900,0.441826215,606,1,67900,2005-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,강변한솔솔파크,63,염창동,30000,서울특별시,서울특별시 강서구 염창동,60,0.441826215,85,월세,13
35500,0.458015267,607,1,65500,2005-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,강변한솔솔파크,63,염창동,30000,서울특별시,서울특별시 강서구 염창동,60,0.458015267,85,월세,7
15000,0.75,608,1,60000,2000-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,극동,69,염창동,45000,서울특별시,서울특별시 강서구 염창동,0,0.75,104,전세,2
11800,0.710784314,609,1,40800,2000-01-01,2018-04-01,2018-04-01,1~10,11~20,강서구,극동,69,염창동,29000,서울특별시,서울특별시 강서구 염창동,0,0.710784314,60,전세,14
10000,0.787234043,610,1,47000,1999-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,동아3,,염창동,37000,서울특별시,서울특별시 강서구 염창동,0,0.787234043,60,전세,11
12000,0.744680851,611,1,47000,1999-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,동아3,,염창동,35000,서울특별시,서울특별시 강서구 염창동,0,0.744680851,60,전세,11
15000,0.680851064,612,1,47000,1999-01-01,2018-04-01,2018-04-01,21~30,1~10,강서구,동아3,,염창동,32000,서울특별시,서울특별시 강서구 염창동,20,0.680851064,60,월세,11
10400,0.742574257,613,1,40400,1999-01-01,2018-04-01,2018-04-01,1~10,21~30,강서구,태영,61,염창동,30000,서울특별시,서울특별시 강서구 염창동,0,0.742574257,60,전세,6
8400,0.792079208,614,1,40400,1999-01-01,2018-04-01,2018-04-01,11~20,21~30,강서구,태영,61,염창동,32000,서울특별시,서울특별시 강서구 염창동,0,0.792079208,60,전세,6
19000,0.595744681,615,1,47000,1994-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,태진한솔,71,염창동,28000,서울특별시,서울특별시 강서구 염창동,0,0.595744681,59,전세,9
19000,0.595744681,616,1,47000,1994-01-01,2018-04-01,2018-04-01,1~10,1~10,강서구,태진한솔,71,염창동,28000,서울특별시,서울특별시 강서구 염창동,0,0.595744681,59,전세,8
29900,0.400801603,617,1,49900,1994-01-01,2018-04-01,2018-04-01,1~10,21~30,강서구,현대1,75,염창동,20000,서울특별시,서울특별시 강서구 염창동,45,0.400801603,84,월세,12
31300,0.389863548,618,1,51300,1994-01-01,2018-04-01,2018-04-01,1~10,11~20,강서구,현대1,75,염창동,20000,서울특별시,서울특별시 강서구 염창동,45,0.389863548,84,월세,6
29850,0.401203611,619,1,49850,1994-01-01,2018-04-01,2018-04-01,1~10,11~20,강서구,현대1,75,염창동,20000,서울특별시,서울특별시 강서구 염창동,45,0.401203611,84,월세,11
15900,0.681362725,620,1,49900,1994-01-01,2018-04-01,2018-04-01,21~30,21~30,강서구,현대1,75,염창동,34000,서울특별시,서울특별시 강서구 염창동,0,0.681362725,84,전세,12
17300,0.662768031,621,1,51300,1994-01-01,2018-04-01,2018-04-01,21~30,11~20,강서구,현대1,75,염창동,34000,서울특별시,서울특별시 강서구 염창동,0,0.662768031,84,전세,6
15850,0.682046138,622,1,49850,1994-01-01,2018-04-01,2018-04-01,21~30,11~20,강서구,현대1,75,염창동,34000,서울특별시,서울특별시 강서구 염창동,0,0.682046138,84,전세,11
500,0.972972973,623,1,18500,2018-01-01,2018-04-01,2018-04-01,11~20,11~20,강서구,GM Valley,,화곡동,18000,서울특별시,서울특별시 강서구 화곡동,0,0.972972973,23,전세,11
500,0.972972973,624,1,18500,2018-01-01,2018-04-01,2018-04-01,11~20,1~10,강서구,GM Valley,,화곡동,18000,서울특별시,서울특별시 강서구 화곡동,0,0.972972973,23,전세,10
