계약년월,구,동,아파트_mean_건축년도,아파트_median_실거래
2011-01-01,강남구,개포동,1985.081395349,72000
2011-01-01,강남구,논현동,1997.677419355,60000
2011-01-01,강남구,대치동,1989.452054795,96500
2011-01-01,강남구,도곡동,1997.061538462,76000
2011-01-01,강남구,삼성동,1998.166666667,66500
2011-01-01,강남구,수서동,1993.375,38850
2011-01-01,강남구,신사동,2003.5,44900
2011-01-01,강남구,압구정동,1980.558823529,144500
2011-01-01,강남구,역삼동,2003.225806452,67800
2011-01-01,강남구,일원동,1990.633333333,77100
2011-01-01,강남구,청담동,1996.571428571,79200
2011-01-01,강동구,강일동,2009.5,36974
2011-01-01,강동구,고덕동,1986.322580645,51500
2011-01-01,강동구,길동,1996.459459459,31000
2011-01-01,강동구,둔촌동,1987.683333333,64750
2011-01-01,강동구,명일동,1989.222222222,42000
2011-01-01,강동구,상일동,1985.421052632,56800
2011-01-01,강동구,성내동,2001.15625,34900
2011-01-01,강동구,암사동,2002.938271605,46850
2011-01-01,강동구,천호동,1999.678571429,30050
2011-01-01,강북구,미아동,2004.512820513,34350
2011-01-01,강북구,번동,1997.275862069,26900
2011-01-01,강북구,수유동,2000.25,25250
2011-01-01,강북구,우이동,2002.333333333,26000
2011-01-01,강서구,가양동,1994.527272727,27000
2011-01-01,강서구,공항동,2008.64,30300
2011-01-01,강서구,내발산동,2005.166666667,43450
2011-01-01,강서구,등촌동,1996.730769231,29500
2011-01-01,강서구,마곡동,1993,40000
2011-01-01,강서구,방화동,2001.428571429,34050
2011-01-01,강서구,염창동,2002.3375,42550
2011-01-01,강서구,화곡동,2002.4875,33500
2011-01-01,관악구,남현동,2005,38600
2011-01-01,관악구,봉천동,2001.690322581,35000
2011-01-01,관악구,신림동,1998.939759036,31200
2011-01-01,광진구,광장동,1996.857142857,57800
2011-01-01,광진구,구의동,1998.705882353,51000
2011-01-01,광진구,군자동,2005.6,71000
2011-01-01,광진구,자양동,1998.830188679,54000
2011-01-01,광진구,중곡동,1993.142857143,25000
2011-01-01,광진구,화양동,2001.333333333,35250
2011-01-01,구로구,개봉동,2000.595238095,32500
2011-01-01,구로구,고척동,1999.029411765,26650
2011-01-01,구로구,구로동,1997.780821918,28075
2011-01-01,구로구,궁동,2007.5,34500
2011-01-01,구로구,신도림동,1999.5,40525
2011-01-01,구로구,오류동,2002,29500
2011-01-01,구로구,온수동,2008.5,30140
2011-01-01,구로구,항동,2004,35000
2011-01-01,금천구,가산동,1998.9,29350
2011-01-01,금천구,독산동,1996.413793103,25900
2011-01-01,금천구,시흥동,1998.796610169,27800
2011-01-01,노원구,공릉동,1998.3125,25500
2011-01-01,노원구,상계동,1991.527426160,25000
2011-01-01,노원구,월계동,1995.959595960,25950
2011-01-01,노원구,중계동,1993.531791908,28000
2011-01-01,노원구,하계동,1990.681159420,26000
2011-01-01,도봉구,도봉동,1997.358974359,29200
2011-01-01,도봉구,방학동,1992.185185185,24550
2011-01-01,도봉구,쌍문동,1991.371428571,23200
2011-01-01,도봉구,창동,1995.205479452,28150
2011-01-01,동대문구,답십리동,2000.15625,32250
2011-01-01,동대문구,용두동,1999.625,26325
2011-01-01,동대문구,이문동,2001.527777778,33000
2011-01-01,동대문구,장안동,2005.16,38150
2011-01-01,동대문구,전농동,1997.756097561,35000
2011-01-01,동대문구,제기동,2001.933333333,39000
2011-01-01,동대문구,청량리동,1994.375,37500
2011-01-01,동대문구,회기동,1991.333333333,33750
2011-01-01,동대문구,휘경동,2001.12,27500
2011-01-01,동작구,노량진동,2000.75,44825
2011-01-01,동작구,대방동,1996.885714286,44700
2011-01-01,동작구,동작동,2004.5,50225
2011-01-01,동작구,본동,2002.538461538,53000
2011-01-01,동작구,사당동,1995.640625,44250
2011-01-01,동작구,상도동,2004.074626866,46900
2011-01-01,동작구,신대방동,1999.775,45350
2011-01-01,동작구,흑석동,1990.727272727,59000
2011-01-01,마포구,공덕동,2002.475,50675
2011-01-01,마포구,노고산동,2003.25,21650
2011-01-01,마포구,대흥동,2001.076923077,53000
2011-01-01,마포구,도화동,1997.352941176,51000
2011-01-01,마포구,마포동,1992,38000
2011-01-01,마포구,망원동,2004.214285714,37500
2011-01-01,마포구,상암동,2007.6,45278
2011-01-01,마포구,서교동,2001.8,26500
2011-01-01,마포구,성산동,1992.695652174,38000
2011-01-01,마포구,신공덕동,2002.76,43100
2011-01-01,마포구,신수동,2002.5,45650
2011-01-01,마포구,신정동,1999,68500
2011-01-01,마포구,아현동,1998.625,27500
2011-01-01,마포구,연남동,1997.230769231,37400
2011-01-01,마포구,염리동,2000.944444444,35000
2011-01-01,마포구,용강동,2003,45100
2011-01-01,마포구,중동,2001.727272727,38500
2011-01-01,마포구,창전동,2004.764705882,49000
2011-01-01,마포구,토정동,1997,40800
2011-01-01,마포구,합정동,1975,23000
2011-01-01,마포구,현석동,1999,53950
2011-01-01,서대문구,남가좌동,2001.076923077,39000
2011-01-01,서대문구,대현동,1999,31000
2011-01-01,서대문구,북가좌동,2005,38700
2011-01-01,서대문구,북아현동,1999.583333333,29650
2011-01-01,서대문구,연희동,2001.944444444,31800
2011-01-01,서대문구,영천동,1995,39750
2011-01-01,서대문구,천연동,2006,31500
2011-01-01,서대문구,충정로3가,2007.428571429,35500
2011-01-01,서대문구,합동,2008,63000
2011-01-01,서대문구,현저동,1998.25,42450
2011-01-01,서대문구,홍은동,1996,25200
2011-01-01,서대문구,홍제동,1997.244897959,34000
2011-01-01,서초구,반포동,1990.225352113,85000
2011-01-01,서초구,방배동,1998.784810127,68500
2011-01-01,서초구,서초동,1995.888888889,74500
2011-01-01,서초구,양재동,1999.0625,57750
2011-01-01,서초구,우면동,1994.375,50350
2011-01-01,서초구,잠원동,1987.95,84000
2011-01-01,성동구,금호동1가,2001.294117647,41300
2011-01-01,성동구,금호동3가,2000.285714286,40350
2011-01-01,성동구,금호동4가,2000.5,52250
2011-01-01,성동구,도선동,2006,44000
2011-01-01,성동구,마장동,1997.172413793,34800
2011-01-01,성동구,사근동,1992.666666667,29000
2011-01-01,성동구,성수동1가,1998.272727273,42700
2011-01-01,성동구,성수동2가,2002.307692308,57000
2011-01-01,성동구,송정동,2000,36650
2011-01-01,성동구,옥수동,1994.413793103,49400
2011-01-01,성동구,응봉동,1996.516129032,39800
2011-01-01,성동구,하왕십리동,2002,37500
2011-01-01,성동구,행당동,1999.9625,43500
2011-01-01,성동구,홍익동,2005,34500
2011-01-01,성북구,길음동,2005.028571429,38000
2011-01-01,성북구,돈암동,2000.264367816,34000
2011-01-01,성북구,동소문동4가,2001.333333333,22500
2011-01-01,성북구,동소문동5가,2006,46500
2011-01-01,성북구,동소문동7가,2004,31850
2011-01-01,성북구,보문동3가,2003,33100
2011-01-01,성북구,보문동6가,1994,30575
2011-01-01,성북구,삼선동2가,2008.5,35850
2011-01-01,성북구,삼선동4가,1999,31100
2011-01-01,성북구,삼선동5가,2004,31500
2011-01-01,성북구,상월곡동,2003,26500
2011-01-01,성북구,석관동,1999.142857143,30000
2011-01-01,성북구,안암동1가,2005,34000
2011-01-01,성북구,장위동,2006.5,37350
2011-01-01,성북구,정릉동,2002.892473118,30400
2011-01-01,성북구,종암동,2002.740740741,32000
2011-01-01,성북구,하월곡동,2004.595238095,36750
2011-01-01,송파구,가락동,1990.964912281,53000
2011-01-01,송파구,거여동,1996.75,31900
2011-01-01,송파구,마천동,2001.555555556,34700
2011-01-01,송파구,문정동,1995.931818182,55750
2011-01-01,송파구,방이동,1991.8125,79950
2011-01-01,송파구,삼전동,1997.5,41300
2011-01-01,송파구,석촌동,2001.333333333,46000
2011-01-01,송파구,송파동,1990.769230769,65500
2011-01-01,송파구,신천동,1994.875,81450
2011-01-01,송파구,오금동,1988.862068966,56750
2011-01-01,송파구,잠실동,2000.708860759,94300
2011-01-01,송파구,장지동,2007.454545455,48000
2011-01-01,송파구,풍납동,1997.153846154,49800
2011-01-01,양천구,목동,1994.897435897,63000
2011-01-01,양천구,신월동,2001.318181818,27850
2011-01-01,양천구,신정동,1995.688405797,43000
2011-01-01,영등포구,당산동,2002.5,50250
2011-01-01,영등포구,당산동1가,1997,32850
2011-01-01,영등포구,당산동2가,1996.5,31850
2011-01-01,영등포구,당산동3가,1993.333333333,40300
2011-01-01,영등포구,당산동4가,2001.194444444,52950
2011-01-01,영등포구,당산동5가,1999.095238095,58500
2011-01-01,영등포구,대림동,1995.088235294,31900
2011-01-01,영등포구,도림동,1998.5,31650
2011-01-01,영등포구,문래동3가,1997,61550
2011-01-01,영등포구,문래동4가,2003.333333333,40300
2011-01-01,영등포구,문래동5가,1990.666666667,34050
2011-01-01,영등포구,문래동6가,1995.857142857,29200
2011-01-01,영등포구,신길동,1994.844444444,33800
2011-01-01,영등포구,양평동1가,1987.2,30000
2011-01-01,영등포구,양평동2가,1993.142857143,26000
2011-01-01,영등포구,양평동3가,1997.85,38350
2011-01-01,영등포구,양평동4가,1996.5,35050
2011-01-01,영등포구,양평동5가,1996.727272727,32700
2011-01-01,영등포구,양평동6가,2000,26300
2011-01-01,영등포구,여의도동,1984.2,85250
2011-01-01,영등포구,영등포동,2002.363636364,41750
2011-01-01,영등포구,영등포동7가,2000.25,35050
2011-01-01,영등포구,영등포동8가,2000.666666667,49100
2011-01-01,용산구,도원동,2001,55000
2011-01-01,용산구,문배동,2007,71750
2011-01-01,용산구,보광동,1996,57500
2011-01-01,용산구,산천동,2001,39500
2011-01-01,용산구,서빙고동,1992,67775
2011-01-01,용산구,용산동2가,1981,51000
2011-01-01,용산구,원효로4가,1984.333333333,65000
2011-01-01,용산구,이촌동,1994.690476190,65500
2011-01-01,용산구,이태원동,1983.5,112100
2011-01-01,용산구,청암동,2005,120000
2011-01-01,용산구,한강로2가,2006.333333333,42000
2011-01-01,용산구,한강로3가,2007,113000
2011-01-01,용산구,한남동,1998.666666667,49500
2011-01-01,용산구,효창동,1987.5,29750
2011-01-01,용산구,후암동,1980,43000
2011-01-01,은평구,갈현동,2000.857142857,23400
2011-01-01,은평구,구산동,2001.875,24500
2011-01-01,은평구,녹번동,1999.75,30000
2011-01-01,은평구,대조동,2010,41408
2011-01-01,은평구,불광동,1998.7,36200
2011-01-01,은평구,수색동,2002.454545455,32500
2011-01-01,은평구,신사동,1995.411764706,27100
2011-01-01,은평구,역촌동,2008.727272727,31090
2011-01-01,은평구,응암동,2004.777777778,32400
2011-01-01,은평구,증산동,2002,31150
2011-01-01,은평구,진관동,2009.752475248,51109
2011-01-01,종로구,견지동,2008,96000
2011-01-01,종로구,내수동,1994,38000
2011-01-01,종로구,명륜2가,1996.333333333,54500
2011-01-01,종로구,무악동,2001.066666667,56000
2011-01-01,종로구,사직동,2008,67000
2011-01-01,종로구,숭인동,2005.857142857,50000
2011-01-01,종로구,신교동,2002,53500
2011-01-01,종로구,신영동,1998,23000
2011-01-01,종로구,익선동,2001.75,20250
2011-01-01,종로구,인의동,2006,45500
2011-01-01,종로구,창신동,1995.875,33900
2011-01-01,종로구,청운동,2000,57400
2011-01-01,종로구,평창동,2000.25,38700
2011-01-01,중구,만리동1가,2005,30000
2011-01-01,중구,만리동2가,2005,21000
2011-01-01,중구,순화동,2006,45700
2011-01-01,중구,신당동,2000.652173913,42500
2011-01-01,중구,을지로5가,2006,35000
2011-01-01,중구,중림동,2001,66000
2011-01-01,중구,황학동,2008,41350
2011-01-01,중구,흥인동,1994,34800
2011-01-01,중랑구,망우동,2000.454545455,25000
2011-01-01,중랑구,면목동,1998.452380952,31750
2011-01-01,중랑구,묵동,2000.966666667,34500
2011-01-01,중랑구,상봉동,2001.714285714,30000
2011-01-01,중랑구,신내동,1998.424242424,25750
2011-01-01,중랑구,중화동,1998.083333333,28000
2011-02-01,강남구,개포동,1986.769230769,68225
2011-02-01,강남구,논현동,1998.903225806,60000
2011-02-01,강남구,대치동,1992,98000
2011-02-01,강남구,도곡동,2001.44,87050
2011-02-01,강남구,삼성동,2000.243902439,78000
2011-02-01,강남구,수서동,1992.828571429,35100
2011-02-01,강남구,신사동,2000.25,57700
2011-02-01,강남구,압구정동,1979.238095238,136800
2011-02-01,강남구,역삼동,2002.295081967,59200
2011-02-01,강남구,일원동,1991.838709677,77000
2011-02-01,강남구,청담동,1994.740740741,88000
2011-02-01,강동구,강일동,2009.8,39303.5
2011-02-01,강동구,고덕동,1988.571428571,53000
2011-02-01,강동구,길동,1995.954545455,33650
2011-02-01,강동구,둔촌동,1995.021276596,50000
2011-02-01,강동구,명일동,1989.282608696,42750
2011-02-01,강동구,상일동,1992.846153846,49525
2011-02-01,강동구,성내동,2000.731707317,34950
2011-02-01,강동구,암사동,2003.453125,45200
2011-02-01,강동구,천호동,1998.816326531,29500
2011-02-01,강북구,미아동,2004.344262295,32000
2011-02-01,강북구,번동,1999.296296296,27950
2011-02-01,강북구,수유동,2000.428571429,25850
2011-02-01,강북구,우이동,2000,32600
2011-02-01,강서구,가양동,1993.138888889,25150
2011-02-01,강서구,공항동,2009,42750
2011-02-01,강서구,내발산동,2004.777777778,38000
2011-02-01,강서구,등촌동,1997.521739130,30750
2011-02-01,강서구,마곡동,1999,41200
2011-02-01,강서구,방화동,1997.352941176,29500
2011-02-01,강서구,염창동,2000.065217391,36000
2011-02-01,강서구,화곡동,2003.880597015,28300
2011-02-01,관악구,남현동,2005.4,40750
2011-02-01,관악구,봉천동,2001.138157895,36200
2011-02-01,관악구,신림동,2000.305882353,29700
2011-02-01,광진구,광장동,1996.121212121,57200
2011-02-01,광진구,구의동,1999.043478261,55000
2011-02-01,광진구,자양동,1996.629629630,51000
2011-02-01,광진구,중곡동,1994,26600
2011-02-01,광진구,화양동,2006,31700
2011-02-01,구로구,개봉동,1999.170731707,34000
2011-02-01,구로구,고척동,1999,28475
2011-02-01,구로구,구로동,1997.379518072,27825
2011-02-01,구로구,궁동,2008,32500
2011-02-01,구로구,신도림동,1999.319148936,37400
2011-02-01,구로구,오류동,2001.128205128,28000
2011-02-01,구로구,온수동,2009,33600
2011-02-01,구로구,항동,2004,45450
2011-02-01,금천구,가산동,1998.6,29500
2011-02-01,금천구,독산동,1997.977777778,24600
2011-02-01,금천구,시흥동,1999.245283019,28000
2011-02-01,노원구,공릉동,1998.425287356,26000
2011-02-01,노원구,상계동,1991.747706422,23660
2011-02-01,노원구,월계동,1996.170731707,25170
2011-02-01,노원구,중계동,1993.608695652,26750
2011-02-01,노원구,하계동,1990.833333333,29000
2011-02-01,도봉구,도봉동,1994.851851852,28000
2011-02-01,도봉구,방학동,1992.866666667,23500
2011-02-01,도봉구,쌍문동,1993.280701754,25000
2011-02-01,도봉구,창동,1994.232558140,26500
2011-02-01,동대문구,답십리동,2000.813953488,31000
2011-02-01,동대문구,신설동,2007,37500
2011-02-01,동대문구,용두동,1999.818181818,28000
2011-02-01,동대문구,이문동,2001.833333333,34500
2011-02-01,동대문구,장안동,2004.617021277,40000
2011-02-01,동대문구,전농동,1996.714285714,35100
2011-02-01,동대문구,제기동,1997.444444444,30250
2011-02-01,동대문구,청량리동,1995.625,31500
2011-02-01,동대문구,회기동,2007,22500
2011-02-01,동대문구,휘경동,2001.580645161,30900
2011-02-01,동작구,노량진동,2000.111111111,41200
2011-02-01,동작구,대방동,1996.777777778,37000
2011-02-01,동작구,동작동,2006,72500
2011-02-01,동작구,본동,2001,44500
2011-02-01,동작구,사당동,1996.571428571,43500
2011-02-01,동작구,상도1동,2003,34200
2011-02-01,동작구,상도동,2003.327868852,43900
2011-02-01,동작구,신대방동,1997.035714286,50350
2011-02-01,동작구,흑석동,1994.923076923,44600
2011-02-01,마포구,공덕동,2001.842105263,56000
2011-02-01,마포구,노고산동,2002,20000
2011-02-01,마포구,대흥동,2000,49425
2011-02-01,마포구,도화동,1997.5,44550
2011-02-01,마포구,마포동,1999,48150
2011-02-01,마포구,망원동,2004.619047619,37300
2011-02-01,마포구,상수동,2004,69000
2011-02-01,마포구,상암동,2006.25,69250
2011-02-01,마포구,서교동,2004.571428571,28700
2011-02-01,마포구,성산동,1993.8,38600
2011-02-01,마포구,신공덕동,2003.375,44350
2011-02-01,마포구,신수동,2003.444444444,48700
2011-02-01,마포구,신정동,1999,36500
2011-02-01,마포구,아현동,2001.75,35750
2011-02-01,마포구,연남동,1992.818181818,29000
2011-02-01,마포구,염리동,2001.5,63550
2011-02-01,마포구,용강동,2003.333333333,44700
2011-02-01,마포구,중동,2001.133333333,32500
2011-02-01,마포구,창전동,2002.333333333,49900
2011-02-01,마포구,토정동,1997,42250
2011-02-01,마포구,합정동,2005,56000
2011-02-01,마포구,현석동,2002.4,42000
2011-02-01,서대문구,남가좌동,2000.727272727,39350
2011-02-01,서대문구,냉천동,2002,30800
2011-02-01,서대문구,대현동,1999,39800
2011-02-01,서대문구,북가좌동,2000.384615385,35200
2011-02-01,서대문구,북아현동,1998.352941176,30000
2011-02-01,서대문구,연희동,1998.764705882,35000
2011-02-01,서대문구,영천동,1995,45500
2011-02-01,서대문구,천연동,2006,34000
2011-02-01,서대문구,충정로3가,1999.4,35500
2011-02-01,서대문구,현저동,1998.857142857,37500
2011-02-01,서대문구,홍은동,1995.692307692,29000
2011-02-01,서대문구,홍제동,1998.423076923,30000
2011-02-01,서초구,반포동,1992.025,89500
2011-02-01,서초구,방배동,2000.695652174,65500
2011-02-01,서초구,서초동,1998.604166667,68225
2011-02-01,서초구,양재동,1996.307692308,55000
2011-02-01,서초구,우면동,1994.571428571,59500
2011-02-01,서초구,잠원동,1989.941176471,83300
2011-02-01,성동구,금호동1가,2001.076923077,40000
2011-02-01,성동구,금호동3가,1998.4,40700
2011-02-01,성동구,금호동4가,2001.307692308,53500
2011-02-01,성동구,도선동,2006,42000
2011-02-01,성동구,마장동,1996.684210526,34000
2011-02-01,성동구,사근동,1989,26150
2011-02-01,성동구,성수동1가,1997.904761905,45500
2011-02-01,성동구,성수동2가,2001.4,54600
2011-02-01,성동구,옥수동,1994.888888889,50000
2011-02-01,성동구,응봉동,1995.565217391,41400
2011-02-01,성동구,하왕십리동,2001.8125,43975
2011-02-01,성동구,행당동,2000.058823529,40800
2011-02-01,성북구,길음동,2004.220930233,37450
2011-02-01,성북구,돈암동,1998.620689655,34900
2011-02-01,성북구,동소문동4가,1998,24500
2011-02-01,성북구,동소문동5가,2006,48000
2011-02-01,성북구,동소문동7가,2004,32300
2011-02-01,성북구,보문동3가,2003,42850
2011-02-01,성북구,보문동6가,1994,31000
2011-02-01,성북구,삼선동2가,2008.5,34510
2011-02-01,성북구,삼선동4가,1999,42900
2011-02-01,성북구,상월곡동,2002.4,26000
2011-02-01,성북구,석관동,2001.066666667,29900
2011-02-01,성북구,안암동1가,2005,35000
2011-02-01,성북구,안암동3가,1983,38000
2011-02-01,성북구,장위동,2005.833333333,37475
2011-02-01,성북구,정릉동,2003.265060241,29000
2011-02-01,성북구,종암동,2003.161290323,33500
2011-02-01,성북구,하월곡동,2004.4,34800
2011-02-01,송파구,가락동,1990.017857143,54900
2011-02-01,송파구,거여동,1996.409090909,33050
2011-02-01,송파구,마천동,2003.105263158,37501
2011-02-01,송파구,문정동,1993.634146341,71500
2011-02-01,송파구,방이동,1991.794117647,74500
2011-02-01,송파구,삼전동,2004,33500
2011-02-01,송파구,석촌동,2001.428571429,62500
2011-02-01,송파구,송파동,1993.8,60375
2011-02-01,송파구,신천동,1993.115384615,75750
2011-02-01,송파구,오금동,1991.555555556,47250
2011-02-01,송파구,잠실동,1999.301587302,99500
2011-02-01,송파구,장지동,2009.727272727,45355.5
2011-02-01,송파구,풍납동,1996.157894737,35700
2011-02-01,양천구,목동,1995.8,57500
2011-02-01,양천구,신월동,2000.098591549,25000
2011-02-01,양천구,신정동,1996.052173913,42500
2011-02-01,영등포구,당산동,1998.714285714,50500
2011-02-01,영등포구,당산동1가,1999.75,36650
2011-02-01,영등포구,당산동2가,1997,21500
2011-02-01,영등포구,당산동3가,1986.4,34000
2011-02-01,영등포구,당산동4가,2001.884615385,54650
2011-02-01,영등포구,당산동5가,1995.3125,56250
2011-02-01,영등포구,대림동,1995.323529412,32700
2011-02-01,영등포구,도림동,1998.5,27425
2011-02-01,영등포구,문래동2가,1983,30500
2011-02-01,영등포구,문래동3가,1995.272727273,59700
2011-02-01,영등포구,문래동4가,2001,32000
2011-02-01,영등포구,문래동5가,1989,27350
2011-02-01,영등포구,문래동6가,1991.571428571,29400
2011-02-01,영등포구,신길동,1996.137931034,37400
2011-02-01,영등포구,양평동1가,1986.666666667,30000
2011-02-01,영등포구,양평동2가,1995,29200
2011-02-01,영등포구,양평동3가,1998.578947368,37000
2011-02-01,영등포구,양평동4가,2000,28000
2011-02-01,영등포구,양평동5가,1996.285714286,33000
2011-02-01,영등포구,양평동6가,1999,27700
2011-02-01,영등포구,여의도동,1985.526315789,83000
2011-02-01,영등포구,영등포동,2002.210526316,44000
2011-02-01,영등포구,영등포동1가,2006,35500
2011-02-01,영등포구,영등포동5가,1999,26250
2011-02-01,영등포구,영등포동7가,1999.25,31200
2011-02-01,영등포구,영등포동8가,2001,49000
2011-02-01,용산구,갈월동,2004,50000
2011-02-01,용산구,도원동,2001,55250
2011-02-01,용산구,동빙고동,2004,80000
2011-02-01,용산구,문배동,2005.75,60000
2011-02-01,용산구,보광동,1997.333333333,64000
2011-02-01,용산구,산천동,2001,39000
2011-02-01,용산구,서빙고동,1990.8,95000
2011-02-01,용산구,원효로4가,1977,82000
2011-02-01,용산구,이촌동,1993.64,83750
2011-02-01,용산구,이태원동,1993.428571429,70500
2011-02-01,용산구,청암동,2005,164928
2011-02-01,용산구,한강로1가,2005,94000
2011-02-01,용산구,한강로2가,2006.333333333,89500
2011-02-01,용산구,한강로3가,2006.25,70000
2011-02-01,용산구,한남동,1998.5,61500
2011-02-01,용산구,효창동,1987,40000
2011-02-01,용산구,후암동,1995.333333333,46700
2011-02-01,은평구,갈현동,1998.642857143,25500
2011-02-01,은평구,구산동,2000,30250
2011-02-01,은평구,녹번동,2004,28650
2011-02-01,은평구,대조동,2004.666666667,30500
2011-02-01,은평구,불광동,2003.552631579,31675
2011-02-01,은평구,수색동,2003,34750
2011-02-01,은평구,신사동,1996.9375,27000
2011-02-01,은평구,역촌동,2008.269230769,26740
2011-02-01,은평구,응암동,2000.964285714,26900
2011-02-01,은평구,증산동,2005,44200
2011-02-01,은평구,진관동,2009.723404255,44000
2011-02-01,종로구,견지동,2008,95000
2011-02-01,종로구,구기동,2005,45000
2011-02-01,종로구,낙원동,1968,30000
2011-02-01,종로구,내수동,2004,130500
2011-02-01,종로구,당주동,1983,41000
2011-02-01,종로구,무악동,2004.307692308,67400
2011-02-01,종로구,사직동,2008,80000
2011-02-01,종로구,수송동,2005,29800
2011-02-01,종로구,숭인동,2007,45300
2011-02-01,종로구,익선동,2003,19500
2011-02-01,종로구,창신동,1991.75,27200
2011-02-01,종로구,평창동,1998.333333333,10950
2011-02-01,중구,만리동1가,2005,37700
2011-02-01,중구,순화동,2006,31900
2011-02-01,중구,신당동,2000.2,40250
2011-02-01,중구,중림동,2001,52425
2011-02-01,중구,황학동,2008,57000
2011-02-01,중랑구,망우동,2004.444444444,28250
2011-02-01,중랑구,면목동,1998.844444444,31500
2011-02-01,중랑구,묵동,2000.048780488,23900
2011-02-01,중랑구,상봉동,1999.461538462,32000
2011-02-01,중랑구,신내동,1996.780821918,26000
2011-02-01,중랑구,중화동,2001.833333333,30750
2011-03-01,강남구,개포동,1984.481481481,71000
2011-03-01,강남구,논현동,1999.25,66000
2011-03-01,강남구,대치동,1990.581395349,94500
2011-03-01,강남구,도곡동,2000.605263158,72500
2011-03-01,강남구,삼성동,2000.5,85750
2011-03-01,강남구,수서동,1993.173913043,46600
2011-03-01,강남구,신사동,1996.666666667,50500
2011-03-01,강남구,압구정동,1980.133333333,195000
2011-03-01,강남구,역삼동,2002.521739130,50600
2011-03-01,강남구,일원동,1992.090909091,53000
2011-03-01,강남구,청담동,1997.416666667,74750
2011-03-01,강동구,강일동,2009.461538462,40500
2011-03-01,강동구,고덕동,1983,51750
2011-03-01,강동구,길동,1997.063492063,30400
2011-03-01,강동구,둔촌동,1988.179487179,49500
2011-03-01,강동구,명일동,1990.222222222,41500
2011-03-01,강동구,상일동,2002.518518519,39691
2011-03-01,강동구,성내동,2001.576923077,35000
2011-03-01,강동구,암사동,2002.787878788,44500
2011-03-01,강동구,천호동,2001.872340426,31300
2011-03-01,강북구,미아동,2005.156862745,32500
2011-03-01,강북구,번동,1998.5,24200
2011-03-01,강북구,수유동,2002.033333333,26100
2011-03-01,강북구,우이동,1997.5,31500
2011-03-01,강서구,가양동,1993.311111111,26200
2011-03-01,강서구,내발산동,2005.225806452,40800
2011-03-01,강서구,등촌동,1997.229508197,33200
2011-03-01,강서구,마곡동,1999,25800
2011-03-01,강서구,방화동,1995.887096774,24525
2011-03-01,강서구,염창동,2000.38,32950
2011-03-01,강서구,화곡동,2001.253731343,30000
2011-03-01,관악구,남현동,2005.153846154,38600
2011-03-01,관악구,봉천동,2001.339622642,36000
2011-03-01,관악구,신림동,1998.142857143,31850
2011-03-01,광진구,광장동,1995.216216216,51500
2011-03-01,광진구,구의동,1999.111111111,51500
2011-03-01,광진구,군자동,2002.857142857,80500
2011-03-01,광진구,자양동,1997.146341463,45200
2011-03-01,광진구,중곡동,1997.428571429,32500
2011-03-01,광진구,화양동,2006,42000
2011-03-01,구로구,개봉동,1999.682926829,32000
2011-03-01,구로구,고척동,1997.277777778,28000
2011-03-01,구로구,구로동,1997.071942446,25050
2011-03-01,구로구,궁동,2007,30350
2011-03-01,구로구,신도림동,1999.465116279,41000
2011-03-01,구로구,오류동,1999.793103448,30000
2011-03-01,구로구,온수동,2009.857142857,35000
2011-03-01,구로구,항동,2004,35000
2011-03-01,금천구,가산동,1998.9,31750
2011-03-01,금천구,독산동,1996.972222222,28800
2011-03-01,금천구,시흥동,1999,24900
2011-03-01,노원구,공릉동,1998.226415094,27000
2011-03-01,노원구,상계동,1991.651685393,24875
2011-03-01,노원구,월계동,1996.349397590,28600
2011-03-01,노원구,중계동,1993.050632911,26400
2011-03-01,노원구,하계동,1991.28,29450
2011-03-01,도봉구,도봉동,1996.909090909,29000
2011-03-01,도봉구,방학동,1994.157894737,27000
2011-03-01,도봉구,쌍문동,1993.48,24200
2011-03-01,도봉구,창동,1994.567164179,26000
2011-03-01,동대문구,답십리동,2000.888888889,35000
2011-03-01,동대문구,용두동,2003.25,33250
2011-03-01,동대문구,이문동,2001.8,33000
2011-03-01,동대문구,장안동,2005.101694915,35500
2011-03-01,동대문구,전농동,1996.961538462,29000
2011-03-01,동대문구,제기동,2000.473684211,38000
2011-03-01,동대문구,청량리동,1993.727272727,37000
2011-03-01,동대문구,회기동,1993.666666667,28000
2011-03-01,동대문구,휘경동,2002,37000
2011-03-01,동작구,노량진동,2000.416666667,33650
2011-03-01,동작구,대방동,1998.416666667,42050
2011-03-01,동작구,동작동,2002,42100
2011-03-01,동작구,본동,2001.625,41200
2011-03-01,동작구,사당동,1996.979591837,40000
2011-03-01,동작구,상도동,2003.416666667,43750
2011-03-01,동작구,신대방동,1997.783783784,42600
2011-03-01,동작구,흑석동,1996.666666667,54000
2011-03-01,마포구,공덕동,2003.272727273,48900
2011-03-01,마포구,노고산동,2003,17500
2011-03-01,마포구,대흥동,2000.6,53000
2011-03-01,마포구,도화동,1998.913043478,48000
2011-03-01,마포구,마포동,2000,37800
2011-03-01,마포구,망원동,2004,36000
2011-03-01,마포구,상수동,2004,58800
2011-03-01,마포구,상암동,2005.428571429,67600
2011-03-01,마포구,서교동,2005,19650
2011-03-01,마포구,성산동,1998.45,38750
2011-03-01,마포구,신공덕동,2002.076923077,42250
2011-03-01,마포구,신수동,2001.5,45500
2011-03-01,마포구,신정동,1999,52900
2011-03-01,마포구,아현동,1990,43750
