"행정구역별",2017
"종로구",41.35
"중구",19.09
"용산구",6.98
"성동구",4.59
"광진구",2.52
"동대문구",2.85
"중랑구",0.98
"성북구",4.28
"강북구",3.70
"도봉구",3.49
"노원구",2.71
"은평구",2.47
"서대문구",4.16
"마포구",3.73
"양천구",1.91
"강서구",2.33
"구로구",3.65
"금천구",2.55
"영등포구",2.98
"동작구",1.77
"관악구",2.19
"서초구",3.85
"강남구",5.03
"송파구",3.01
"강동구",2.29
