행정구역별(1),2018
행정구역별(1),범죄
서울 종로구,5
서울 중구,5
서울 용산구,4
서울 성동구,3
서울 광진구,4
서울 동대문구,4
서울 중랑구,4
서울 성북구,2
서울 강북구,3
서울 도봉구,1
서울 노원구,2
서울 은평구,2
서울 서대문구,3
서울 마포구,4
서울 양천구,3
서울 강서구,3
서울 구로구,4
서울 금천구,4
서울 영등포구,4
서울 동작구,3
서울 관악구,3
서울 서초구,3
서울 강남구,4
서울 송파구,3
서울 강동구,3
